"","cold_1","cold_2","cold_3","hot_1","hot_2","con_1","con_2","con_3","con_4"
"CG14247",35.5553387677557,4.31439113025939,29.6273909744931,0.389948946082302,314.575168523443,3.85533145828091,2.58508743912299,10.7056570948772,20.3370528976523
"CG14252",32.3230352434143,0.719065188376565,20.2713727720216,125.563560638501,104.600117612475,50.1193089576519,54.2868362215827,157.908442149438,227.097090690451
"CG14253",4.04037940542678,64.7158669538908,104.475536594265,110.745500687374,306.82701166326,80.9619606238992,188.711383055978,369.345169773263,404.19892634084
"CG14257",849.287751020709,505.502827428725,332.918314371278,120.494224339431,74.38230585776,7.71066291656183,50.4092050628982,34.7933855583508,44.9109918156489
"CG14258",33.939187005585,12.9431733907782,0.779668183539292,14.8180599511275,4756.59349646655,3.85533145828091,0,0,1.69475440813769
"CG14259",0,23.7291512164266,21.8307091391002,54.2029035054399,67.408964683595,138.791932498113,70.4436327161014,465.696083627157,238.960371547415
"CG14260",12.9292140973657,0,14.0340273037073,28.0763241179257,30.9926274407333,19.2766572914046,24.5583306716684,278.347084466807,564.353217909852
"CG14262",10.5049864541096,7.90971707214221,21.8307091391002,40.9446393386417,9.29778823222,0,2.58508743912299,893.922367422244,1182.93857688011
"CG14265",1890.08948585865,1238.23025438444,880.24537921586,0,4860.41879839301,0,1.93881557934224,0,1.69475440813769
"CG14269",32.3230352434143,0,38.9834091769646,111.525398579538,49.5882039051734,0,0,746.719582367683,1188.87021730859
"CG1427",353.129160034301,261.020663380693,155.153968524319,502.644191500087,646.19628213929,528.180409784485,683.109355788249,733.337510999087,1006.68411843379
"CG14270",140.605203308852,121.522016835639,343.054000757288,290.511964831315,527.649482178485,666.972342282598,414.260262119459,519.224369101543,571.132235542403
"CG14273",201.210894390254,274.682901959848,194.917045884823,16.767804681539,1978.10444640481,3.85533145828091,6.46271859780747,13.3820713685965,25.4213161220654
"CG14274",61.4137669624871,36.6723246072048,36.6444046263467,14.8180599511275,9.29778823222,26.9873202079664,29.0822336901336,109.732985222491,101.685264488262
"CG14275",182.625149125291,277.559162713354,77.9668183539292,104.116368603975,58.111176451375,131.081269581551,289.529793181775,441.608355163684,522.831734910479
"CG14277",132.524444497998,77.659040344669,14.8136954872465,113.865092256032,94.5275136942367,73.2512977073374,199.05173281247,511.195126280385,819.413756334575
"CG1428",0.808075881085356,20.1338252745438,51.4581001135933,29.2461709561726,34.0918901848067,0,0.646271859780747,190.02541343407,205.91266058873
"CG14280",30.7068834812435,2.87626075350626,32.7460637086503,14.0381620589629,0,0,1.29254371956149,93.6744995801753,174.559704038183
"CG14282",294.947696596155,127.274538342652,227.663109593473,193.024728310739,77.4815686018334,0,0,749.395996641402,710.102097009694
"CG14285",50.1007046272921,4.31439113025939,0.779668183539292,9.74872365205754,326.972219499737,88.672623540461,124.084197077903,120.438642317368,144.054124691704
"CG14286",42.0199458164385,34.5151290420751,157.492973074937,213.692022453101,140.241639169318,331.558505412159,296.638783639363,104.380156675052,53.3847638563374
"CG14291",421.007534045471,201.338252745438,134.102927568758,52.6431077211107,1214.91099567675,7.71066291656183,34.2524085683796,26.7641427371929,41.5214829993735
"CG14292",126.867913330401,133.027059849664,188.679700416509,507.713527799157,468.763490041092,539.746404159328,539.637002916924,1728.96362082266,1260.89727965444
"CG14294",10.5049864541096,69.7493232725268,48.3394273794361,101.386725981398,12.3970509762933,0,0.646271859780747,661.074325608666,912.625248782149
"CG14297",460.603252218653,540.737021659177,639.327910502219,556.457146059445,134.81792936719,7.71066291656183,9.04780603693045,2084.92671922733,2503.15226081937
"CG14298",38.7876422920971,0.719065188376565,17.1527000378644,27.2964262257611,44.164494103045,7.71066291656183,38.7763115868448,85.6452567590174,94.9062468557109
"CG14299",1461.80926888341,1387.79581356677,1415.09775312381,1658.45286768803,1575.20028967527,2147.41962226247,1604.04675597581,1924.34186280417,1572.73209075178
"CG14300",3056.9510581459,2987.71585770463,1843.13558588689,0,13668.5235170494,0,0.646271859780747,0,0
"CG14301",15.3534417406218,33.076998665322,0,21.0572430884443,32.54225881277,11.5659943748427,10.9866216162727,64.2339425692631,73.7218167539897
"CG14302",1141.00314409252,808.229271735259,665.836628742555,3.89948946082302,12548.1400350669,0,0.646271859780747,10.7056570948772,0.847377204068847
"CG14304",202.018970271339,130.869864284535,80.3058229045471,24.9567325492673,877.866172258772,42.4086460410901,49.1166613433368,93.6744995801753,113.548545345226
"CG14305",318.38189714763,406.271831432759,739.125437995249,635.226833168069,161.936478377832,7.71066291656183,7.10899045758821,3484.69138438252,4701.24872817396
"CG14309",1176.55848286028,1727.19458248051,4777.02696054524,6469.25301550539,0.774815686018334,6777.67270365785,3040.06282840863,436.255526616245,4.23688602034424
"CG14310",0.808075881085356,0,0,0,0,3.85533145828091,0,0,0
"CG14312",109.898319827608,79.0971707214221,109.153545695501,8.57887681381064,13.94668234833,0,3.23135929890373,18.7348999160351,32.2003337546162
"CG14313",3.23230352434142,0,0,3.89948946082302,7.74815686018334,3.85533145828091,0,2.67641427371929,3.38950881627539
"CG14314",447.674038121287,191.990405296543,208.171405004991,142.721314266122,205.326156794858,42.4086460410901,82.0765261921548,529.93002619642,638.922411867911
"CG14315",0,0,0,0,0,0,0,37.4697998320701,64.4006675092324
"CG14316",26.6665040758168,27.3244771583095,48.3394273794361,62.7817803192506,0,0,0.646271859780747,639.663011418911,536.38977017558
"CG14317",0,0,0,12.868315220716,0,19.2766572914046,47.1778457639945,0,0.847377204068847
"CG14321",65.4541463679139,5.75252150701252,17.9323682214037,0.389948946082302,28.6681803826783,7.71066291656183,19.3881557934224,18.7348999160351,55.9268954685439
"CG14322",1606.45485159769,1230.3205373123,1455.64049866786,1552.38675435364,857.720964422295,1052.50548811069,983.625770586297,1009.00818119217,838.05605482409
"CG14323",0,0,0,0,0,0,0.646271859780747,0,0.847377204068847
"CG14324",0,0,0,0,21.6948392085133,0,0,0,0
"CG14325",0,0,0,0,0,0,0,0,2.54213161220654
"CG14327",8.08075881085356,0,0,37.8250477699833,6.19852548814667,0,4.52390301846523,2.67641427371929,0
"CG14329",0,33.076998665322,0,7.01908102948143,0,7.71066291656183,6.46271859780747,10.7056570948772,27.963447734272
"CG14330",0,0,0,5.45928524515222,0,0,0,24.0877284634737,61.011158692957
"CG14331",0,0,0,0,0,0,0,24.0877284634737,4.23688602034424
"CG14332",66.2622222489992,34.5151290420751,42.1020819111218,0,6.973341174165,0,0,2.67641427371929,0
"CG14339",27.4745799569021,5.75252150701252,8.57635001893221,47.1838224759585,9.29778823222,3.85533145828091,23.9120588118876,543.312097565017,597.400928868537
"CG1434",179.392845600949,194.866666050049,187.12036404943,192.634779364657,305.277380291223,744.078971448217,922.876215766906,342.58102703607,366.066952157742
"CG14340",0,0,47.5597591958968,1.55979578432921,0,3.85533145828091,14.2179809151764,32.1169712846315,35.5898425708916
"CG14341",416.967154640044,348.027551174257,455.326219186946,367.331907209528,773.266054646297,161.923921247798,173.847130281021,128.467885138526,143.206747487635
"CG14342",0,0,10.1356863860108,0,0,7.71066291656183,4.52390301846523,0,3.38950881627539
"CG14346",237.574309039095,151.003689559079,380.478073567174,178.986566251776,192.929105818565,0,0,363.992341225824,464.362707829728
"CG14352",155.150569168388,215.719556512969,247.934482365495,276.863751718434,135.592745053208,323.847842495597,244.937034856903,64.2339425692631,67.7901763255078
"CG14353",73.5349051787674,23.0100860280501,88.8821729234793,184.055902550846,238.643231293647,223.609224580293,242.35194741778,532.60644047014,577.911253174954
"CG14354",63.0299187246578,97.0738004308362,182.442354948194,84.2289723537772,0,0,0.646271859780747,363.992341225824,457.583690197178
"CG14355",1850.49376768547,2021.29224452652,2932.33203829128,2067.50931212836,369.587082230745,3.85533145828091,3.87763115868448,10992.0334221651,12608.1254193404
"CG14356",9.69691057302427,7.19065188376565,0,19.8873962501974,187.505396016437,34.6979831245282,23.9120588118876,24.0877284634737,31.3529565505474
"CG14357",11.313062335195,0,0,0,0,0,0,5.35282854743859,12.7106580610327
"CG14362",16.9695935027925,7.19065188376565,47.5597591958968,48.7436182602877,12.3970509762933,0,0.646271859780747,179.319756339193,148.291010712048
"CG14367",3.23230352434142,11.505043014025,4.67800910123575,36.2652519856541,7.74815686018334,77.1066291656183,111.158759882288,500.489469185508,686.375535295766
"CG14369",0,0,0,0,0,0,0.646271859780747,0,1.69475440813769
"CG14370",0.808075881085356,0,0,18.3276004658682,15.4963137203667,0,0,77.6160139378595,166.933309201563
"CG14372",1353.52710081797,1111.67478123017,647.904260521152,129.463050099324,318.449246953535,61.6853033324946,252.692297174272,562.046997481052,843.987695252572
"CG14374",0,0,7.79668183539292,5.45928524515222,23.24447058055,0,0,0,0
"CG14377",12.9292140973657,15.8194341442844,0,0,42.6148627310084,73.2512977073374,51.055476922679,32.1169712846315,12.7106580610327
"CG14380",6.46460704868285,0,3.11867273415717,25.7366304414319,21.6948392085133,0,0.646271859780747,321.169712846315,422.841224830355
"CG14383",36.363414648841,20.8528904629204,35.0850682592681,44.0642309073001,26.3437333246233,208.187898747169,226.841422783042,425.549869521368,346.577276464159
"CG14384",14.5453658595364,12.9431733907782,42.1020819111218,37.8250477699833,7.74815686018334,0,0.646271859780747,281.023498740526,369.456460974017
"CG14391",16.1615176217071,44.582041679347,38.9834091769646,70.9707081869789,0,3.85533145828091,1.29254371956149,532.60644047014,670.275368418458
"CG14395",22.62612467039,6.47158669538908,0,5.84923419123453,20.1452078364767,3.85533145828091,34.2524085683796,409.491383879052,549.100428236613
"CG14397",0,0,0,3.11959156865841,0,0,1.93881557934224,21.4113141897544,7.62639483661963
"CG1440",6898.54379682569,5678.45779260973,5473.27064844583,3354.34083419996,3681.92413995912,4580.13377243773,5280.0410944087,3302.69521376961,4491.94655876896
"CG14400",25.8584281947314,7.19065188376565,74.848145619772,65.5114229418267,81.355647031925,119.515275206708,88.5392447899623,240.877284634737,113.548545345226
"CG14401",106.666016303267,122.241082024016,31.1867273415717,111.525398579538,288.23143519882,192.766572914046,317.965755012127,331.875369941193,509.273699645377
"CG14402",30.7068834812435,4.31439113025939,45.2207546452789,86.9586149763533,0,0,0,1332.85430831221,1821.01361154395
"CG14406",0,0,0,0,0,30.8426516662473,12.2791653358342,5.35282854743859,6.77901763255078
"CG14407",248.88737137429,476.021154705286,416.342810009982,485.876386818548,892.58767029312,744.078971448217,788.451668932511,789.542210747192,925.335906843181
"CG14408",1359.99170786665,1081.47404331835,1380.01268486455,1043.11343077016,490.458329249605,998.530847694757,1204.00447477153,725.308268177929,1292.25023620499
"CG1441",229.493550228241,163.946862949857,162.170982176173,119.714326447267,440.095309658414,188.911241455765,162.214236804967,1051.83080957168,626.211753806878
"CG14410",4.84845528651214,0,0,4.28943840690532,0,3.85533145828091,23.2657869521069,2.67641427371929,1.69475440813769
"CG14411",1667.06054267909,2045.02139574295,3021.99387939829,2248.83557205663,1008.81002319587,2529.09743663228,2750.53303522686,1453.29295062958,1656.6224339546
"CG14414",100.201409254584,134.465190226418,246.375145998416,105.676164388304,71.2830431136867,285.294527912788,373.545134953272,299.758398656561,409.283189565253
"CG14416",3.23230352434142,0,34.3054000757288,3.11959156865841,0,0,0,0,0
"CG14419",2054.12888971898,1907.67994476303,1381.57202123163,242.548244463192,7537.40699358635,0,0,0,0
"CG14420",6.46460704868285,5.75252150701252,67.0514637843791,1.94974473041151,3.87407843009167,11.5659943748427,7.10899045758821,5.35282854743859,37.2845969790293
"CG14421",42.8280216975239,28.7626075350626,24.169713689718,9.74872365205754,8.52297254620167,0,3.87763115868448,0,0
