"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cold_1","cold_2","cold_3","hot_1","hot_2","con_1","con_2","con_3","con_4"
"CR45601",22697.2652628123,-14.9323954984507,1.93600873537092,-7.71297940222871,1.22913931708481e-14,2.71356141541031e-12,9.69571738649797,8.62826821743293,68.5960443245495,3.11937233611921,0,111796.917850149,83053.8785647597,9273.52387144431,61.0276766927819
"CR44911",187.195029022388,-3.5342153007442,0.458720143746831,-7.70451297794923,1.31343231361476e-14,2.8557202576321e-12,77.5657390919838,43.1413410871647,49.108531732348,28.4642725670878,34.0853009027097,493.482498269504,314.127949371756,366.764656578485,278.014971600451
"Lcp9",12313.3216704441,14.3013275957986,1.86439342637016,7.67076701382834,1.70970856007077e-14,3.66183848313665e-12,140.587902104221,64.712011630747,59.2420382802928,6.23874467223843,110537.856161558,3.8553320177305,3.87812283175008,2.67711428159478,0.847606620733081
"Muc68Ca",1276.13188798736,10.1095236367292,1.32347043172648,7.63864714645813,2.19515983678028e-14,4.6324328908525e-12,277.943898412942,271.790448849137,99.7760644720721,317.39613520013,10498.2726780346,0,3.2317690264584,13.3855714079739,3.39042648293233
"CR43933",367.865795842314,-7.36859448356402,0.966722874494357,-7.62224074548578,2.49309497359181e-14,5.18491490884673e-12,59.7902572167375,16.5375140834131,7.79500503688063,7.79843084029804,1.54933185921408,994.675660574469,1091.04522333236,524.714399192576,606.886340444886
"CG13731",128151.768021649,12.740543676812,1.68299243660251,7.57017286573882,3.72727906616308e-14,7.64092208563431e-12,252395.68309952,216331.535859236,237251.891304514,71.7455637307419,447185.978522748,15.421328070922,74.9770414138349,10.7084571263791,27.9710184841917
"CR45366",147.26269865509,-8.46047827860434,1.11918487947089,-7.55950016283647,4.04621185871705e-14,8.17790706656192e-12,1.61595289774966,5.75217881162195,0,1.55968616805961,0,289.149901329787,348.384701052215,337.316399480942,341.585468155432
"CoVIb",27499.0015444791,3.77853129590624,0.502066912933032,7.52595161834582,5.23377193301754e-14,1.04311982276113e-11,40842.4015141738,41095.0034749301,49865.4267214291,27014.9341954184,73956.5816336543,3215.34690278724,2839.43226664635,4751.87784983073,3910.0093414417
"CG32249",10380.6653494111,17.2432262415142,2.29284172804892,7.52046075861818,5.45835349759504e-14,1.0655033041059e-11,2318.08443182189,1110.17051064304,1192.63577064274,5.06898004619372,88799.1808449252,0,0,0,0.847606620733081
"Muc26B",5949.39803764375,12.6521487159001,1.68255700597456,7.51959587162505,5.49458149852519e-14,1.0655033041059e-11,12023.4975357064,12470.7236635964,9546.54266866771,30.0239587351474,19468.1294769545,0,1.29270761058336,2.67711428159478,1.69521324146616
"IP3K1",2644.15874088632,-2.18711902578406,0.290967582608457,-7.51671030214791,5.61716942823843e-14,1.07475175060295e-11,1211.96467331225,985.779643841713,1106.89071523705,1009.11695073457,1019.46036336286,3658.71008482624,4443.03605757501,4588.57387865345,5773.89630043375
"CR43614",120.038243140726,-9.08467351769301,1.21504158393142,-7.47684164709691,7.61300562808616e-14,1.43745566793469e-11,0,0,0,0.779843084029804,0,308.42656141844,337.396686362257,198.106456838014,235.634640563797
"CR44374",136.162224745243,-11.568277575017,1.54965903095599,-7.46504704836938,8.32698539369796e-14,1.55184727791644e-11,0,0,0,0,0,250.596581152482,291.505566186548,307.868142383399,375.489732984755
"CR44816",122.672353258253,-4.65935296419584,0.630305628053164,-7.39221221709104,1.44405802324369e-13,2.65669649148038e-11,0,0,0,7.79843084029804,13.9439867329267,289.149901329787,195.845203003379,366.764656578485,230.549000839398
"CG32040",239.017405063925,-5.14207804133135,0.696368750338378,-7.38413094905928,1.53452363404729e-13,2.75434284174586e-11,11.3116702842476,1.43804470290549,5.45650352581644,17.1565478486557,12.3946548737126,505.048494322695,418.837265829009,787.071598788865,392.441865399417
"snRNA:7SK",746.597567429781,-8.9051101034371,1.20599357650344,-7.3840443903987,1.53552214173985e-13,2.75434284174586e-11,0,2.87608940581098,0,6.62866621425333,0,1954.65333298936,1195.10818598432,1726.73871162863,1833.37312064566
"Sgs3",118150.913946842,15.805224884973,2.15100340783068,7.34783814262428,2.01438211676363e-13,3.56868930562446e-11,389693.505103922,319387.571448255,272245.227916078,2.72945079410431,82027.0512883005,0,1.29270761058336,0,0.847606620733081
"CR44083",135.84261115864,-4.00581268598213,0.546614873567025,-7.32840045101874,2.32915875750342e-13,4.07602782563099e-11,0,0,0,14.0371755125365,23.2399778882112,373.967205719858,313.481595566465,259.680085314693,238.177460425996
"CR44703",133.067193021075,-5.87025622893657,0.805110182223804,-7.29124579287057,3.07101901563695e-13,5.28949351968269e-11,0,0,0,5.45890158820862,4.64799557764223,165.779276762411,195.198849198087,339.993513762537,486.526200300789
"CR45149",185.562091782719,-7.33521800104907,1.00618316749454,-7.29014183303646,3.09628888957036e-13,5.28949351968269e-11,0,0,0,4.67905850417882,0,350.835213613475,358.726361936882,433.692513618354,522.125678371578
"CR43979",282.488111361644,-5.93717280386107,0.818724402159323,-7.25173549023607,4.11464854975862e-13,6.9464949045925e-11,4.03988224437416,0,0,5.45890158820862,15.4933185921408,744.079079421986,540.351781223844,602.350713358825,630.619325825412
"CR43430",705.106401376929,-10.2622615161815,1.41608630600276,-7.24691812404367,4.26361520228568e-13,7.11428815730226e-11,1.61595289774966,0,1.55900100737613,2.33952925208941,0,2895.3543453156,2705.63702895097,412.275599365596,327.176155602969
"CR45208",154.264841179167,-11.6919884064089,1.61655470028686,-7.23265869341391,4.73628677119994e-13,7.81215116858841e-11,21.0073876707456,11.5043576232439,12.472008059009,0,0,601.431794765958,341.274809194007,248.971628188314,151.721585111222
"Fbp2",167379.558829981,13.621715517865,1.89558619682473,7.18601746556423,6.67085145600616e-13,1.08780361811009e-10,628000.502864411,376994.923224297,312988.160242846,8.18835238231294,188394.880750784,0,5.81718424762512,13.3855714079739,10.171279448797
"CG7568",148.492982189602,-11.6862515916494,1.63087397565442,-7.16563742269543,7.74254442417084e-13,1.24837654479608e-10,0,0,0,0,0,493.482498269504,319.29877981409,334.639285199347,189.016276423477
"CG12934",4021.50498203952,12.3059574986288,1.71823356944487,7.1619817686397,7.95189996094427e-13,1.26788627155056e-10,3446.82753090003,3354.23926952705,2859.9873480315,49.5200358358925,26474.2081443205,0,4.52447663704176,0,4.23803310366541
"Jon66Cii",6516.64740952952,16.2598636952555,2.27901531838242,7.13460044085893,9.70687125205661e-13,1.53069892820893e-10,6689.23702023473,6653.11381799224,5572.64910086596,2.33952925208941,39731.8408636154,0,0.64635380529168,0,0
"CG7290",6237.88389494158,13.588939898922,1.90771219164956,7.12316037943432,1.05479959510605e-12,1.64525806410563e-10,7072.2178570014,7556.20589141689,5034.7937533212,3.89921542014902,36468.1733021809,0,1.29270761058336,2.67711428159478,1.69521324146616
"CG32198",9944.61327121968,15.1808787002265,2.13421733187514,7.11308940916924,1.13473714461748e-12,1.75091161561944e-10,2230.01499889453,1760.16671635632,1455.32744038561,30.8038018191772,84021.8160570386,0,0,0,3.39042648293233
"CR45140",76.3183389046424,-3.95649829185839,0.559149903472978,-7.07591697196743,1.48463735916827e-12,2.25864453325638e-10,0,0,0,12.4774893444769,8.52132522567742,181.200604833333,140.905129553586,195.429342556419,148.331158628289
"Lcp3",42257.9442370068,16.3398674065572,2.30954558455395,7.07492742980996,1.4952699000652e-12,2.25864453325638e-10,1476.98094854319,1023.88782846871,786.516008221255,0.779843084029804,377025.259944168,0,1.29270761058336,0,6.78085296586465
"CG33128",19035.6473505341,15.200598132194,2.16739598868404,7.01329992837315,2.32761728886006e-12,3.47930292657728e-10,21992.310961924,21601.5885046948,14943.0246557002,1.55968616805961,112777.415364052,0,3.2317690264584,0,1.69521324146616
"l(1)G0156",14193.9691441204,2.03937347920042,0.292632546457162,6.96905899186768,3.19067899819768e-12,4.7202313014574e-10,17777.9058045929,19015.2651065193,22088.7057730086,17882.1918383454,28443.4089373816,5651.91673799291,5703.42597789378,5584.46039140671,5598.441729942
"Sgs4",138827.324545292,16.0593640247614,2.30662749483994,6.96227026717017,3.34832345941162e-12,4.90290220842416e-10,414970.240330522,383318.724805324,376561.882822133,3.11937233611921,74590.2583640729,0,0,0,1.69521324146616
"CG31287",586.194772386934,-2.86083070301645,0.411285270431065,-6.9558306817505,3.50490613042601e-12,4.97974286847655e-10,92.9172916206056,78.3734363083491,116.925075553209,210.167711146032,110.002562004199,1044.79497680497,992.79944492802,1327.84868367101,1301.92376944601
"Lsp1alpha",102082.110673868,13.978136528544,2.00927507229977,6.95680582576727,3.48074174898226e-12,4.97974286847655e-10,5441.72138317199,4495.32774128256,2718.89775686396,7.40850929828313,905962.508684276,15.421328070922,1.29270761058336,80.3134284478433,16.1045257939285
"mir-4948",126.725505113942,-11.4663648385368,1.64805019727118,-6.95753373138918,3.46281056594429e-12,4.97974286847655e-10,0,0,0,0,0,146.502616673759,309.603472734715,278.419885285857,406.003571331146
"CR44108",186.708572921263,-12.0183533901303,1.72919368029714,-6.9502644654965,3.64602055974781e-12,5.12945049337069e-10,0,0,0,0,0,636.129782925532,448.569540872426,452.432313589517,143.245518903891
"Muc55B",5696.63000322971,10.0533466843096,1.44935361183734,6.93643469902768,4.0211899045856e-12,5.60233739134013e-10,7128.77620842263,7579.93362901483,5794.80674441706,67.8463483105929,30641.9108456064,7.710664035461,10.9880146899586,8.03134284478433,29.6662317256578
"CR44961",398.125395183601,-10.8921042208311,1.57147505290606,-6.93113403276035,4.17480261750655e-12,5.72812772001309e-10,19.3914347729959,5.75217881162195,0,0.779843084029804,0,697.81509520922,801.478718561683,843.290998702355,1214.62028751051
"CR45264",177.302802080053,-11.9434332851605,1.72329597663794,-6.93057573804675,4.19131296586324e-12,5.72812772001309e-10,0,0,0,0,0,701.670427226951,425.947157687217,291.805456693831,176.302177112481
"CR44509",131.033066054532,-10.1166289946882,1.46421975757522,-6.90922857880401,4.87296243422202e-12,6.59688782368736e-10,0,0,0,0.389921542014902,0,389.38853379078,208.772279109213,273.065656722667,307.681203326109
"CG11350",22219.5049653873,16.8526710283119,2.43963486312778,6.90786612497644,4.91997935153444e-12,6.59829006490834e-10,1094.8080882254,465.207461389926,511.352330419369,1.55968616805961,197900.031707062,0,2.58541522116672,0,0
"CG8870",80.2329394453356,-8.49885558101278,1.23234566683544,-6.8964867648191,5.33043289619124e-12,7.08256593151337e-10,0,0,0,0.779843084029804,0,235.17525308156,135.734299111253,192.752228274824,157.654831456353
"CR45145",430.486509303849,-7.78450637878964,1.13128159198783,-6.8811394386,5.93756957551476e-12,7.81689205583823e-10,14.543576079747,24.4467599493933,0,5.45890158820862,3.09866371842815,1129.61228119504,1209.32796970073,682.664141806668,805.226289696427
"LysS",1870.88352427746,11.4678973847006,1.66853403179571,6.8730377482074,6.28489262987912e-12,8.19892811261504e-10,1094.00011177652,1248.22280212196,784.177506710191,8.18835238231294,13692.994971734,3.8553320177305,1.29270761058336,2.67711428159478,2.54281986219924
"CG7017",6625.62826141351,9.65425828657304,1.40883341786637,6.85266133251869,7.24885605704939e-12,9.37126886654583e-10,12253.7708236357,11425.9841869356,8798.22218512717,93.1912485415615,26991.684985298,7.710664035461,9.04895327408352,37.4795999423269,13.5617059317293
"Lcp1",62135.5937383569,16.2709651845294,2.3816199622642,6.83188982387459,8.38032045326721e-12,1.07372855807486e-09,105108.848257678,94538.4968137097,90933.4107582347,5.84882313022353,268627.805746114,0,0,0,5.93324634513157
"CR45621",54.8020615181444,-5.21898435035031,0.766490979892918,-6.80893120370369,9.83264822330436e-12,1.24865930977361e-09,30.7031050572436,12.9424023261494,14.0310090663851,1.55968616805961,4.64799557764223,104.093964478723,109.880146899586,136.532828361334,78.8274157281766
"Lsp1gamma",107612.133052161,11.7832928193365,1.73252283589569,6.8012337703155,1.03726944483841e-11,1.3056856608273e-09,6492.09076670927,3624.59167367328,2576.24916468905,37.4324680334306,955237.45913472,61.685312283688,107.294731678419,157.949742614092,214.44447504547
"CG5084",4516.53169664544,11.5380135826459,1.69959395833873,6.78868827818363,1.13157637032482e-11,1.41201051427488e-09,6258.58557298444,6391.38968206344,4737.02456091236,10.9178031764172,23236.1045585631,0,5.17083044233344,5.35422856318955,4.23803310366541
"CR44138",461.775982800038,7.63135928247213,1.12837645845995,6.76313230859821,1.35039808719301e-11,1.67053556476032e-09,117.964561535725,281.856761769476,378.837244792399,146.610499797603,3197.82095741785,3.8553320177305,6.4635380529168,10.7084571263791,11.8664926902631
"adat",1263.42210681631,-6.00752462331603,0.889371739488983,-6.7547959492932,1.43036417096389e-11,1.75433554301981e-09,100.997056109354,13.6614246776021,26.5030171253941,57.7083882182055,28.6626393954604,1183.58692944326,2320.41016099713,3442.76896613088,4196.50037924949
