"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5SrRNA:CR33421",0.162294988172233,-0.90346227764276,4.06024140364257,-0.222514424101049,0.823913445900278,1
"5SrRNA:CR33422",0,NA,NA,NA,NA,NA
"5SrRNA:CR33423",0,NA,NA,NA,NA,NA
"5SrRNA:CR33424",0,NA,NA,NA,NA,NA
"5SrRNA:CR33425",0,NA,NA,NA,NA,NA
"5SrRNA:CR33426",0,NA,NA,NA,NA,NA
"5SrRNA:CR33427",0,NA,NA,NA,NA,NA
"5SrRNA:CR33428",0,NA,NA,NA,NA,NA
"5SrRNA:CR33429",0,NA,NA,NA,NA,NA
"5SrRNA:CR33430",0,NA,NA,NA,NA,NA
"5SrRNA:CR33431",0,NA,NA,NA,NA,NA
"5SrRNA:CR33432",0,NA,NA,NA,NA,NA
"5SrRNA:CR33433",0,NA,NA,NA,NA,NA
"5SrRNA:CR33434",0,NA,NA,NA,NA,NA
"5SrRNA:CR33435",0,NA,NA,NA,NA,NA
"5SrRNA:CR33436",0,NA,NA,NA,NA,NA
"5SrRNA:CR33437",0,NA,NA,NA,NA,NA
"5SrRNA:CR33438",0,NA,NA,NA,NA,NA
"5SrRNA:CR33439",0,NA,NA,NA,NA,NA
"5SrRNA:CR33440",0,NA,NA,NA,NA,NA
"5SrRNA:CR33441",0,NA,NA,NA,NA,NA
"5SrRNA:CR33442",0,NA,NA,NA,NA,NA
"5SrRNA:CR33443",0,NA,NA,NA,NA,NA
"5SrRNA:CR33444",0,NA,NA,NA,NA,NA
"5SrRNA:CR33445",0,NA,NA,NA,NA,NA
"5SrRNA:CR33446",0,NA,NA,NA,NA,NA
"5SrRNA:CR33447",0,NA,NA,NA,NA,NA
"5SrRNA:CR33448",0,NA,NA,NA,NA,NA
"5SrRNA:CR33449",0,NA,NA,NA,NA,NA
"5SrRNA:CR33450",0,NA,NA,NA,NA,NA
"5SrRNA:CR33451",0,NA,NA,NA,NA,NA
"5SrRNA:CR33452",0.329395756885458,0.310411596605092,4.03288107746122,0.0769701835097261,0.938647264692204,1
"7B2",1103.01182837859,0.327993817058957,0.348883114193559,0.940125227376258,0.347153330003334,1
"7SLRNA:CR32864",504.816137792452,1.20686811656442,0.540412738731687,2.23323402663834,0.0255335155399455,1
"7SLRNA:CR42652",94.9790001815334,1.03107675694691,0.551373752538691,1.87001421848524,0.0614818434121506,1
"825-Oak",5.06928617624425,0.297539107236337,1.15301526672687,0.258053050833385,0.796365964653587,1
"a",374.833292646412,0.495851440085797,0.252932955311925,1.96040662030101,0.0499482826827211,1
"a10",13.0178967694048,-0.0466308744552483,0.79383516031866,-0.058741256102249,0.953158198435578,1
"A16",99.594218398869,0.00959958795969389,0.425807948175074,0.0225444076392556,0.982013688816486,1
"A2bp1",4623.90541245123,-0.186919188991053,0.216757314674062,-0.862343166006295,0.388498705600348,1
"a5",10.5374394446029,-0.690808496643829,0.998273951818598,-0.692002927037567,0.48893549082785,1
"a6",154.681952155618,0.471510529089264,0.360439713537097,1.30815365616124,0.19082119737472,1
"Aac11",1707.37342186406,-0.212734408847005,0.249346243503337,-0.853168693693027,0.39356576161753,1
"AANATL2",104.891846865625,0.235818778618017,0.359482986861342,0.655994267425444,0.511827812673173,1
"Aatf",75.4898099731702,0.0727145418401948,0.349838013978168,0.207852031325368,0.835344504561577,1
"Aats-ala",138.515584639912,0.343244644781954,0.269722501285599,1.27258439005245,0.203165560692198,1
"Aats-ala-m",137.372888517715,-0.231905599736674,0.319448360632445,-0.725956455927796,0.467865465119162,1
"Aats-arg",49.8364929917786,-0.108949808842722,0.421140614630245,-0.25870173775184,0.795865378666544,1
"Aats-asn",144.014386405607,0.0905695253740726,0.29040852757715,0.311869372878563,0.755139799337218,1
"Aats-asp",112.407151328808,0.381606628596418,0.314135052034009,1.21478525279345,0.224448006875819,1
"Aats-cys",99.0340287246963,0.217034814928118,0.316733537608977,0.685228399134851,0.493199805826996,1
"Aats-gln",105.603211385284,0.517453224345528,0.282489600873958,1.8317602585888,0.0669871465541143,1
"Aats-glupro",293.897344380715,-0.0253975396952172,0.235215184031294,-0.107975766104616,0.914014915648203,1
"Aats-gly",135.23070495091,0.589486627988433,0.327287895720044,1.80112566244328,0.0716830757557994,1
"Aats-his",125.742999358154,-0.0757546883328185,0.266753675706236,-0.283987420725343,0.776420020757535,1
"Aats-ile",185.180425256491,-0.299919912451243,0.357899226061389,-0.838001008696785,0.402030136985279,1
"Aats-leu",167.772447297475,-0.132158702816751,0.223010486533164,-0.592612055474339,0.553440809248801,1
"Aats-lys",262.344737905827,0.560914941906816,0.427380988956419,1.31244710551225,0.189369321962656,1
"Aats-met",104.571543722549,-0.140702789282901,0.319011497460462,-0.441058677831321,0.659170517680068,1
"Aats-phe",115.937284388042,0.324067976976276,0.309805108671952,1.04603819596605,0.295543397830705,1
"Aats-pro",31.6212251145458,0.0675659222504438,0.509488756138546,0.132615139071039,0.894497758929494,1
"Aats-ser",93.8104456439754,-0.484897948079542,0.448593677653666,-1.08092907286559,0.279728665083752,1
"Aats-thr",341.411589083783,0.0510452781028216,0.218876090463034,0.23321541423202,0.815594137005102,1
"Aats-trp",99.3829033362178,0.325618533990007,0.292113124923969,1.11470011515148,0.264978951667704,1
"Aats-tyr",147.706824445649,0.426431261467231,0.357971990619383,1.19124197602554,0.233558605226851,1
"Aats-tyr-m",50.8936016261089,0.452039144052822,0.439690590028652,1.0280846447575,0.303910012985562,1
"Aats-val",209.851421101924,-0.189787190375876,0.278725006731291,-0.680911959072417,0.495927200445659,1
"aay",372.321514847397,0.261409647981133,0.256818464295144,1.0178771557512,0.308736339176351,1
"ab",1303.16033980301,-0.0468965683300841,0.259006530256865,-0.181063266179333,0.856317917328414,1
"ABCB7",203.030809802961,0.179337866303044,0.345042678335829,0.519755605793482,0.603233925018733,1
"abd-A",61.2678059568109,-0.263119259834551,0.925388842492623,-0.284333728431191,0.776154640765845,1
"Abd-B",98.0198033214088,-0.234232575084445,1.37901691511063,-0.16985475124912,0.865124367201217,1
"Abi",497.656739707481,0.34095203214449,0.31786027919788,1.07264749469447,0.283429306460306,1
"Abl",2375.07580963931,-0.00858552091391359,0.264994123144987,-0.0323989106325055,0.974153931222692,1
"abo",31.9911955183506,-0.669395773675855,0.899617162840153,-0.744089598693879,0.456822271465341,1
"Abp1",240.469824268925,-0.0551263213691982,0.255773074121412,-0.215528243379639,0.829355494409129,1
"abs",169.922534746483,0.631949089271469,0.397528592209348,1.58969468273786,0.111903642824888,1
"ac",8.81395696013005,-1.04468599460089,1.00303623695319,-1.04152368191025,0.29763256802588,1
"Ac13E",574.89295716359,0.0641254010222561,0.216110627655089,0.296724884463339,0.766676557147996,1
"Ac3",1243.14914575805,0.0310127585844608,0.250873738252078,0.12361899177067,0.901616954570835,1
"Ac76E",716.790114580045,0.157258277672675,0.277567260197607,0.56655917402045,0.571013719015793,1
"Ac78C",261.682140778385,0.222554912885322,0.233607916309986,0.952685664085131,0.340749359059065,1
"Acam",0,NA,NA,NA,NA,NA
"ACC",2099.99799358808,0.0999710841378248,0.292452403339162,0.341837109206064,0.732473480915558,1
"AcCoAS",2285.01033529619,-0.0135905212657152,0.298431660130743,-0.0455398105541523,0.963677043565255,1
"Ace",10287.4907119175,-0.111183645951004,0.183748323606574,-0.605086586743835,0.545121466115788,1
"Acer",680.520775582703,3.21375170520351,1.19869846383825,2.68103430692072,NA,NA
"Acf1",520.526928769997,-0.0397327709272762,0.217116168284323,-0.183002358789072,0.854796167827863,1
"achi",43.7914214748247,-0.0708417137759531,0.502214920138202,-0.141058560658569,0.887823680053983,1
"acj6",647.91417507659,-0.537852399715259,0.333985316425894,-1.61040732410342,0.107308962715418,1
"Ack",435.97837219399,-0.0694030659285855,0.182151692557004,-0.381017957913654,0.703189923355413,1
"Ack-like",849.671392897264,-0.125876955761899,0.232557063971555,-0.541273413123652,0.588319143003981,1
"Acn",1689.77704608482,0.284118099504967,0.357701045703049,0.794289261711671,0.427027053988291,1
"Acon",2167.82658760628,0.0895529365265998,0.381992789224721,0.234436196317614,0.814646360878347,1
"Acox57D-d",42.8248539380854,-0.325091256028107,0.596370325502763,-0.545116418651518,0.58567345114038,1
"Acox57D-p",59.7789001049571,-0.185104905537373,0.55873044428387,-0.331295542297902,0.740421258106321,1
"Acp1",16.7272603967746,1.39576395554759,0.748505986289458,1.86473318999993,0.0622188121022912,1
"Acp24A4",4.807142866621,0.0570652495575653,1.31759090425766,0.0433102940929272,0.965454185423975,1
"Acp26Aa",9.88924371686119,-0.199720993774048,1.28429254656104,-0.155510513791304,0.876418865966816,1
"Acp26Ab",4.83794012970614,-0.933376166808308,1.42100674619578,-0.656841474755187,0.511282852963041,1
"Acp29AB",7.84362259478149,-0.139428941563518,1.12570512034424,-0.123859205260505,0.901426753642363,1
"Acp32CD",45.4414579690827,-0.788921423368599,0.809513950118552,-0.974561863020474,0.329777638730412,1
"Acp33A",3.26150581412428,0.592195013115618,1.59111786722601,0.372188022844633,0.709752862969019,1
"Acp36DE",31.8877376283512,-0.744187161701901,1.00087861392656,-0.743533882477887,0.457158515923661,1
"Acp53C14a",9.05546546393893,-0.806129632187944,1.12099218159911,-0.719121547340315,0.472066032086979,1
"Acp53C14b",10.5505342441037,-0.730517324810626,0.976819408742004,-0.747852999513413,0.4545488298397,1
"Acp53C14c",11.2970879841968,-0.566815812420717,0.866520884070109,-0.654128276468471,0.51302916538976,1
"Acp53Ea",6.77689766258655,-1.02965080933244,1.07709918737163,-0.955947995694827,0.339098508807299,1
"Acp54A1",5.42433767184055,0.257620210043729,1.47883721152695,0.17420457643051,0.861704689060313,1
"Acp62F",6.14116262137808,-0.013800359818184,1.22560377397654,-0.0112600500351006,0.991015969769152,1
"Acp63F",6.02053349716907,-0.371178278040378,1.27282307203964,-0.291618125247826,0.770578615577181,1
"Acp65Aa",8.22516941046278,-0.853001140248654,1.04637217767805,-0.815198605663909,0.414958635880687,1
"Acp76A",10.6660462917709,-0.289720900470251,1.13485543834867,-0.255293221215756,0.798496635212577,1
"Acp95EF",3.18400290143015,0.039209207577899,1.76338208580719,0.0222352307497504,0.982260314457239,1
"Acp98AB",1.98017742777299,-1.20857371634847,1.98602830643126,-0.608538011484933,0.542830703310547,1
"Acph-1",67.9476479143171,0.139654836691068,0.299945017316992,0.465601455694382,0.641500800810233,1
"Acsl",1359.26742934411,0.0246784190223879,0.246795804137392,0.0999952941203543,0.920348061468648,1
"Act42A",199.963742144501,0.329730636231822,0.38068163644845,0.866158502700647,0.386403246526366,1
"Act57B",654.989455265009,1.1908532020177,1.15956913567694,1.02697904366219,0.304430332070607,1
"Act5C",6369.48417181673,0.294255877696318,0.208293977496298,1.41269508237005,0.157745398133524,1
"Act79B",345.742024309753,1.23876601594228,0.376556063445379,3.2897253190081,0.00100285228393724,1
"Act87E",190.035159792048,0.830463067881163,1.06988478408921,0.776217290152539,0.437620698871362,1
"Act88F",37.6259767465278,0.380079339335968,0.497011155276035,0.764729997106154,0.44443233991862,1
"Actbeta",732.111123700206,-0.103093612741205,0.237158024772035,-0.434704298285087,0.663777078056289,1
"Actn",384.136584524564,0.0990495120212617,0.283242676622629,0.349698404217623,0.72656505140392,1
"Actn3",23.3265185193684,0.349263266917858,0.691460879445137,0.50510922208372,0.613482124461628,1
"ACXA",46.1368625734746,-0.100125871160066,0.938818714814608,-0.106650910958713,0.915065927773102,1
"ACXB",36.3565077651822,-0.494252275469378,0.946366855757377,-0.522262875609509,0.601487313596763,1
"ACXC",40.9354919347003,-0.466133974344049,0.974806945847576,-0.478180809369136,0.632521520149555,1
"ACXD",91.984152340375,0.00844850955842024,0.430090393235705,0.0196435672391086,0.98432770889777,1
"ACXE",38.1178649271073,-0.484570250874547,0.98040999123252,-0.494252664913554,0.621127750195404,1
"Acyp",8.53584475374519,-0.941472920238539,1.20300584394363,-0.782600454501747,0.433861774519887,1
"Acyp2",49.0110951642317,-0.228643960528714,0.381380109160018,-0.59951726646756,0.548827999462577,1
"Ada",15.4517560979998,-0.603775135813684,0.923052065323797,-0.654107345073635,0.513042649659064,1
"Ada1-1",1.28159208449027,0.729742770105741,2.58513991216046,0.282283665449998,0.777726009575226,1
"Ada1-2",16.0753052483182,-0.40414123353385,0.806643494006014,-0.501015921577416,0.616359917702701,1
"Ada2a",37.58626245098,-0.0931337308689006,0.529289405792284,-0.175959937700794,0.860325416386484,1
"Ada2b",182.7756122279,0.115030308391841,0.207492981972614,0.554381682205631,0.579317659619235,1
"Adam",256.857026062926,-0.287426113698194,0.254789790863782,-1.12809117164298,0.259281417180965,1
"AdamTS-A",184.044176173899,0.477328636174291,0.458133242152037,1.04189915128639,0.297458437664311,1
"Adar",1681.82195995268,-0.109490333905389,0.230502736138091,-0.475006656058932,0.634782229085817,1
"adat",56.1119879696387,-0.106141057304759,0.576069623646759,-0.184250397778037,0.853817024483633,1
"ADD1",593.823346641369,0.0802104490150068,0.245087847551035,0.327272240612846,0.743461986183059,1
"ade2",128.829594874775,-0.379469825710723,0.456942384881335,-0.83045442547263,0.40628190496466,1
"ade3",120.985197907259,0.00489024394169607,0.388405410860407,0.0125905659523719,0.989954447222974,1
"ade5",140.0584161702,-0.0437789629899671,0.37239231203671,-0.117561403860699,0.906415188068892,1
"AdenoK",185.22758751703,-0.257352088269136,0.354632397962711,-0.725686907760177,0.468030729614573,1
"Adf1",237.595123516457,0.211764938875207,0.296607943795598,0.71395572271369,0.47525455905638,1
"Adgf-A",34.7900392117861,-0.465859593285707,0.888303370689646,-0.5244374936054,0.5999742842796,1
"Adgf-B",27.4075821259323,-0.633847293146315,0.942516097791347,-0.672505535588884,0.501261917250942,1
"Adgf-C",55.3100980652404,0.250110060474707,0.41983806590456,0.595729832014715,0.551355725690068,1
"Adgf-D",317.804804359783,0.877976128884656,0.450816163659144,1.94752584237082,0.0514717246525145,1
"Adgf-E",22.4821549319105,-0.773757279785048,0.970779284938305,-0.797047580011168,0.425423398673526,1
"Adh",99.5190119222712,0.499900563362057,0.507219280849977,0.985570900468027,0.324343723487514,1
"Adhr",0,NA,NA,NA,NA,NA
"AdipoR",739.699199549748,-0.151210119941199,0.201251840692252,-0.751347761198493,0.452443392421285,1
"Adk1",278.016597279121,-0.00208591824368246,0.275345161172207,-0.00757564881402757,0.993955564588761,1
"Adk2",318.693852297947,-0.057537250023734,0.269938394464473,-0.213149560061218,0.831210309383995,1
"Adk3",58.5576398639279,0.0594560790415345,0.434014763566669,0.136990913748955,0.891037977178085,1
"AdoR",150.466128401207,-0.12626419815899,0.282083319189263,-0.447613132608785,0.65443242365906,1
"adp",177.462451641875,-0.0478473748304838,0.237009542115572,-0.201879529420601,0.840010905738221,1
"AdSL",62.7638159101232,-0.00856738895628501,0.448532323967554,-0.0191009398843343,0.984760581648329,1
"AdSS",357.127510713462,0.146706544439162,0.280304266938666,0.523383200838906,0.600707612255744,1
"Ady43A",221.802443274913,0.0312834172966244,0.249524674806252,0.12537203914168,0.900229022968512,1
"Aef1",886.430768447852,0.0255101081499036,0.218135311849753,0.116946256585337,0.906902642159419,1
"aft",82.1579629110701,0.000982157365062827,0.33069938651548,0.00296994008791986,0.997630334140963,1
"Afti",684.908076868189,-0.0291648408642285,0.237679249492368,-0.122706718935365,0.902339343137851,1
"Ag5r",128.250050567022,3.69465098512503,1.2596469328245,2.93308457223051,NA,NA
"Ag5r2",10.6200935371983,-0.847793326020072,1.00658764704152,-0.842244913805405,0.399650878226885,1
"AGBE",157.369723371003,0.225982641338936,0.259865521547988,0.869613790982288,0.384511498590695,1
"ago",479.61836448495,0.172513039800931,0.239148319357905,0.721364215580172,0.470685457226714,1
"AGO1",6132.55402713013,-0.305597579382169,0.186163448625268,-1.64155521204011,0.100682216010129,1
"AGO2",1198.50133313599,-0.11775758416451,0.248590748762975,-0.473700589223409,0.635713433108527,1
"AGO3",37.6808805661036,-0.109619029835969,0.930845188040417,-0.117762901118644,0.906255525566443,1
"agt",16.1086848311213,-0.695866948618131,0.83228141167135,-0.83609574701509,0.403101040794564,1
"Ahcy13",65.0806712596434,0.132098117330953,0.415773327799408,0.317716670355257,0.750699864831435,1
"Ahcy89E",48.1503560988935,0.109196070085033,0.581438769499458,0.187803214737533,0.851030915614435,1
"AIF",242.949558804829,-0.0894280761807117,0.206038412566552,-0.434035940515829,0.664262342285374,1
"Ak6",14.2190749367749,-0.931792254066559,0.902570876012911,-1.03237571566981,0.301896143650182,1
"Akap200",1469.51259123284,-0.0680070315551717,0.206281448864114,-0.329680792575637,0.741641168380277,1
"Akh",128.362936948625,0.448816691947192,1.65654905427166,0.270934742795482,0.786441223144426,1
"AkhR",57.531186224886,-0.412963771550064,0.591227976324369,-0.698484828335487,0.484874042684021,1
"akirin",534.655983759794,0.227533866809435,0.31307571684738,0.726769450855733,0.467367200183371,1
"Akt1",518.197623238446,-0.103724064666471,0.216656212965053,-0.478749550945036,0.632116810323594,1
"al",43.706403796617,-0.391891080214149,0.968434625131286,-0.4046644657723,0.685724165315664,1
"Alas",486.497563510638,0.490239922646488,0.40358998306456,1.21469794399745,0.224481316996856,1
"alc",287.418618198305,0.0963927674515061,0.36714312773496,0.262548200333173,0.792898829734641,1
"ald",52.6786975513026,-0.174468615749503,0.460674221450493,-0.37872450340322,0.704892455406244,1
"Ald",5310.15135412482,-0.00028666165485585,0.204826985859091,-0.00139953069979293,0.998883336426798,1
"Aldh",504.983917952841,-0.0108353612934871,0.310191953390585,-0.0349311488420317,0.972134642578973,1
"Aldh-III",371.831104429146,-0.0327782904269247,0.195043697370298,-0.168056137516168,0.866539115684751,1
"Alg-2",95.9204806118539,0.100925713898282,0.365226494295627,0.27633732895782,0.782288987328203,1
"Alg10",39.1690854156267,0.384410640420376,0.437132729855261,0.879391118911775,0.379189245817424,1
"Alh",2139.03015840207,0.0238876726251397,0.262900360372379,0.0908620763824914,0.927602184161818,1
"alien",147.212934716749,-0.0884930130636331,0.22346859644924,-0.395997533746241,0.692106847612651,1
"ALiX",327.507719817226,-0.238335926458522,0.253037475467986,-0.941899716702933,0.34624398519141,1
"Alk",3783.44750509463,0.0665533275602504,0.285349399973923,0.233234510275236,0.815579309367306,1
"AlkB",35.5973888427838,0.807192986609472,0.656650835256947,1.22925753424743,0.218975263589673,1
"alph",971.763394132932,-0.214257001780264,0.176439204737727,-1.21433896791109,0.224618310963319,1
"alpha-Cat",847.279146991752,0.000981382160729707,0.234117239404056,0.00419184064884675,0.996655404859883,1
"alpha-catenin-related",374.259882899607,-0.0373965015570774,0.276095535373516,-0.135447686636749,0.89225792300351,1
"alpha-Est1",38.3747964852188,-0.37655664630373,0.687793899615854,-0.547484713827854,0.584045769508755,1
"alpha-Est10",42.7294790479488,-0.444200041114752,0.958731694506292,-0.463320492751099,0.643134658952448,1
"alpha-Est2",39.8329047730462,-0.265350808722973,0.540730920919093,-0.490726160567902,0.623620141103872,1
"alpha-Est3",49.7830404317655,0.538178795770632,0.51301998307502,1.04904060957784,0.294159428376627,1
"alpha-Est4",25.5436311517926,-0.815621107958435,0.881920935329198,-0.924823388679377,0.355057782470147,1
"alpha-Est4aPsi",20.3879905151953,-0.663783593116933,0.900533721618607,-0.737100207556756,0.461061412958157,1
"alpha-Est5",31.7468067372559,-0.512328691955092,0.995219370348617,-0.514789710911301,0.60669997604316,1
