"ctrl_1"	"ctrl_2"	"ctrl_3"	"hot_1"	"hot_2"	"hot_3"	"cold_1"	"cold_2"
"snRNA:U1:95Cb"	0	0	0	0	0	0	0	0
"snRNA:U1:21D"	0	0	0	0	0	0	0	0
"CR45261"	16.9493597578469	20.8511369774928	32.6962819647366	0	0	0	2.76909753737722	0
"CR44061"	14.1244664648724	14.7184496311714	0	0	0	0	1.38454876868861	0
"GluRIIC"	128.250155501041	193.792920143756	163.481409823683	38.4069216503824	24.733493591014	7.54790110293013	38.7673655232811	11.3443689481059
"CG4341"	205.652231728542	337.297804047677	417.785825104968	64.0115360839707	49.0547622888445	86.8008626836965	56.766499516233	65.2301214516088
"CR44801"	80.79194817907	158.223333535092	159.848489605379	0	0.824449786367135	0	13.8454876868861	3.78145631603529
"IA-2"	5724.36376888348	3668.57357056946	3959.88303795143	4278.60637954211	3318.41039012772	4953.3100987979	3609.5186399712	5565.35833312494
"CG4375"	24.8590609781754	51.5145737090997	32.6962819647366	3.38884602797492	0	0	4.15364630606583	3.78145631603529
"CG4415"	38.4185487844529	80.9514729714425	98.0888458942098	3.38884602797492	3.29779914546854	0	4.15364630606583	0.945364079008823
"S"	1739.00431115509	1531.94529911109	1296.95251793455	2322.86568295303	2254.45794082093	2153.03878961082	2038.05578750963	1949.34073091619
"ast"	233.901164658287	295.595530092691	261.570255717893	239.101914196008	190.860125543992	194.358453400451	224.296900527555	157.875801194473
"Atg4a"	438.423439069639	473.443463136012	523.140511435786	407.414600252096	476.11975162702	454.76104145154	487.361166578391	441.48502489712
"CG4629"	227.121420755148	212.19098218272	290.633617464325	128.023072167941	108.415146907278	103.783640165289	114.917547801155	138.023155535288
"mtRNApol"	642.380734822396	635.346409078897	544.93803274561	636.349976364179	679.758848859703	632.136717370398	577.35683654315	658.918763069149
"CG14339"	102.826115864271	147.184496311714	181.646010915203	18.8269223776384	0.412224893183567	0	4.15364630606583	0
"CG14340"	35.0286768328835	68.6860982787997	69.0254841477773	0	2.06112446591784	0	11.0763901495089	0
"Pino"	4419.26306752927	3825.57036663529	3414.94500520582	4352.0313768149	4107.40883568106	4081.52752140947	4791.92328843128	5552.12323601882
"CG4552"	598.877378110589	575.246073084947	323.329899429062	700.36151244815	724.279137323528	634.023692646131	808.576480914148	821.521384658667
"Iris"	328.252600643634	367.961240779284	417.785825104968	309.891142335929	250.220510162425	279.272340808415	322.599863104446	343.167160680203
"CG4577"	505.655899442431	361.828553432962	406.887064450056	355.075756042261	318.649842430898	418.908511212622	383.520008926745	464.173762793332
"CR45717"	6.77974390313874	11.0388372233785	18.1646010915203	0	0	0	0	0
"MFS3"	70.6223323243619	126.333359334221	134.41804807725	13.5553841118997	22.6723691250962	16.9827774815928	24.921877836395	14.1804611851323
"CG4749"	89.2666280579935	110.388372233785	134.41804807725	90.7457658602172	72.1393563071243	96.2357390623591	142.608523174927	57.6672088195382
"Tfb4"	112.995731718979	163.129483412149	112.620526767426	128.399610615494	199.516848300847	158.505923161533	179.991339929519	139.913883693306
"Vps29"	279.099457345878	402.304289918684	323.329899429062	417.58113833602	427.477214231359	333.994623804658	413.980081837894	446.211845292164
"capt"	1140.69191170309	1035.19762405905	1144.36986876578	1784.79224140012	1909.0134803331	1600.15503382119	1781.91426530224	1764.99473550947
"CR43767"	39.5485061016427	33.1165116701356	18.1646010915203	0	0	0	6.92274384344305	0
"Tango14"	338.422216498342	321.352816947241	377.823702703623	522.635365203243	635.650785289061	401.925733731029	490.130264115768	381.927087919564
"CG5080"	605.092143355133	609.589122224347	490.444229471049	544.851133608856	490.547622888445	449.100115624343	672.890701582664	817.739928342632
"IntS14"	180.793170750367	269.838243238142	257.937335499589	258.681913468752	277.015128219357	243.419810569497	251.987875901327	206.089369223923
"CG14341"	98.3062865955118	160.676408473621	141.683888513859	137.813071804313	187.562326398523	169.827774815928	156.454010861813	181.509903169694
"Plap"	609.046993965297	635.346409078897	810.141208681807	877.711121245504	971.614073233668	645.345544300526	758.732725241358	916.057792559549
"CG31922"	62.7126311040334	52.741111178364	69.0254841477773	54.9746133427042	57.7114850456994	33.9655549631856	24.921877836395	44.4321117134147
"CG5118"	347.461875035861	234.268656629477	319.696979210758	309.514603888376	452.622932715557	445.326165072878	416.749179375271	459.446942398288
"CG4887"	979.672994003549	921.129639417474	1137.10402832917	1087.4430365324	1261.40817314172	1324.65664356424	1316.70587902287	1520.14543904619
"CG4896"	374.015871989821	404.757364857212	319.696979210758	358.841140517789	384.605825340268	339.655549631856	358.59813109035	348.839345154256
"CG5126"	64.972545738413	99.3495350104066	152.582649168771	26.7342297762466	73.7882558798586	18.8697527573253	66.4583408970532	55.7764806615205
"Tgt"	111.865774401789	133.692584149806	138.050968295555	150.238840573555	123.66746795507	145.297096231405	99.6875113455799	138.023155535288
"CG5001"	470.062243950953	469.763850728219	254.304415281285	377.291524447874	302.573071596738	494.387522241923	402.903691688385	458.501578319279
"CG5139"	22.0341676852009	33.1165116701356	36.3292021830407	0	0.412224893183567	0	5.53819507475444	0
"CG43348"	36.7236128086682	24.5307493852856	54.493803274561	21.4626915105078	47.4058627161102	30.1916044117205	38.7673655232811	100.208592374935
"CG43349"	1156.51131414375	1319.75431692836	1118.93942723765	1530.628789302	1432.4815038129	1560.5285530308	2267.89088311194	3371.16830574546
"CG5011"	226.556442096553	236.721731568006	239.772734408068	274.119989818416	208.173571057701	303.803019392938	232.604193139686	380.036359761547
"CG14342"	22.0341676852009	53.9676486476283	14.5316808732163	10.1665380839248	4.94669871820281	9.43487637866266	6.92274384344305	1.89072815801765
"CR45346"	6.21476524454385	29.4368992623427	18.1646010915203	0	0	0	0	0
"CR43263"	20.3392317094162	18.3980620389642	87.1900852392976	0	1.2366746795507	0	0	0
"CG42329"	130.510070135421	153.317183658035	188.911851351812	17.3207685874274	13.6034214750577	9.43487637866266	26.3064266050836	103.044684611962
"CG5397"	270.624777466955	278.424005522991	203.443532225028	76.437304853212	123.66746795507	147.184071507138	167.530401011322	163.547985668526
"robo3"	263.845033563816	413.343127142062	395.988303795143	110.325765132961	67.1926575889215	28.304629135988	77.5347310465621	102.099320532953
"a5"	41.2434420774274	69.9126357480639	69.0254841477773	30.876152699327	12.366746795507	15.0958022058603	15.2300364555747	16.07118934315
"CG5440"	44.0683353704018	56.4207235861569	87.1900852392976	2.25923068531661	0	0	0	2.83609223702647
"CG33923"	11.2995731718979	12.2653746926428	14.5316808732163	3.38884602797492	0	0	2.76909753737722	0
"CG33922"	19.2092743922264	22.077674446757	3.63292021830407	6.0246151608443	0	0	0	0
"Cdlc2"	18.0793170750367	28.2103617930784	90.8230054576017	0	0	0	0	0.945364079008823
"CR45005"	11.2995731718979	6.1326873463214	50.8608830562569	0	0	0	0	0
"CR45006"	16.9493597578469	20.8511369774928	21.7975213098244	0	0	0	4.15364630606583	0
"CG5556"	40.1134847602376	78.4983980329139	43.5950426196488	4.14192292308045	0	0	9.69184138082027	0
"CG5561"	37.2885914672631	53.9676486476283	25.4304415281285	11.2961534265831	7.00782318412064	3.77395055146506	15.2300364555747	3.78145631603529
"CG31924"	16.384381099252	33.1165116701356	36.3292021830407	2.63576913286938	1.64889957273427	1.88697527573253	5.53819507475444	0
"CG5565"	23.1641250023907	38.0226615471927	61.7596437111691	14.3084610070052	4.53447382501924	0	2.76909753737722	0
"CG31659"	35.5936554914784	20.8511369774928	36.3292021830407	6.0246151608443	14.0156463682413	16.9827774815928	2.76909753737722	15.1258252641412
"NLaz"	884.191600701011	782.53090539061	748.381564970638	663.460744587978	598.962769795723	745.35523391435	804.422834608082	947.25480716684
"CG14346"	29.9438689055295	60.1003359939497	43.5950426196488	1.50615379021107	4.12224893183567	0	4.15364630606583	0
"CR44898"	2.25991463437958	0	0	0	0	0	0	0
"lea"	218.646740876225	358.14894102517	265.203175936197	152.874609706424	75.4371554525928	81.1399368564989	89.9956699647596	99.2632282959264
"CR44897"	44.0683353704018	49.0614987705712	61.7596437111691	0	0	0	4.15364630606583	1.89072815801765
"CG43401"	14.1244664648724	34.3430491393998	43.5950426196488	0	0	0	4.15364630606583	0
"snRNA:U3:22A"	15.2544237820622	14.7184496311714	18.1646010915203	0.376538447552769	0	0	0	0
"CG43402"	370.626000038251	387.585840287512	374.190782485319	118.986149426675	164.06550748706	245.306785845229	355.829033552973	503.879054111702
"CG31928"	124.295304890877	224.456356875363	363.292021830407	666.4730521684	704.080117557533	349.090426010518	739.349042479717	470.791311346394
