"ctrl_1"	"ctrl_2"	"ctrl_3"	"hot_1"	"hot_2"	"hot_3"	"cold_1"	"cold_2"
"Su(var)205"	1170.63578060862	1051.14261115949	1209.76243269525	1661.66416905037	2079.26236121791	1626.57268768144	1759.76148500322	1610.90039063103
"Ssb-c31a"	389.835274430478	366.73470331002	435.950426196488	556.523825482992	558.564730263734	550.996780513899	467.97748381675	546.4204376671
"CG8372"	272.884692101335	312.767054662391	247.038574844677	383.316139608719	393.262548097123	317.011846323065	393.211850307565	334.658883969123
"CG8360"	324.862728692065	403.530827387948	283.367777027717	213.49729976242	279.076252685275	300.029068841473	361.367228627727	446.211845292164
"CG8353"	61.5826737868436	78.4983980329139	58.1267234928651	33.1353833846436	84.5061031026313	24.5306785845229	49.8437556727899	99.2632282959264
"CG8349"	36.7236128086682	65.0064858710068	69.0254841477773	7.1542305035026	0	0	0	0
"CG8292"	33.3337408570988	65.0064858710068	10.8987606549122	7.1542305035026	8.65672275685491	1.88697527573253	1.38454876868861	0.945364079008823
"Snx6"	903.400875093238	716.297882050339	741.11572453403	1186.47264823877	1195.86441512553	1251.06460781067	1103.48536864482	1100.40378796627
"Pvr"	972.89325010041	1026.6118617742	1155.26862942069	780.940740224442	785.700646407879	1515.24114641322	963.645943007272	1167.5246375759
"Spn28F"	39.5485061016427	47.8349613013069	90.8230054576017	0	0	0	6.92274384344305	0
"CR43262"	10.1696158547081	29.4368992623427	3.63292021830407	0	0.412224893183567	0	1.38454876868861	0
"CG14277"	190.39780794648	175.394858104792	181.646010915203	149.485763678449	96.4606250049547	141.52314567994	229.835095602309	204.198641065906
"CG43057"	27.118975612555	44.1553488935141	43.5950426196488	6.77769205594984	0	0	4.15364630606583	0
"CG8086"	1110.74804279756	926.035789294531	1053.54686330818	804.286123972714	854.129978676351	1020.8536241713	1034.25793021039	1155.23490454878
"Btk29A"	1550.86641784299	1419.10385193877	1391.40844361046	2221.95337900889	2401.21000279428	2037.93329779113	1902.37000817815	1571.19509931266
"mir-2b-1"	0	0	0	0	0	0	0	0
"CR43752"	6.77974390313874	18.3980620389642	10.8987606549122	0	0	0	0	0
"wol"	201.132402459783	181.527545451113	79.9242448026895	137.436533356761	181.791177893953	217.002156709241	148.146718249681	136.13242737727
"Scgalpha"	60.4527164696538	79.7249355021782	90.8230054576017	19.579999272744	9.89339743640562	18.8697527573253	12.4609389181975	14.1804611851323
"CG7840"	594.922527500425	534.770336599226	515.874670999178	996.697270672179	1105.58716351833	769.885912498873	919.340382409237	792.215098209393
"Ostgamma"	321.472856740496	226.909431813892	247.038574844677	314.786142154115	403.155945533529	317.011846323065	278.29430250641	384.763180156591
"CG7818"	163.278832333925	190.113307735963	101.721766112514	176.219993454696	189.623450864441	150.958022058603	175.837693623453	138.968519614297
"CG7810"	115.255646353359	98.1229975411424	221.608133316548	107.689996000092	132.736415605109	111.331541268219	124.609389181975	86.0281311898029
"CG7806"	616.391716527031	607.136047285818	650.292719076428	744.416510811824	686.766672043823	696.293876745304	607.8169094543	553.037986220161
"mtsh"	84.7467987892343	147.184496311714	148.949728950467	11.6726918741358	2.4733493591014	5.6609258271976	8.30729261213166	1.89072815801765
"CG7787"	89.2666280579935	153.317183658035	130.785127858946	174.713839664485	176.432254282567	201.906354503381	109.3793527264	110.607597244032
"CG7781"	350.85174698743	251.440181199177	341.494500520582	173.960762769379	177.668928962118	201.906354503381	249.21877836395	380.036359761547
"CG14275"	82.4868841548547	39.2491990164569	90.8230054576017	15.4380763496635	33.8024412410525	47.1743818933133	42.9210118293469	33.0877427653088
"CG14274"	62.1476524454385	106.708759825992	192.544771570116	42.1723061259101	23.9090438046469	47.1743818933133	19.3836827616405	36.8691990813441
"CG14273"	19.7742530508213	55.1941861168926	43.5950426196488	3.38884602797492	1.2366746795507	1.88697527573253	4.15364630606583	6.61754855306176
"CR45371"	49.7181219563508	80.9514729714425	105.354686330818	6.40115360839707	2.88557425228497	0	6.92274384344305	0
"CG7778"	467.802329316573	367.961240779284	399.621224013447	242.867298671536	229.197040610063	358.525302389181	426.441020756092	449.9933016082
"Mur29B"	606.222100672323	242.854418914327	515.874670999178	536.190749315143	993.461992572397	354.751351837716	1071.64074696498	1983.37383776051
"CG7627"	2190.42225937241	1861.88387834318	1969.0427583208	3438.17256460433	3371.17517645521	2838.01081470173	2591.87529498508	2623.38531924948
"RpS13"	6577.48154336177	5671.50925787803	5136.94918868195	6379.31437843901	7396.55125839275	7093.14006147859	7729.93577558851	7260.39612678776
"CSN8"	143.504579283103	166.809095819942	196.17769178842	127.646533720389	206.524671484967	156.6189478858	155.069462093124	172.056262379606
"Pp2A-29B"	2759.92074723606	2151.34672108955	2521.24663150302	3410.68525793298	3515.04166417628	3651.29715854245	3263.38144779905	3806.03578208952
"CR45341"	12.4295304890877	9.81229975411424	10.8987606549122	0	0	0	6.92274384344305	0
"CG17292"	284.184265273232	322.579354416506	377.823702703623	348.298063986311	373.475753224312	381.169005697971	348.90628970953	331.822791732097
"Wdr82"	214.126911607465	206.058294836399	156.215569387075	253.786913650566	288.557425228497	218.889131984974	251.987875901327	193.799636196809
"CG13390"	98.8712652541067	107.935297295257	105.354686330818	98.6530732588254	85.742777782182	64.1571593749061	101.072060114268	45.3774757924235
"CG17294"	54.8029298837049	72.3657106865925	105.354686330818	42.5488445734629	48.6425373956609	26.4176538602554	56.766499516233	72.7930340836793
"Aats-ala"	1292.67117086512	1166.43713327033	1158.901549639	1419.54994727394	1678.1675401503	1328.4305941157	1509.15815787058	1529.59907983628
"CG13392"	96.0463719611322	101.802609948935	127.152207640642	181.868070167987	132.324190711925	171.71475009166	125.993937950663	138.968519614297
"Rcd4"	166.103725626899	179.074470512585	210.709372661636	273.36691292331	235.792638901001	364.186228216379	303.216180342805	183.400631327712
"l(2)k12914"	279.099457345878	278.424005522991	236.139814189764	364.112678783527	383.781375553901	267.95048915402	353.059936015595	329.932063574079
"CG13384"	449.723012241537	430.514651711762	548.570952963914	407.038061804543	464.57745461788	539.674928859504	344.752643403464	449.9933016082
"CG42819"	28.2489329297448	44.1553488935141	10.8987606549122	5.64807671329153	3.29779914546854	0	9.69184138082027	8.5082767110794
"snRNA:U6atac:29B"	6.77974390313874	11.0388372233785	0	17.6973070349801	9.48117254322205	7.54790110293013	13.8454876868861	0.945364079008823
"CG42820"	74.5771829345262	112.841447172314	123.519287422338	9.03692274126645	0	0	22.1527802990177	0
"Acp29AB"	25.9890182953652	24.5307493852856	14.5316808732163	0	0	0	8.30729261213166	0
"lectin-29Ca"	15.8194024406571	20.8511369774928	25.4304415281285	0	2.4733493591014	0	1.38454876868861	0
"CR45343"	25.9890182953652	52.741111178364	18.1646010915203	3.38884602797492	0	0	2.76909753737722	0
"Peritrophin-15b"	13.5594878062775	44.1553488935141	29.0633617464325	11.2961534265831	12.366746795507	1.88697527573253	9.69184138082027	7.56291263207058
"Peritrophin-15a"	314.128134178762	279.650542992256	341.494500520582	275.626143608627	221.364767639576	349.090426010518	469.362032585439	491.589321084588
"CG13385"	25.9890182953652	65.0064858710068	47.2279628379529	0	0	3.77395055146506	2.76909753737722	0
"CG13386"	27.118975612555	78.4983980329139	65.3925639294732	2.63576913286938	0.412224893183567	0	5.53819507475444	0
"CG31898"	57.0628445180844	68.6860982787997	47.2279628379529	67.7769205594984	66.7804326957379	81.1399368564989	69.2274384344305	31.1970146072911
"fy"	113.560710377574	169.262170758471	145.316808732163	161.911532447691	125.316367527804	90.5748132351615	110.763901495089	93.5910438218735
"CR44991"	12.9945091476826	17.1715245696999	10.8987606549122	0	0	0	0	0
"emb"	2646.36003685849	2285.03930523935	2397.72734408068	3543.97986836666	3503.49936716714	3634.31438106086	3192.76946059593	3352.26102416529
"CG13397"	325.42770735066	372.867390656341	312.43113877415	519.999596070374	529.2967628477	615.153939888805	467.97748381675	398.943641341723
"CG13398"	351.98170430462	349.56317874032	301.532378119238	378.797678238085	449.737358463272	400.038758455297	401.519142919697	298.735048966788
"Akap200"	7256.58589099284	8660.58107047508	6575.58559513036	10485.0896105544	9981.20133865371	12557.82046	10352.2711434847	11437.0146278487
"grk"	254.805375026298	313.993592131656	301.532378119238	282.403835664576	231.670389969165	267.95048915402	278.29430250641	298.735048966788
"D12"	324.29775003347	343.430491393998	359.659101612103	390.470370112221	467.463028870165	407.586659558227	339.214448328709	283.609223702647
"Chrac-14"	438.423439069639	549.488786230397	486.811309252745	724.83651153908	737.882558798585	834.043071873779	811.345578451525	671.208496096264
"mus201"	440.118375045424	414.569664611327	417.785825104968	505.314596615816	536.716810925005	541.561904135237	530.282178407737	424.468471474961
"CG31897"	150.849301844837	154.543721127299	123.519287422338	97.8999963637199	52.352561434313	79.2529615807664	91.3802187334482	60.5033010565647
"U26"	189.832829287885	282.103617930784	250.671495062981	176.973070349801	161.179933234775	203.793329779113	137.070328100172	176.78308277465
"fu12"	344.636981742886	394.945065103098	432.317505978184	294.829604433818	432.836137842746	484.952645863261	416.749179375271	370.582718971459
"fu2"	265.539969539601	345.883566332527	414.152904886664	369.007678601713	440.668410813233	501.935423344854	341.983545866087	322.369150942009
"d"	229.381335389528	360.602015963698	345.127420738886	15.4380763496635	32.1535416683182	26.4176538602554	31.844621679838	12.2897330271147
"CheA29a"	46.8932286633763	63.7799484017425	98.0888458942098	3.76538447552769	0	5.6609258271976	0	0
"CG43796"	11.8645518304928	31.8899742008713	18.1646010915203	3.38884602797492	0	0	4.15364630606583	5.67218447405294
"unsRNA:d-a"	12.4295304890877	25.7572868545499	32.6962819647366	12.4257687692414	7.83227297048778	9.43487637866266	16.6145852242633	13.2350971061235
"CG13088"	92.091521350968	91.990310194821	98.0888458942098	60.246151608443	75.8493803457764	69.8180852021037	45.6901093667241	60.5033010565647
"CG43400"	19.7742530508213	31.8899742008713	18.1646010915203	0	0	0	0	2.83609223702647
"Dh31"	84.1818201306394	73.5922481558568	101.721766112514	38.4069216503824	32.5657665615018	33.9655549631856	55.3819507475444	51.0496602664764
"Bace"	4728.87137243927	4738.11424376791	4486.65646960552	7952.86855076203	4734.40289821327	5041.99793675733	8699.11991367053	6098.54367368592
"CG13096"	1635.04823797363	1356.55044100629	1689.30790151139	2108.6153062955	2041.33767104503	1981.32403951916	1794.37520422044	2012.68012420978
"CG13097"	1280.24164037603	1098.97757246079	1177.06615073052	1402.60571713406	1286.14166673273	1398.24867931781	1279.32306226828	1587.26628865581
"PIG-U"	175.143384164418	142.278346434656	167.114330041987	211.238069077103	174.783354709833	156.6189478858	145.377620712304	93.5910438218735
"mRpL51"	233.901164658287	177.847933043321	181.646010915203	201.824607888284	201.165747873581	241.532835293764	275.525204969033	269.428762517514
"CG13090"	131.075048794016	218.323669529042	181.646010915203	142.331533174947	196.631274048562	198.132403951916	117.686645338532	120.06123803412
"CG13091"	662.154987873217	456.271938566312	392.355383576839	805.415739315372	369.353504292476	522.692151377911	952.569552857763	862.172040056046
"Acer"	645.770606773965	664.783308341239	890.065453484497	1101.7514975394	953.476177933591	1107.654486855	1118.7154051004	976.561093616114
"lmgB"	0	0	0	0	0	0	0	0
"lmgA"	0	0	0	0	0	0	0	0
"CG17834"	318.082984788926	326.258966824298	261.570255717893	418.710753678679	381.3080261948	435.891288694215	236.757839445752	246.740024621303
"Sema-1a"	1300.01589342685	1210.59248216384	1184.33199116713	1395.82802507811	1028.91333338618	1358.62219852742	1052.25706420334	1260.17031731876
"CR43855"	20.9042103680111	52.741111178364	72.6584043660814	0	0	0	1.38454876868861	1.89072815801765
"Glt"	3554.28074122049	2725.36625670523	3396.7804041143	3831.27870384942	3272.65342698434	3941.89135100526	4088.57251393746	5457.58682811793
"CG9287"	58.1928018352742	153.317183658035	148.949728950467	2.63576913286938	0	3.77395055146506	16.6145852242633	0.945364079008823
"CG9289"	72.3172683001466	163.129483412149	123.519287422338	10.1665380839248	0	0	9.69184138082027	0
"PrBP"	101.696158547081	133.692584149806	94.4559256759058	166.429993818324	145.515387293799	164.16684898873	125.993937950663	98.3178642169176
"Trs23"	81.3569268376649	91.990310194821	83.5571650209936	105.430765314775	89.0405769276505	107.557590716754	83.0729261213166	67.1208496096264
"Hnf4"	1520.92254893746	1345.51160378291	1169.80031029391	1910.55608288275	1797.30053428035	1437.87516010819	1599.15382783534	1797.13711419577
"CR44992"	49.1531432977559	91.990310194821	76.2913245843854	6.77769205594984	4.94669871820281	7.54790110293013	5.53819507475444	1.89072815801765
"CG9314"	55.3679085422998	148.411033780978	83.5571650209936	4.89499981818599	0.824449786367135	5.6609258271976	5.53819507475444	0
"raw"	1481.37404283582	1372.49542810673	1227.92703378677	1633.04724703636	1335.60865391476	1556.75460247934	1730.68596086076	2079.80097381941
"CG45307"	10.1696158547081	26.9838243238142	10.8987606549122	0	0	0	1.38454876868861	0
"CG12438"	42.3733993946172	84.6310853792353	43.5950426196488	0	0	0	6.92274384344305	0
"CG9463"	391.530210406263	100.576072479671	123.519287422338	38.7834600979352	95.223950325404	45.2874066175808	45.6901093667241	1.89072815801765
"CG9465"	145.764493917483	143.504883903921	199.810612006724	3.38884602797492	16.9012206205263	0	20.7682315303291	0
"CG9466"	837.86335069623	550.715323699662	432.317505978184	265.836143972255	434.48503741548	258.515612775357	203.528668997226	74.683762241697
"CG9468"	2191.5522166896	826.686254284124	984.521379160402	595.307285580927	751.898205166827	592.510236580015	524.743983332983	553.037986220161
"CG42710"	15.2544237820622	38.0226615471927	29.0633617464325	4.14192292308045	0	0	8.30729261213166	0
"SoxN"	238.420993927046	293.142455154163	265.203175936197	157.393071077057	107.590697120911	107.557590716754	148.146718249681	237.286383831214
"CR45365"	24.8590609781754	3.67961240779284	25.4304415281285	0	0	0	1.38454876868861	0
"CR45260"	132.7699847698	191.339845205228	178.013090696899	10.1665380839248	1.64889957273427	1.88697527573253	16.6145852242633	0
"CG32986"	40.1134847602376	58.8737985246854	79.9242448026895	0	2.06112446591784	1.88697527573253	12.4609389181975	0
"CG32987"	20.3392317094162	53.9676486476283	69.0254841477773	0	0	0	0	0
"CG32988"	46.8932286633763	40.4757364857212	39.9621224013447	8.28384584616091	0	0	6.92274384344305	0
"CG32983"	33.8987195156937	63.7799484017425	69.0254841477773	4.51846137063322	0	0	2.76909753737722	0
"CG9483"	24.8590609781754	50.2880362398355	39.9621224013447	17.6973070349801	0	0	4.15364630606583	0
"CR44414"	39.5485061016427	53.9676486476283	54.493803274561	0	0	0	0	0
"CR44415"	31.0738262227192	62.5534109324783	50.8608830562569	2.63576913286938	0	0	5.53819507475444	0
"CG42713"	11.2995731718979	29.4368992623427	21.7975213098244	2.63576913286938	0	0	1.38454876868861	0
"CG34398"	913.570490947946	986.136125288481	911.862974794321	746.67574149714	642.246383579998	849.138874079639	779.500956771687	970.888909142061
"Tsp29Fa"	236.726057951261	307.860904785334	196.17769178842	181.491531720434	220.952542746392	152.844997334335	222.912351758866	284.554587781656
"Tsp29Fb"	750.291658614021	615.721809570668	512.241750780874	863.026121790946	866.084500578675	720.824555329827	830.729261213166	1131.60080257356
"CG9510"	231.641250023907	195.01945761302	352.393261175495	270.731143790441	263.823931637483	205.680305054846	182.760437466896	187.182087643747
"CG9515"	242.940823195805	233.042119160213	297.899457900934	219.145376475711	223.425892105493	266.063513878287	329.522606947889	314.806238309938
"C1GalTA"	421.474079311792	371.640853187077	359.659101612103	585.517285944555	584.534898534298	494.387522241923	625.816043447251	560.600898852232
"CG31886"	510.175728711191	547.035711291869	508.608830562569	569.326132699786	403.568170426712	483.065670587528	620.277848372497	651.355850437079
"CG9525"	63.8425884212232	91.990310194821	98.0888458942098	4.14192292308045	0	0	0	0
"CG32985"	74.0122042759313	73.5922481558568	152.582649168771	1.88269223776384	1.2366746795507	1.88697527573253	27.6909753737722	13.2350971061235
"CG32984"	145.199515258888	169.262170758471	243.405654626373	59.8696131608902	29.6801923092168	39.6264807903832	92.7647675021368	104.935412769979
"CG18088"	82.4868841548547	148.411033780978	207.076452443332	44.0549983636739	22.6723691250962	7.54790110293013	87.2265724273824	22.6887378962117
"CG9541"	97.7413079369169	174.168320635528	188.911851351812	25.981152881141	4.94669871820281	11.3218516543952	11.0763901495089	21.7433738172029
"CG13101"	82.4868841548547	116.521059580107	156.215569387075	73.4249972727899	74.2004807730421	73.5920357535688	23.5373290677064	36.8691990813441
"CG18662"	24.2940823195805	55.1941861168926	69.0254841477773	2.63576913286938	0	1.88697527573253	2.76909753737722	2.83609223702647
"rost"	303.958518324054	256.346331076234	366.924942048711	419.087292126232	368.941279399293	394.377832628099	350.290838478218	363.019806339388
"CG9555"	31.0738262227192	104.255684887464	138.050968295555	13.9319225594524	8.65672275685491	9.43487637866266	17.9991339929519	15.1258252641412
"alien"	497.181219563508	480.802687951598	544.93803274561	671.744590434139	709.026816275736	684.972025090909	533.051275945115	518.059515296835
"CG17906"	36.1586341500733	49.0614987705712	65.3925639294732	0	0.824449786367135	3.77395055146506	19.3836827616405	7.56291263207058
"CG18661"	61.0176951282487	76.0453230943853	54.493803274561	52.7153826573876	80.7960790639792	60.383208823441	74.7656335091849	29.3062864492735
"Try29F"	28.2489329297448	82.1780104407067	50.8608830562569	10.9196149790303	4.12224893183567	5.6609258271976	12.4609389181975	11.3443689481059
"CG9568"	494.356326270533	226.909431813892	494.077149689353	389.717293217116	547.846883040961	350.977401286251	988.567820843667	1296.0941523211
"CG13102"	101.131179888486	106.708759825992	141.683888513859	96.3938425735088	61.009284191168	45.2874066175808	56.766499516233	51.0496602664764
"Rcd-1r"	18.6442957336315	65.0064858710068	50.8608830562569	0.376538447552769	2.4733493591014	5.6609258271976	2.76909753737722	0
"CG9582"	45.7632713461865	65.0064858710068	65.3925639294732	0	0	0	5.53819507475444	0.945364079008823
"CR44352"	16.9493597578469	17.1715245696999	36.3292021830407	0	0	0	0	0
"CG31708"	122.035390256497	218.323669529042	196.17769178842	21.4626915105078	7.00782318412064	24.5306785845229	35.9982679859038	17.0165534221588
"CR44483"	22.5991463437958	33.1165116701356	61.7596437111691	0	0	0	5.53819507475444	0
"CG12439"	19.7742530508213	47.8349613013069	36.3292021830407	6.0246151608443	0	0	1.38454876868861	0
"Toll-4"	119.775475622118	155.770258596564	159.848489605379	0.376538447552769	0.412224893183567	0	16.6145852242633	6.61754855306176
"CG31609"	15.8194024406571	15.9449871004356	43.5950426196488	0	0	0	1.38454876868861	0
"CR44482"	16.384381099252	25.7572868545499	18.1646010915203	4.14192292308045	0.412224893183567	3.77395055146506	0	0
"Or30a"	33.3337408570988	80.9514729714425	72.6584043660814	0	0	0	26.3064266050836	0
"CR44617"	14.1244664648724	24.5307493852856	14.5316808732163	0	0	0	2.76909753737722	0
"CR44616"	15.8194024406571	22.077674446757	25.4304415281285	0	0	1.88697527573253	1.38454876868861	0
"CR44615"	14.6894451234673	12.2653746926428	32.6962819647366	0	0	0	4.15364630606583	0
"CG32982"	348.026853694456	299.275142500484	312.43113877415	224.040376293897	217.654743600924	243.419810569497	220.143254221489	297.789684887779
"CG13108"	25.9890182953652	56.4207235861569	47.2279628379529	2.63576913286938	2.06112446591784	1.88697527573253	11.0763901495089	0
"CG9586"	575.148274449603	561.75416092304	428.68458575988	647.646129790762	662.445403345993	822.721220219384	807.191932145459	743.056166100935
"tai"	1916.97258861248	1798.10392994143	1692.9408217297	2710.32374548483	2250.33569188909	2466.27668538242	1808.22069190732	2303.8522605445
"aust"	33.3337408570988	34.3430491393998	18.1646010915203	0	0	0	0	0.945364079008823
"borr"	616.956695185626	727.336719273718	635.761038203212	1294.91572113397	1322.41745733288	1345.4133715973	1146.40638047417	948.200171245849
"lectin-30A"	15.8194024406571	40.4757364857212	14.5316808732163	0	0	0	6.92274384344305	0
"Ggamma30A"	4086.49063761688	3493.17871246467	3098.88094621337	3206.22488091183	2622.57477043386	4002.2745598287	2699.87009894279	4014.01587947146
"CR45262"	31.0738262227192	30.663436731607	58.1267234928651	0.753076895105537	0	0	1.38454876868861	0
"CR42844"	22.0341676852009	33.1165116701356	18.1646010915203	0	0	0	0	0
"CR45456"	24.2940823195805	42.9288114242498	29.0633617464325	0	0	0	4.15364630606583	0
"CR45457"	12.9945091476826	28.2103617930784	14.5316808732163	2.25923068531661	0.824449786367135	0	0	0
"CG17005"	59.8877378110589	103.029147418199	141.683888513859	5.64807671329153	0.824449786367135	0	9.69184138082027	1.89072815801765
"Cks30A"	523.735216517468	540.903023945547	559.469713618826	1313.36610506406	1171.5431464277	1409.5705309722	1115.94630756302	853.663763344967
"Eaat1"	1050.86030498651	767.812455759439	999.053060033619	1243.70649226679	1007.06541404745	1809.6092894275	1172.71280707925	1061.64386072691
"CG3748"	49.7181219563508	104.255684887464	50.8608830562569	0	0	0	13.8454876868861	2.83609223702647
"CR44802"	12.9945091476826	23.3042119160213	18.1646010915203	0	0	0	5.53819507475444	0
"CG43350"	3.95485061016427	17.1715245696999	14.5316808732163	0	0.412224893183567	0	0	0
"CG13110"	14.1244664648724	6.1326873463214	43.5950426196488	0	0	0	0	0
"CR43404"	19.7742530508213	18.3980620389642	69.0254841477773	0	0	1.88697527573253	0	0
"CG34181"	35.5936554914784	23.3042119160213	50.8608830562569	3.01230758042215	0	0	0	0
"Shawl"	243.5058018544	375.32046559487	381.456622921927	27.1107682237993	23.9090438046469	45.2874066175808	49.8437556727899	41.5960194763882
"CR43865"	39.5485061016427	114.067984641578	43.5950426196488	0	0	0	6.92274384344305	0
"Aldh"	2416.41372281037	2164.83863325145	3178.80519101606	3898.30254751381	3366.22847773701	2853.10661690759	3051.5454861897	4465.89990923768
"CG4438"	25.4240396367703	79.7249355021782	61.7596437111691	0	0	0	4.15364630606583	0
"Mco1"	282.489329297448	326.258966824298	403.254144231751	204.083838573601	173.134455137098	213.228206157776	286.601595118542	228.778107120135
"Fbp2"	35.5936554914784	56.4207235861569	72.6584043660814	5.64807671329153	2.06112446591784	5.6609258271976	8.30729261213166	1.89072815801765
"CG42847"	20.3392317094162	29.4368992623427	21.7975213098244	0	1.2366746795507	0	2.76909753737722	3.78145631603529
"FucTB"	77.9670548860956	118.974134518635	178.013090696899	59.1165362657847	36.2757906001539	54.7222829962434	38.7673655232811	22.6887378962117
"scat"	537.85968298234	528.637649252904	475.912548597833	676.639590252325	770.860550253271	788.755665256198	585.664129155282	550.201893983135
"CG3769"	34.4636981742886	49.0614987705712	61.7596437111691	16.5676916923218	1.64889957273427	0	2.76909753737722	3.78145631603529
"RpS28-like"	11.2995731718979	25.7572868545499	10.8987606549122	0	0.412224893183567	0	2.76909753737722	1.89072815801765
"numb"	1076.28434462328	976.323825534367	1060.81270374479	1573.93071077057	1560.2712206998	1541.65880027348	1380.39512238254	1335.79944363947
"CG33723"	14.1244664648724	28.2103617930784	21.7975213098244	0	0	0	5.53819507475444	0
"CR43769"	23.7291036609856	24.5307493852856	21.7975213098244	1.88269223776384	0	0	1.38454876868861	0
"Gdi"	2009.06410996345	1953.874188538	1925.44771570116	2675.68220830997	2599.49017641558	2379.47582269872	2479.7268447213	2781.26112044396
"CG33298"	1446.34536600293	1225.31093179502	1445.90224688502	2031.80146299474	2186.02860855246	1737.90422894966	1928.67643478323	1734.74308498119
"Oatp30B"	1141.82186902028	1009.4403372045	1137.10402832917	1556.9864806307	1596.95923619314	1479.38861617431	1410.85519529369	1181.70509876103
"CG31883"	48.0231859805661	26.9838243238142	90.8230054576017	15.0615379021107	8.65672275685491	26.4176538602554	12.4609389181975	8.5082767110794
"CG17855"	125.425262208067	115.294522110842	217.975213098244	114.091149608489	77.4982799185107	118.87944237115	160.607657167879	138.023155535288
"Cpr30B"	23.1641250023907	25.7572868545499	25.4304415281285	1.88269223776384	2.88557425228497	1.88697527573253	8.30729261213166	2.83609223702647
"CG13113"	64.4075670798181	72.3657106865925	116.25344698573	224.41691474145	147.164286866534	100.009689613824	206.297766534603	198.526456591853
"CG13114"	1037.30081718023	1010.66687467377	1006.31890047023	3046.949117597	6701.12786359207	2239.83965229452	3677.36152963695	3524.31728654489
"jp"	2143.52903070903	1630.06829665223	1518.5606512511	1575.06032611323	1317.88298350786	1549.20670137641	1475.92898742206	1919.08908038791
"CR44149"	11.8645518304928	30.663436731607	32.6962819647366	10.5430765314775	2.06112446591784	1.88697527573253	0	1.89072815801765
"CG3838"	603.962186037943	605.909509816554	675.723160604557	582.881516811686	786.525096194246	747.242209190083	592.586872998725	672.153860175273
"Mtpalpha"	1024.30630803255	962.831913372459	1024.48350156175	1457.58033047677	1601.90593491134	1228.42090450188	1417.77793913714	1470.98650693773
"CG31709"	34.4636981742886	76.0453230943853	90.8230054576017	0	0.824449786367135	0	12.4609389181975	0
"gcm"	63.8425884212232	114.067984641578	61.7596437111691	11.6726918741358	0.824449786367135	0	9.69184138082027	0
"CR43621"	27.118975612555	77.2718605636496	58.1267234928651	1.50615379021107	0	0	12.4609389181975	0
"CG3841"	162.71385367533	168.035633289206	203.443532225028	103.548073077011	45.756963143376	43.4004313418482	80.3038285839393	116.279781718085
"CG4382"	68.3624176899824	96.8964600718781	152.582649168771	6.77769205594984	0	0	9.69184138082027	0
"gcm2"	93.7864573267526	111.614909703049	69.0254841477773	3.76538447552769	0	0	8.30729261213166	0
"Trx-2"	1063.28983547559	880.653902931753	890.065453484497	1319.76725867245	1396.61793810593	1309.56084135838	1151.94457554892	1193.99483178814
"GlcAT-S"	435.033567118069	483.255762890126	566.735554055434	636.726514811732	580.824874495646	626.475791543201	578.741385311839	608.814466881682
"CG31882"	31.0738262227192	35.5695866086641	47.2279628379529	0	0	3.77395055146506	5.53819507475444	0
"Apoltp"	4342.42596996037	3878.31147781365	3850.89543140231	3948.75869948588	2790.76252685275	4285.32085118858	4232.56558588108	5475.5487456191
"CG33299"	31.0738262227192	7.35922481558568	14.5316808732163	0	2.06112446591784	1.88697527573253	0	3.78145631603529
"CR44150"	64.972545738413	83.404547909971	98.0888458942098	15.4380763496635	2.06112446591784	0	12.4609389181975	3.78145631603529
"Pka-C1"	3736.76884794664	2742.53778127493	2909.96909486156	4815.17366730481	4102.87436185605	5066.52861534185	3707.8216025481	4522.62175397821
"hoip"	892.666280579935	743.281706374153	773.812006498766	1048.28303798691	1289.02724098501	1024.62757472276	1081.3325883458	1187.37728323508
"pelo"	917.52534155811	929.715401702324	777.44492671707	1261.78033774933	1263.05707271445	1452.97096231405	1327.78226917238	1337.69017179748
"CG31710"	223.731548803579	248.987106260649	239.772734408068	133.671148881233	84.5061031026313	179.262651194591	155.069462093124	199.471820670862
"CG4364"	3216.42350338074	2871.32421554768	2390.46150364408	3112.84334591874	3312.22701672996	3305.9806830834	3915.50391785139	4029.1417047356
"Nckx30C"	1744.08911908244	1392.12002761496	1329.64879989929	1042.63496127362	890.817994169689	1228.42090450188	1034.25793021039	1495.56597299196
"CG13116"	77.9670548860956	77.2718605636496	87.1900852392976	80.9557662238453	71.7271314139407	120.766417646882	132.916681794106	93.5910438218735
"CG13117"	179.663213433177	212.19098218272	178.013090696899	164.923840028113	190.860125543992	203.793329779113	272.756107431656	257.1390294904
"Cyp4e3"	774.585740933602	215.870594590513	290.633617464325	204.460377021153	426.652764444992	488.726596414726	242.296034520507	267.538034359497
"zf30C"	648.59550006694	636.572946548161	715.685283005901	1244.4595691619	1275.83604440314	988.775044483847	980.260528231535	890.532962426311
"Taf11"	148.589387210457	139.825271496128	119.886367204034	163.041147790349	156.645459409756	190.584502848986	139.83942563755	158.821165273482
"und"	1670.07691480651	1333.24622909027	1522.1935714694	1954.23454279887	2037.62764700637	2051.14212472126	1601.92292537272	2020.24303684185
"ppk18"	46.8932286633763	116.521059580107	69.0254841477773	10.1665380839248	3.29779914546854	0	20.7682315303291	11.3443689481059
"CG4017"	53.1079939079202	98.1229975411424	123.519287422338	6.77769205594984	0.412224893183567	0	9.69184138082027	8.5082767110794
