"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2"
"CR44186",9.58960400092686,-2.71796436942,1.85895016095848,-1.46209641683918,0.143714790513462,0.209300178650211,10.734594513303,26.9838243238142,29.0633617464325,3.01230758042215,0,0,6.92274384344305,0
"CG31975",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CG31976",0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CG31974",400.755903496621,0.09058620917958,0.242524515107978,0.373513618362452,0.708766211552831,0.770922474392639,546.334362861264,446.459638812198,352.393261175495,343.779602615678,259.289457812464,290.59419246281,465.208386279373,501.988325953685
"CG11454",211.124117705583,0.114700361905887,0.257411138654193,0.445592069191599,0.655891940407312,0.725255887505846,186.442957336315,180.301007981849,254.304415281285,189.775377566595,228.372590823696,211.341230882044,222.912351758866,215.543010014012
"CG42399",173.284983378182,-2.05651673635246,0.36578030660736,-5.62227298518832,1.88461140122811e-08,8.2236935073322e-07,259.890182953652,282.103617930784,395.988303795143,112.208457370725,83.2694284230806,105.670615441022,52.6128532101672,94.5364079008823
"CG3709",271.051855781745,0.0764697256341837,0.211003972516417,0.362408938193019,0.717046461130225,0.778326607914482,264.974990881006,244.080956383592,232.50689397146,313.279988363903,270.007305035237,317.011846323065,274.140656200345,252.412209095356
"CG3436",952.904408830555,0.52165146478777,0.133643996379788,3.90329142287355,9.48933295453986e-05,0.000653980072445267,775.150719592197,762.906305882382,730.216963879118,1072.75803707784,1016.54658659068,1083.12380827047,1185.17374599745,997.359103354308
"CG33635",129.395011613404,-0.330917701481075,0.340284099936748,-0.972474769002096,0.33081441106073,0.4174951616022,151.414280503432,106.708759825992,123.519287422338,124.634226139966,169.424431098446,154.731972610068,114.917547801155,89.8095875058382
"spen",17910.979395937,0.506761417327964,0.0978904337379603,5.17682267793906,2.2569653886378e-07,6.13812317060007e-06,14982.1040686194,13278.4946422551,12428.2200668182,21591.8441980184,20703.5830352515,21719.0854236814,18523.8779762849,20060.6257565672
"mRpL10",192.930768757563,0.204948746978768,0.287120748869289,0.713806813982891,0.475346645614839,0.560535610745486,207.912146362922,193.792920143756,134.41804807725,199.565377202967,222.189217425943,164.16684898873,204.913217765914,216.48837409302
"CG11617",89.2723564046994,-0.614891451972146,0.404305766785414,-1.52085748581098,0.128295604763661,0.190414681978368,138.984750014344,142.278346434656,94.4559256759058,42.9253830210156,56.8870352593323,71.7050604778362,94.1493162708254,72.7930340836793
"Tbc1d15-17",562.155723571161,0.132197774283873,0.184484097368365,0.716580866154063,0.473632754133267,0.55880556648801,451.982926875916,450.139251219991,541.305112527306,704.879973818783,728.813611148547,575.527459098422,548.281312400689,496.316141479632
"kis",23353.9156396169,0.55773350656706,0.103911127992472,5.3674088362073,7.9875858407561e-08,2.77048628362856e-06,18164.6288524845,15379.5533271048,15094.7835070534,30461.5838685714,30980.3496223178,28985.8272105274,22757.8281109347,25006.7706179414
"CR44220",5.95865920106085,-2.73287267688837,2.22114849786311,-1.23038719811736,0.218552144973747,0.29609145726315,14.1244664648724,14.7184496311714,10.8987606549122,0,0,3.77395055146506,4.15364630606583,0
"CR44222",23.8233510936858,-5.77178102942687,1.41828115300568,-4.06956055024427,4.71018973465392e-05,0.000384059760720161,33.8987195156937,56.4207235861569,87.1900852392976,0.753076895105537,2.88557425228497,7.54790110293013,0,1.89072815801765
"CR44221",11.39974399921,-3.56735588081516,1.37131652628552,-2.60140953050281,0.00928415491997413,0.022355026528408,22.5991463437958,41.7022739549855,21.7975213098244,0,0,0,4.15364630606583,0.945364079008823
"snoRNA:kis-a",1.17788164854388,-2.65837240348753,4.491446240911,-0.591874478931386,0.553934644745328,0.634370049612729,3.38987195156937,0,0,2.25923068531661,0,3.77395055146506,0,0
"CG13693",38.9978615017465,-3.44044141787082,1.37335039264954,-2.50514467122504,0.0122401316286039,0.0278922263434445,48.0231859805661,105.482222356728,134.41804807725,5.64807671329153,0.412224893183567,0,17.9991339929519,0
"mir-965",8.18035863815812,-1.08091516323422,1.6815406444736,-0.642812391592587,0.520345841549658,0.603365174426015,1.12995731718979,1.22653746926428,32.6962819647366,8.28384584616091,2.4733493591014,9.43487637866266,8.30729261213166,1.89072815801765
"CR44218",16.0595764899205,-3.00637436684082,1.38350049469699,-2.17302008807685,0.0297788054124838,0.0570973563074007,28.2489329297448,30.663436731607,54.493803274561,4.14192292308045,1.2366746795507,0,9.69184138082027,0
"Rpp30",100.970208590789,-0.629710972592765,0.355036812411709,-1.77364980356611,0.0761210942225109,0.124135335856072,121.470411597903,149.637571250242,145.316808732163,69.6596127972622,87.3916773549163,56.609258271976,80.3038285839393,97.3725001379087
"CG3645",300.055984228595,-0.0488090474454293,0.223475291738345,-0.218409145215826,0.827110340683851,0.868131771300472,260.455161612247,343.430491393998,308.798218555846,275.249605161074,331.428814119588,296.255118290008,287.986143887231,296.84432080877
"CG17075",243.389548003675,-1.56406873528595,0.273937693796379,-5.70957838481528,1.13256386849554e-08,5.31132244956295e-07,380.230637234365,485.708837828655,519.507591217482,99.7826886014837,71.3149065207571,81.1399368564989,143.993071943615,165.438713826544
"CR44219",14.6058218899685,-2.79002197400823,2.03981151348542,-1.36778420729714,0.171379632485862,0.242051016175123,16.9493597578469,24.5307493852856,58.1267234928651,0,0,7.54790110293013,9.69184138082027,0
"CG3345",49.0752219173725,-6.7424247257818,1.28049810032816,-5.2654703072608,1.39830919704845e-07,4.24609177824041e-06,86.441734765019,177.847933043321,119.886367204034,1.88269223776384,0,3.77395055146506,2.76909753737722,0
"mbm",745.880193955251,0.301713003255278,0.19892139756956,1.51674483962829,0.129331118579283,0.191716782998243,697.748643364696,659.877158464182,515.874670999178,701.491127790808,870.206749510511,966.131341175056,776.73185923431,778.98000110327
"CG11555",360.384873687325,0.440815065544882,0.21416639234174,2.05828309813187,0.0395629656958864,0.0723981262116712,338.422216498342,282.103617930784,276.101936591109,388.587677874457,373.887978117496,401.925733731029,466.592935048061,355.456893707317
"CG17078",788.158133020294,0.344804116200019,0.233113787633546,1.47912364901406,0.139107270688782,0.203844813505397,641.815756163801,640.252558955954,479.545468816137,1026.44380802885,1148.04632751623,862.347701009767,902.725797184973,604.087646486638
"smo",640.239284318601,0.119098354274958,0.150129779241098,0.793302667045784,0.427601503320061,0.515038862395615,572.323381156629,522.504961906583,592.165995583563,748.558433734904,786.112871301063,684.972025090909,585.664129155282,629.612476619876
"CG11601",121.041169761719,-0.295906769835354,0.405163905556545,-0.730338427923108,0.465183344457728,0.550969229096574,87.5716920822088,164.356020881413,181.646010915203,116.726918741358,92.7506009663026,94.3487637866266,125.993937950663,104.935412769979
"CG3625",322.721807386015,0.0704031958272145,0.276327334127492,0.254781873279072,0.798891576381402,0.84602020157814,394.920082357832,323.80589188577,330.59573986567,339.637679692597,202.814647446315,252.854686948159,341.983545866087,395.162185025688
"Amnionless",69.8319853596213,-2.26887240447306,0.44306833903018,-5.12081817770895,3.04212858083739e-07,7.65409208489737e-06,127.685176842446,147.184496311714,145.316808732163,30.1230758042215,21.0234695523619,30.1916044117205,22.1527802990177,34.9784709233264
"CG11562",289.638492569021,0.164789233034758,0.21303477151464,0.773532094611292,0.439207542153188,0.526099807350577,279.099457345878,248.987106260649,228.873973753156,331.730372293989,360.696781535621,294.368143014275,293.524338961985,279.827767386612
"U2af38",839.620530500381,0.396814854799595,0.199859131385131,1.98547272796322,0.0470919014224973,0.0834959428912758,618.65163116141,516.372274560262,784.710767153679,1090.83188256037,955.949527292693,1083.12380827047,911.033089797105,756.291263207058
"Hop",5300.40764308035,0.547170174663036,0.0970097165995281,5.64036463400717,1.69690428350574e-08,7.4923759882589e-07,3296.08549424262,2958.40837586544,3226.03315385401,7801.87663329337,7401.08573221777,8487.61479024493,4582.8564243593,4649.30054056539
"Pi3K21B",1632.56578305551,0.166605654567059,0.136446575521769,1.22103214338625,0.222073849775055,0.299723449797718,1425.44115563492,1162.75752086254,1318.75003924438,2203.87953352635,2109.7670033135,1911.50595431706,1536.84913324436,1391.57592430099
"Plc21C",1306.25034043025,0.116876516811446,0.100044784016932,1.16824198242725,0.242709170458818,0.322669048137442,1137.30203975152,1171.34328314739,1177.06615073052,1485.44417559567,1445.26047550159,1519.01509696469,1254.40118443188,1260.17031731876
"CR43719",14.4267834535061,-2.82393831638448,1.5796183536732,-1.78773455614628,0.0738188437603074,0.121086132736012,15.2544237820622,24.5307493852856,61.7596437111691,3.76538447552769,0.412224893183567,0,9.69184138082027,0
"CG11912",286.617341240106,1.27165021969625,0.310717380801534,4.09262660626153,4.26514231557053e-05,0.000355077577962754,196.047594532429,148.411033780978,217.975213098244,311.39729612614,314.527593499062,209.454255606311,357.213582321661,537.91216095602
"CG11911",2633.49417129885,0.216973950846467,0.203044348655094,1.06860374240228,0.28524826150614,0.368888813994765,2459.35210086358,2773.20121800654,2386.82858342577,3070.67103979283,2256.51906528685,2217.19594898573,2367.57839445752,3536.60701957201
"CG33127",347.948980125797,0.419616122168546,0.257758830321445,1.62794082222228,0.103537434392986,0.159678135100527,324.862728692065,307.860904785334,428.68458575988,319.304603524748,250.632735055609,218.889131984974,418.13372814396,515.223423059808
"CG43755",48.4020761820335,-2.93254600405401,1.08929359453765,-2.69215390484209,0.00709921760858999,0.0180364959630966,113.560710377574,107.935297295257,127.152207640642,6.77769205594984,0.824449786367135,0,29.0755241424608,1.89072815801765
"CG31921",54.3379249688533,-3.83031820337538,1.03840576764767,-3.6886526661464,0.000225444736284558,0.00125555443457169,100.566201229891,128.786434272749,167.114330041987,12.0492303216886,0,7.54790110293013,11.0763901495089,7.56291263207058
"Ent1",438.150022231803,-0.0204798550894639,0.198946273949848,-0.102941636869392,0.918009291773566,0.939480545886917,429.948759190715,391.265452695305,443.216266633096,462.012675147247,481.066450345223,466.082893105935,481.822971503636,349.784709233264
"CR45367",18.081847614263,-3.70123684620327,1.59766457288848,-2.31665451497849,0.0205225591750049,0.0421267916968405,20.3392317094162,58.8737985246854,50.8608830562569,0,5.77114850456994,1.88697527573253,6.92274384344305,0
"CR45366",16.9021225278036,-1.99037939901584,0.858642506671977,-2.31805365277149,0.0204464053359444,0.0420043236464367,20.9042103680111,49.0614987705712,32.6962819647366,4.51846137063322,7.00782318412064,3.77395055146506,9.69184138082027,7.56291263207058
"al",51.529583354564,-3.51273997085604,0.828129003133198,-4.24177870545012,2.21755289346102e-05,0.000213162103785632,96.6113506197271,115.294522110842,163.481409823683,12.0492303216886,2.88557425228497,0,12.4609389181975,9.45364079008823
"CR43718",10.3616659252295,-1.93652249003692,1.75759327237501,-1.10180354037207,0.270547090892504,0.353103494255832,25.4240396367703,15.9449871004356,29.0633617464325,0,0,0,12.4609389181975,0
"CG4213",324.392375124979,-0.346881839735373,0.25420785727248,-1.3645598663127,0.172391426077325,0.243284944333305,510.175728711191,421.928889426912,370.557862267015,214.626915105078,157.057684302939,232.097958915101,332.291704485266,356.402257786326
"RpI135",569.39174036904,-0.0200377881397404,0.258908440825409,-0.0773933367172549,0.93831064141472,0.954264210000303,678.539368972469,570.33992320789,526.77343165409,494.018443189232,479.005325879305,635.910667921863,441.671057211666,728.875704915802
"AP-2alpha",2464.76717223929,0.418154296209606,0.0997479487398703,4.19210922622678,2.76372868720383e-05,0.000253078355984217,2102.28558863161,1811.59584210334,1969.0427583208,2818.01374148492,2898.76544886685,2871.97636966491,2591.87529498508,2654.58233385677
"ebi",1398.46424248593,0.444347689078027,0.137585857261686,3.22960293973302,0.00123962246240592,0.00461575185614193,996.057375102801,868.38852823911,1024.48350156175,1863.48877693865,1920.96800223542,1898.29712738693,1437.16162189878,1178.869006524
"CG13690",345.628524820426,0.667719044297415,0.239910485530538,2.7832007543181,0.00538254896737386,0.0144737653171239,205.087253069947,277.197468053727,196.17769178842,478.580366839569,399.445921494877,483.065670587528,394.596399076254,330.877427653088
"RpLP1",6266.12937095536,0.559593124000433,0.13084987711986,4.2766041231192,1.89765820159206e-05,0.000189966590383011,5304.01964688888,5098.71625973161,4512.08691113365,7022.44204685914,7528.87544910467,5985.48557462359,6811.97994194796,7865.42913735341
"CG11885",48.9576608140213,-0.226275647920937,0.676709651339866,-0.33437626827535,0.738095645009206,0.795467260151386,50.2831006149457,31.8899742008713,98.0888458942098,18.0738454825329,39.1613648524389,54.7222829962434,51.2283044414785,48.21356802945
"CG13692",15.764327861861,-3.52062874780136,1.43318637532751,-2.45650447730277,0.0140296053904429,0.0311007609989831,19.2092743922264,44.1553488935141,50.8608830562569,4.14192292308045,0.824449786367135,0,6.92274384344305,0
"BBS8",36.8502575585838,-2.92366871117056,0.756817554604176,-3.86310900610606,0.000111953020347711,0.000742932930548767,71.1873109829568,121.427209457164,72.6584043660814,4.14192292308045,1.64889957273427,0,15.2300364555747,8.5082767110794
"ex",1454.10295720394,0.293449521826463,0.216234500574563,1.35708927597923,0.174752845514749,0.245873189619589,1449.17025929591,1406.83847724613,1369.61092230063,1293.78610579131,1113.00721159563,1549.20670137641,1322.24407409762,2128.95990592787
"CR43717",8.326063859479,-4.0676972144486,1.8124264218718,-2.24433784751805,0.0248106721594639,0.0491469588102553,18.6442957336315,30.663436731607,14.5316808732163,0,0,0,2.76909753737722,0
"crq",1618.68333845045,0.329709918366611,0.14329317639506,2.30094639997092,0.0213946609486832,0.0435168446936452,1468.94451234673,1124.73485931534,1344.18048077251,1832.23608579177,2021.55087617221,1854.89669604508,1707.14863179306,1595.77456536689
"CG4164",534.691938460732,0.541421729999808,0.172829776547843,3.13268778571806,0.00173213585274655,0.00601167253771624,425.428929921956,371.640853187077,388.722463358535,638.232668601943,695.835619693862,600.058137682945,624.431494678563,533.185340560976
"CG4133",85.4718998333294,-2.13579727833662,0.428472971781247,-4.98467212402614,6.20669719997377e-07,1.32590778054965e-05,154.804152455001,169.262170758471,185.278931133507,43.3019214685684,32.9779914546854,20.7567280330579,44.3055605980355,33.0877427653088
"CG4297",711.14909565537,-0.37178848840831,0.167476735695074,-2.21994109728308,0.0264227662822772,0.0517134545425825,870.632112894734,742.055168904889,890.065453484497,643.127668420129,607.619492552578,652.893445403456,569.049543931018,713.749879651661
"MED15",528.225956455074,0.273538876739149,0.143997092462715,1.89961388845386,0.0574838082687529,0.0985694336724364,418.084207360223,402.304289918684,421.418745323272,663.460744587978,672.751025675582,649.119494851991,492.899361653145,505.76978226972
"ush",841.259525452504,0.253570911228344,0.189072445048233,1.34113096788724,0.179877934387624,0.251988081129318,663.849923849002,754.320543597532,835.571650209936,908.587273944831,742.417032623605,1047.27127803156,866.72752919907,911.330972164505
"cbt",1933.70923283537,0.263982697611392,0.158349371307705,1.66709027911718,0.0954964547836208,0.14954695759486,1926.57722580859,1633.74790906002,1587.58613539888,2335.66799016982,1738.3523745551,2113.41230882044,2021.44120228537,2112.88871658472
"lwr",1098.34665663904,0.599366693580333,0.155685036928896,3.84986704826409,0.000118181957644729,0.000775099130093653,853.117774478292,834.04547909971,708.419442569293,1349.13725758157,1462.5739210153,1139.73306654245,1221.17201398335,1218.57429784237
"Spp",498.901531483161,0.215374948172967,0.219624343584588,0.980651528231047,0.326764614627253,0.413272632766025,423.169015287577,474.670000605276,450.482107069704,562.548440643836,547.022433254594,494.387522241923,411.210984300517,627.721748461858
"Ets21C",158.386243791314,-1.40517167770414,0.337649890724882,-4.16162337469576,3.15993200857146e-05,0.000279353498426471,232.771207341097,311.540517193127,319.696979210758,71.9188434825788,54.4136859002309,62.2701840991736,83.0729261213166,131.405606982226
"nAChRbeta3",118.593850632282,-0.898968898444219,0.35475237975586,-2.5340743283044,0.0112744814153889,0.02610455812377,168.363640261279,155.770258596564,225.241053534852,54.5980748951515,70.9026816275736,81.1399368564989,83.0729261213166,109.662233165023
"rempA",130.223273407335,-2.66399022595414,0.433079946786575,-6.15126663268705,7.68665667291797e-10,5.94287217141779e-08,202.262359776973,347.110103801791,308.798218555846,40.666152335699,27.619067843299,24.5306785845229,56.766499516233,34.0331068443176
"CG2789",579.152419497324,0.393856959491674,0.195491698282126,2.01469915578346,0.0439361807260286,0.078906008294034,509.610750052596,413.343127142062,399.621224013447,713.916896560049,782.815072155594,641.571593749061,641.046079902826,531.294612402958
"CG11835",178.288987742242,-0.513962183331328,0.290140790619061,-1.77142339150145,0.0764903216260749,0.124545258150479,266.104948198196,246.53403132212,188.911851351812,131.411918195916,122.843018168703,139.636170404207,137.070328100172,193.799636196809
"CG2794",208.384993094119,0.0724604983228064,0.226709744814713,0.31961792547571,0.749257984068971,0.805542440931739,211.866996973086,210.964444713456,207.076452443332,190.151916014148,215.181394241822,190.584502848986,204.913217765914,236.341019752206
"Nle",162.673555843362,0.0660791105169086,0.271367674858426,0.243503986063861,0.807614997594416,0.852808295707754,197.742530508213,165.582558350678,145.316808732163,140.448840937183,142.629813041514,147.184071507138,197.990473922471,164.493349747535
"CG2807",829.358341870221,0.237471752802035,0.140823587353073,1.68630665690007,0.0917367495293384,0.144471107391856,687.579027509988,746.961318781946,813.774128900111,853.236122154574,938.223856885799,845.364923528174,845.95929766874,903.768059532435
"Ipk2",202.594516315674,0.408284182241872,0.300089236983012,1.36054257175836,0.173658290628812,0.244658924962874,158.194024406571,186.433695328171,145.316808732163,230.064991454742,275.778453539807,186.810552297521,254.756973438704,183.400631327712
"cold",170.595580754632,0.0750234967429536,0.303115375379454,0.247508054149466,0.804515059064154,0.8505548056577,137.28981403856,190.113307735963,152.582649168771,177.349608797354,208.998020844069,160.392898437265,192.452278847717,145.586068167359
"Ptth",30.3574669006527,-4.22761595377696,1.14114053741878,-3.70472857211757,0.000211617211361168,0.00119541853787807,31.6388048813141,60.1003359939497,134.41804807725,7.53076895105537,1.2366746795507,0,4.15364630606583,3.78145631603529
"Pph13",39.4315311813378,-2.27840932740859,0.703859501795935,-3.2370229024331,0.0012078371782046,0.00453038975667797,57.6278231766793,93.2168476640853,101.721766112514,16.9442301398746,5.77114850456994,5.6609258271976,19.3836827616405,15.1258252641412
"Gsc",41.9356791557238,-3.65903916829886,1.31632742117159,-2.77973330149284,0.00544035586795419,0.0146064535786863,77.9670548860956,148.411033780978,79.9242448026895,10.9196149790303,1.64889957273427,0,16.6145852242633,0
"CG13689",88.0807126497917,-0.620580948230069,0.541625822336268,-1.1457743014416,0.251888551024731,0.332195488931626,80.2269695204752,131.239509211278,130.785127858946,84.3446122518202,39.5735897456225,90.5748132351615,99.6875113455799,48.21356802945
"CR43648",11.6367662431424,-3.17942042047059,1.20157561278962,-2.64604273474653,0.00814395273007062,0.0200869578148799,23.1641250023907,34.3430491393998,29.0633617464325,0,0.412224893183567,0,1.38454876868861,4.72682039504411
"CR43649",11.2233574782815,-2.53513208839326,1.55149472368343,-1.63399336761814,0.102260243234795,0.158062127305191,41.8084207360223,23.3042119160213,10.8987606549122,4.89499981818599,0,0,4.15364630606583,4.72682039504411
"lectin-21Cb",20.1386506105675,-4.73104543279374,1.51412216332613,-3.1246127607041,0.00178039268912849,0.00614435108107462,23.1641250023907,58.8737985246854,72.6584043660814,2.25923068531661,0,0,4.15364630606583,0
"CR44797",12.5342426956946,-7.26102889832728,2.05659750239006,-3.53060279898664,0.000414613864341639,0.00199334072298432,32.7687621985039,24.5307493852856,39.9621224013447,3.01230758042215,0,0,0,0
"CR44798",8.65506136422885,-3.44648907170963,1.81711051951455,-1.89668654421217,0.0578693206630486,0.0991125447682316,9.03965853751833,26.9838243238142,29.0633617464325,0,0,0,4.15364630606583,0
"lectin-21Ca",16.1412496241388,-3.45474714067792,1.21138493205918,-2.85189872289837,0.00434589445469511,0.0122327837203883,32.203783539909,33.1165116701356,54.493803274561,0,0,1.88697527573253,5.53819507475444,1.89072815801765
"CG2839",85.5036357829189,-2.62105447145522,0.71317067517306,-3.6752134695095,0.000237650623816049,0.00130921388153345,168.928618919874,117.747597049371,294.266537682629,16.1911532447691,3.29779914546854,20.7567280330579,40.1519142919697,22.6887378962117
"CR45369",3.01221707343736,-5.26705931476164,3.1037119990791,-1.69701934854923,0.0896930025735072,0.141902763129321,4.51982926875916,15.9449871004356,3.63292021830407,0,0,0,0,0
"ds",306.634066838838,-1.83614653216534,0.384504141064141,-4.77536217707221,1.7938411280552e-06,3.08396699791789e-05,496.616240904913,594.870672593176,537.672192309002,113.714611160936,135.20976496421,269.837464429752,184.144986235585,121.006602113129
"CR44988",3.8658505697763,-3.32402829580867,2.89119928329468,-1.14970569998923,0.250265105879221,0.330484228575044,11.8645518304928,17.1715245696999,0,0,0,0,0,1.89072815801765
"Hsp60B",46.1416709663066,-3.70620480861308,0.771293155311371,-4.80518306572666,1.54609972915694e-06,2.74437030312057e-05,96.6113506197271,118.974134518635,123.519287422338,6.77769205594984,3.29779914546854,1.88697527573253,15.2300364555747,2.83609223702647
"Eaat2",226.85166511091,-0.788169411143244,0.268342900778987,-2.93717258349383,0.00331219719493643,0.00995669215568696,331.077493936609,367.961240779284,272.469016372805,187.516146881279,147.576511759717,130.201294025545,181.375888698208,196.635728433835
"GABA-B-R3",154.923979221425,-2.55947206589666,0.421430142295627,-6.07330090808082,1.25307330618658e-09,8.75415501945469e-08,237.856015268451,349.56317874032,403.254144231751,39.5365369930407,30.0924172024004,67.9311099263711,55.3819507475444,55.7764806615205
"CR44614",8.23095748664669,-2.90989729061856,1.78505329290502,-1.63014589098512,0.103070666635848,0.159082097063761,15.2544237820622,19.6245995082285,25.4304415281285,0,0,0,5.53819507475444,0
"CG12506",13.1257906833285,-5.65033286162174,1.80936680408517,-3.12282332629541,0.0017912523760365,0.00617376416885291,22.0341676852009,34.3430491393998,32.6962819647366,0.753076895105537,2.4733493591014,11.3218516543952,1.38454876868861,0
"CG13946",5.26009076088427,-2.06392423338485,2.18027290570694,-0.946635729858615,0.343824430636872,0.430758856309284,2.82489329297448,13.4919121619071,18.1646010915203,0,2.06112446591784,0,5.53819507475444,0
"CG13947",531.741519250417,0.883076726792947,0.518154462662536,1.70427312785315,0.0883300728402806,0.140180214716789,254.240396367703,260.025943484027,250.671495062981,867.544583161579,1235.43800487115,443.439189797145,760.117274010047,182.455267248703
"Gr21a",35.6887692261782,-4.91296639733252,1.03354013816917,-4.75353226826336,1.99893183564168e-06,3.34937299437169e-05,59.8877378110589,99.3495350104066,116.25344698573,0,1.64889957273427,1.88697527573253,5.53819507475444,0.945364079008823
