"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2","cold_3"
"CG11617",90.937891991029,-1.20690919162974,0.346305651227203,-3.48509817080033,0.000491956512915263,0.00121809016887473,145.541473646406,149.212928383086,99.2369481190669,44.4734388107199,59.1395980394587,74.3862585624505,98.2203211738875,76.1161281733717,72.1139330108135
"Tbc1d15-17",598.103465238396,0.48187890487756,0.177357545819551,2.71699127686306,0.00658783439678111,0.0119166169862541,473.305605354167,472.078833763728,568.704048836191,730.300679418137,757.672531404079,597.047601619668,571.988929189109,518.97360118208,692.859356378405
"kis",25197.4630773689,0.878811533069793,0.122025795513093,7.20185047247242,5.94008147672619e-13,2.2788051069552e-11,19021.5606471773,16129.1457672027,15858.8276705663,31560.1467223546,32207.0822540397,30069.6662573106,23741.8738108116,26148.361330416,32040.5032364417
"CR44220",5.54726145991363,-3.78284072319557,2.23406595633296,-1.69325382380599,0.0904071634369243,0.123154595262198,14.7908001673177,15.4358201775606,11.4504170906616,0,0,3.91506624012897,4.33324946355386,0,0
"CR44222",22.5207937484507,-4.25365371656223,0.955047819115454,-4.45386464575342,8.43382802398846e-06,3.56905906015153e-05,35.4979204015625,59.1706440139823,91.6033367252925,0.780235768609121,2.99983468316095,7.83013248025794,0,1.97704229021745,2.82799737297308
"CR44221",10.6247454326795,-7.89693586221534,1.75724750153205,-4.49392351124722,6.99227525475061e-06,3.03465576649292e-05,23.6652802677084,43.7348238364217,22.9008341813231,0,0,0,4.33324946355386,0.988521145108724,0
"snoRNA:kis-a",1.24661825251101,0.531879761120655,3.45122044181138,0.154113528848217,0.87752022124136,0.899840164736788,3.54979204015625,0,0,2.34070730582736,0,3.91506624012897,0,0,1.41399868648654
"CG13693",36.9830704952613,-5.3876970352714,1.26055473219011,-4.27406831110833,1.91938187839635e-05,7.21145043426884e-05,50.2887205688803,110.623377939184,141.221810784826,5.85176826456841,0.428547811880135,0,18.7774143420667,0,5.65599474594616
"mir-965",8.3076572073687,-0.68971885896409,1.41709149169305,-0.486714416822908,0.62646072711425,0.677287189382339,1.18326401338542,1.28631834813005,34.3512512719847,8.58259345470033,2.57128687128081,9.78766560032243,8.66649892710772,1.97704229021745,6.36299408918943
"CR44218",15.9856101701452,-4.18362493309164,1.22096775506302,-3.42648273530836,0.000611452631156727,0.00146986124837615,29.5816003346354,32.1579587032513,57.2520854533078,4.29129672735016,1.28564343564041,0,10.110915414959,0,9.19099146216251
"Rpp30",105.734624501967,-0.93972515219335,0.298032960253118,-3.15309136075166,0.00161551237460676,0.00344544057925287,127.200881438932,156.930838471866,152.672227875487,72.1718085963437,90.8521361185887,58.7259936019346,83.7761562953746,101.817677946199,107.463900172977
"CG3645",317.087359564632,-0.0211670839442595,0.191967699488682,-0.110263778753609,0.912200182426967,0.928528560605946,272.742355085339,360.169137476414,324.428484235411,285.176173426634,344.552440751629,307.332699850124,300.438629473068,310.395639564139,348.550676218932
"CG17075",242.184215528502,-2.45545204539059,0.240032074892684,-10.2296830391872,1.45996426594511e-24,5.37945903014753e-22,398.168340504193,509.3820658595,545.803214654868,103.381239340708,74.1387714552634,84.1739241627729,150.219314736534,172.991200394027,141.399868648654
"CR44219",13.6094740231994,-3.92043359416767,2.11196787433805,-1.85629414244591,0.0634116435559048,0.0897128386909327,17.7489602007813,25.726366962601,61.068891150195,0,0,7.83013248025794,10.110915414959,0,0
"CG3345",45.9065480915511,-6.51555632752887,0.925898851496149,-7.03700659850745,1.96413556783874e-12,6.44301530783375e-11,90.5196970239844,186.516160478857,125.954587997277,1.9505894215228,0,3.91506624012897,2.88883297570257,0,1.41399868648654
"mbm",785.818611090905,0.400425699660922,0.169203380735399,2.36653486425965,0.0179554830117595,0.0290975424811616,730.665528265495,692.039271293967,541.986408957981,726.789618459396,904.664430878966,1002.25695747302,810.317649684572,814.541423569589,849.106211235167
"CG11555",380.853779754456,0.342304317877913,0.177685197638403,1.92646502031372,0.0540463354997879,0.0777403667415923,354.387572008933,295.853220069912,290.077232963426,402.601656602306,388.692865375283,416.954554573735,486.768356405883,371.68395056088,420.664609229746
"CG17078",838.118310440257,0.762258588194293,0.211250461809125,3.60831678977834,0.000308190034965749,0.000810988691911198,672.093959602917,671.458177723886,503.818351989109,1063.46135261423,1193.50565608618,894.59263586947,941.759550079039,631.665011724475,970.71009827301
"smo",692.395794701729,0.387662532100337,0.175744463901671,2.20583069016179,0.0273958565822425,0.0424924083885512,599.323222779714,547.971616303401,622.139328592611,775.554353997466,817.240677255418,710.584522583408,610.988174361094,658.35508264241,889.405173800034
"CG11601",119.752449789803,-0.499009126614462,0.395593634541608,-1.26141849373458,0.207158108702618,0.257590101576226,91.7029610373699,172.366658649427,190.840284844359,120.936544134414,96.4232576730304,97.8766560032243,131.441900394467,109.725847107068,66.4579382648674
"CG3625",328.327877589183,-0.418339437231292,0.269344942926657,-1.5531735353398,0.120381682007629,0.159182721559746,413.550772678203,339.588043906333,347.329318416734,351.886331642713,210.845523445027,262.309438088641,356.770872499268,413.201838655447,259.46875897028
"Amnionless",66.2358997668294,-2.39662421718801,0.469519933550143,-5.10441420253791,3.31820775237449e-07,2.15465916510743e-06,133.708833512552,154.358201775606,152.672227875487,31.2094307443648,21.8559384058869,31.3205299210318,23.1106638056206,36.5752823690228,11.3119894918923
"CG11562",309.215574139406,0.358276443158942,0.190826224121852,1.87750108669637,0.0604494485396879,0.0858978531536157,292.266211306198,261.1226246704,240.458758903893,343.693856072318,374.979335395118,305.37516673006,306.216295424473,292.602258952182,366.225659800014
"U2af38",896.769330294441,0.704441310293343,0.184094829820171,3.82651327569308,0.000129971143139929,0.000379517654240516,647.837047328516,541.540024562751,824.430030527632,1130.17151083031,993.802375750034,1123.62401091701,950.426049006146,790.816916086979,1068.27600764058
"Hop",5505.49066230714,1.30515694875048,0.0909061793613559,14.3571862542196,9.60481936111973e-47,1.26815631631318e-43,3451.58112704526,3102.59985568968,3389.32345883582,8083.24256279049,7694.14741449595,8804.98397405006,4781.01857478776,4861.5469916447,5380.97200142453
"Pi3K21B",1742.94144966889,0.657575481575979,0.155593614340454,4.22623694656991,2.37631769165806e-05,8.70071951096323e-05,1492.6875528857,1219.42979402729,1385.50046797005,2283.35997683459,2193.30770120253,1982.98105062532,1603.30230151493,1455.10312560004,2070.80107635954
"Plc21C",1353.96933013288,0.338178124447497,0.0809574376973313,4.17723354476478,2.95076014130684e-05,0.00010501312596331,1190.95522947242,1228.4340224642,1236.64504579145,1539.01505358149,1502.48862845175,1575.81416165191,1308.64133799327,1317.69868642993,1286.03180535951
"CR43719",13.4474188955857,-4.43693652243472,1.70674037753258,-2.59965521460807,0.00933174666547374,0.016208308941873,15.9740641807031,25.726366962601,64.8856968470822,3.9011788430456,0.428547811880135,0,10.110915414959,0,0
"CG11912",294.526062270049,0.57405544915424,0.329332454736076,1.74308799785397,0.0813182447825446,0.112191420265991,205.29630632237,155.644520123736,229.008341813231,322.627490319871,326.981980464543,217.286176327158,372.659453865632,562.468531566864,258.761759627037
"CG11911",2712.81303111552,-0.02941885075548,0.191032729847134,-0.153999007285407,0.877610518319866,0.899874518008023,2575.37412513336,2908.36578512204,2507.64134285488,3181.41134650369,2345.87072223186,2300.10141607577,2469.9521942257,3698.05760385174,2428.54274404063
"CG33127",362.967636447631,-0.416813633728055,0.244538041697683,-1.70449403632402,0.0882888292624973,0.12052802092323,340.188403848308,322.865905380643,450.383072232688,330.819965890267,260.557069623122,227.07384192748,436.213779331088,538.744024084255,359.862665710824
"CG43755",45.0990281608964,-5.38436317242134,1.35332200709849,-3.97862677483932,6.93144492342073e-05,0.000219555804411592,118.918033345234,113.196014635444,133.588199391052,7.02212191748209,0.85709562376027,0,30.332746244877,1.97704229021745,0
"CG31921",50.6360435159391,-4.36491947944856,1.20442823936761,-3.6240593974618,0.000290014956018647,0.000769552330122163,105.310497191302,135.063426553655,175.573062056811,12.4837722977459,0,7.83013248025794,11.5553319028103,7.90816916086979,0
"Ent1",465.163410653367,0.145957980334373,0.181314397350368,0.804999395896438,0.420820028393019,0.482346272868335,450.231957093151,410.335553053486,465.650295020237,478.674644041696,500.115296464118,483.510680655928,502.656937772248,365.752823690228,529.542508089209
"CR45367",17.1649550006907,-4.05788358353407,1.36536875036915,-2.97200560832885,0.0029586127956605,0.00585075650704505,21.2987522409375,61.7432807102424,53.4352797564206,0,5.99966936632189,1.95753312006449,7.22208243925643,0,2.82799737297308
"CR45366",16.2826936752327,-2.69642362057733,0.75436539312464,-3.57442645852103,0.000350996447188963,0.000910051101925164,21.8903842476302,51.452733925202,34.3512512719847,4.68141461165472,7.2853128019623,3.91506624012897,10.110915414959,7.90816916086979,4.94899540270289
"al",48.9657570189085,-4.44293595578678,0.731355211187207,-6.07493580113359,1.24037334445649e-09,1.78011551354789e-08,101.169073144453,120.913924724225,171.756256359923,12.4837722977459,2.99983468316095,0,12.9997483906616,9.88521145108724,8.48399211891924
"CR43718",9.65330808806907,-7.5981427356928,2.27631241506295,-3.33791736380908,0.000844088487462551,0.00195722786409434,26.6234403011719,16.7221385256907,30.5344455750975,0,0,0,12.9997483906616,0,0
"CG4213",324.014124224246,-1.14207163534081,0.285336247634378,-4.00254662633759,6.26643132034348e-05,0.000200738653132879,534.243702043516,442.493511756737,389.314181082493,222.367194053599,163.276716326332,240.776573767932,346.659957084309,372.672471705989,204.322810197305
"RpI135",594.975765106446,-0.172241590606311,0.222376296535563,-0.774550135467185,0.438605532105336,0.500394614237749,710.550040037943,598.138031880473,553.436826048642,511.834664207583,497.972557404717,659.688661461732,460.76885962456,762.149802878826,600.242442413536
"AP-2alpha",2629.48384567075,0.529005958340199,0.0956785287386475,5.52899344622257,3.22073375450512e-08,2.88138371577522e-07,2201.46269690357,1899.89220018808,2068.70868771286,2919.64224613533,3013.54821314111,2979.36540873815,2703.94766525761,2775.7673754653,3103.02011749471
"ebi",1481.47433150082,0.964747051657563,0.137287195705211,7.02721799146593,2.10692066537287e-12,6.8265953010568e-11,1043.04722779925,910.713390476076,1076.33920652219,1930.69340942327,1997.03280336143,1969.27831878487,1499.30431438964,1232.68586795058,1674.17444480006
"CG13690",378.213625180073,0.976128514022481,0.231938640628629,4.20856357257615,2.56999226720692e-05,9.32424032095866e-05,214.762418429453,290.707946677391,206.107507631908,495.839830951096,415.262829711851,501.128478736508,411.658699037617,345.982400788053,522.472514656777
"RpLP1",6453.43731403181,0.445455547868835,0.143700538959882,3.09988780204364,0.00193593961477804,0.00402869560165621,5554.24127883115,5347.22537317662,4740.47267553389,7275.69854228005,7826.99723617879,6209.29505684455,7106.52912022833,8224.49592730458,5795.98061590833
"CG11885",49.7891547610567,-0.688283715947913,0.587412701342001,-1.17172086060697,0.241309144960304,0.294962358644581,52.6552485956511,33.4442770513813,103.053753815954,18.7256584466189,40.7120421286129,56.7684604818701,53.4434100504976,50.4145784005449,38.8849638783798
"CG13692",14.6920781452246,-4.35526366556201,1.49821551296663,-2.90696740747138,0.00364951220489583,0.00703441257595737,20.1154882275521,46.3074605326818,53.4352797564206,4.29129672735016,0.85709562376027,0,7.22208243925643,0,0
"BBS8",35.1208907028385,-5.21150436103844,0.752336678369344,-6.9270906375775,4.29583373024976e-12,1.27466178347355e-10,74.5456328432813,127.345516464875,76.3361139377437,4.29129672735016,1.71419124752054,0,15.8885813663641,8.89669030597851,7.0699934324327
"ex",1520.53086177309,-0.115111100726705,0.194050813384002,-0.593200815391144,0.553046767010871,0.609309017211616,1517.5360971668,1475.40714530517,1438.93574772647,1340.44505047047,1157.07909207637,1607.13469157294,1379.41774589798,2226.14961878485,1542.67256695681
"CR43717",8.30965178778498,-7.47020351295688,1.80337852757794,-4.14233806087837,3.43783098966621e-05,0.000119738391295387,19.5238562208594,32.1579587032513,15.2672227875487,0,0,0,2.88883297570257,0,4.94899540270289
"crq",1749.12572724072,0.52047754248408,0.151249324972093,3.44118919261369,0.000579163420908968,0.00140074267148248,1538.24321740104,1179.55392523526,1412.21810784826,1898.31362502599,2101.59846946018,1924.25505702339,1780.96552952064,1668.62369294353,2238.35992070819
"CG4164",557.114541065036,0.689096846412322,0.146817243020338,4.69356890400716,2.68479502779198e-06,1.3276495761653e-05,445.49890103961,389.754459483405,408.398209566929,661.24981389623,723.388706453668,622.495532180506,651.43183602093,557.52592584132,554.287485102724
"CG4133",83.2227750228467,-2.33523187879831,0.361118068260769,-6.46667138547055,1.00185188599456e-10,2.03243806423788e-09,162.107169833802,177.511932041947,194.657090541247,44.8635566950244,34.2838249504108,21.5328643207093,46.2213276112412,34.5982400788053,33.2289691324337
"CG4297",745.192014272777,-0.407951482109093,0.147864834820871,-2.758948620903,0.00579876511925101,0.0106534826703865,911.704922313464,778.222600618681,935.117395737361,666.321346392189,631.679474711319,677.306459542312,593.655176506879,746.333464557087,766.387288075705
"MED15",562.894129701201,0.665030194036347,0.148795015631095,4.46943865166254,7.84251484727389e-06,3.35195050553568e-05,437.807684952605,421.912418186657,442.749460838914,687.387712144635,699.390028988381,673.391393302183,514.212269675058,528.858812633167,660.337386589214
"ush",899.106862022228,0.247970625887742,0.167801996088949,1.47775730722712,0.139472749327985,0.181250511839944,695.167607863933,791.085784099981,877.865310284053,941.354454826904,771.814609196124,1086.43088163579,904.204721394905,952.93438388481,1071.10400501355
"cbt",2004.88742058158,0.244502516458339,0.141172195716895,1.73194526880252,0.0832833076701913,0.114483838862269,2017.46514282214,1713.37603970923,1667.9440895397,2419.90123634119,1807.18612269853,2192.43709447222,2108.84807226288,2209.344759318,1907.48422807034
"lwr",1176.50874562205,0.700250178673507,0.137438957246934,5.09499047941249,3.48758781686777e-07,2.24440866654967e-06,893.36433010599,874.696476728434,744.277110893001,1397.79237946324,1520.48763655072,1182.35000451895,1273.97534228483,1274.20375604515,1427.43167400816
"Spp",516.39683457205,0.240952853030761,0.191321154572055,1.2594156332044,0.207880245695391,0.258366380043754,443.132373012839,497.805200726329,473.283906414011,582.836119151013,568.68294636494,512.873677456895,428.991696891832,656.378040352193,483.587550778397
"Ets21C",156.928768539761,-2.19913847409428,0.304369371249808,-7.22522921759221,5.002573243017e-13,1.95705606079905e-11,243.752386757396,326.724860425033,335.878901326072,74.512515902171,56.5683111681779,64.598592962128,86.6649892710772,137.404439170113,86.2539198756789
"nAChRbeta3",115.810261990914,-1.428016267345,0.380954474406333,-3.74852210246479,0.000177879663941163,0.000500572113279501,176.306337994427,163.362430212516,236.641953207006,56.5670932241612,73.7102236433833,84.1739241627729,86.6649892710772,114.668452832612,50.1969533702722
"rempA",124.640334399909,-3.18409228904223,0.393935104317789,-8.08278382439766,6.33047828871929e-16,4.91667147090532e-14,211.80425839599,364.028092520804,324.428484235411,42.1327315048925,28.7127033959691,25.4479305608383,59.2210760019027,35.5867612239141,30.4009717594606
"CG2789",595.385474562996,0.667874297804276,0.172277403743174,3.87673765272156,0.000105866401400912,0.000317198801776864,533.652070036823,433.489283319827,419.848626657591,739.663508641446,813.812294760377,665.561260821925,668.764833875146,555.548883551103,528.128509402723
"CG11835",174.437043626993,-0.863542048385045,0.35349988214087,-2.44283546335363,0.0145723793170487,0.0240831102429664,278.658675152266,258.54998797414,198.473896238134,136.151141622292,127.70724794028,144.857450884772,142.997232297277,202.646834747288,79.8909257864895
"CG2794",218.941636665436,-0.0924845187327781,0.185335830378325,-0.499010464107182,0.617772012289442,0.669126316838524,221.862002509766,221.246755878369,217.55792472257,197.009531573803,223.701957801431,197.710845126513,213.77364020199,247.130286277181,230.481785897306
"Nle",170.41839760807,-0.289562496607689,0.224960998053569,-1.28716754954446,0.198035895174161,0.247529246066536,207.071202342448,173.652976997557,152.672227875487,145.513970845601,148.277542910527,152.68758336503,206.551557762734,172.002679248918,175.335837124331
"CG2807",866.707017647821,0.232296336043964,0.118500254895123,1.96030241664505,0.0499604537420115,0.0724162449108086,720.016152145027,783.367874011201,854.96447610273,884.007125834134,975.374819839188,876.97483778889,882.538474077136,945.02621472394,878.093184308141
"Ipk2",213.886154320221,0.485672968663668,0.251262410646276,1.93293126263679,0.0532446660479819,0.0767265565133448,165.656961873958,195.520388915768,152.672227875487,238.362027310086,286.698486147811,193.795778886384,265.772633764637,191.773102151092,234.723781956766
"cold",184.052252475224,0.182253682301701,0.27153599049497,0.67119530626301,0.502096118411394,0.560699950670293,143.766577626328,199.379343960158,160.305839269262,183.745523507448,217.273740623229,166.390315205481,200.773891811329,152.232256346743,232.602783927036
"Ptth",28.4635706744663,-4.48007958924732,1.0047334137396,-4.45897342318153,8.23531304977218e-06,3.49438403750912e-05,33.1313923747917,63.0295990583725,141.221810784826,7.80235768609121,1.28564343564041,0,4.33324946355386,3.9540845804349,1.41399868648654
"Pph13",37.8156613478517,-3.07743865700115,0.635656266936371,-4.84135659014781,1.28955724913967e-06,7.00940482551991e-06,60.3464646826563,97.7601944578838,106.870559512841,17.5553047937052,5.99966936632189,5.87259936019346,20.221830829918,15.8163383217396,9.89799080540578
"Gsc",39.1474521631844,-4.51703435914298,1.31809726655972,-3.4269355333181,0.000610433972086914,0.00146785792286312,81.6452169235938,155.644520123736,83.9697253315181,11.3134186448323,1.71419124752054,0,17.3329978542154,0,0.70699934324327
"CG13689",91.0422096782858,-0.691844335338139,0.461515526707822,-1.49907055191262,0.133855330174461,0.174695539644494,84.0117449503647,137.636063249915,137.405005087939,87.3864060842215,41.140589940493,93.9615897630953,103.997987125293,50.4145784005449,83.4259225027058
"CR43648",10.8470935136017,-6.92565936208749,1.61786027405068,-4.28075246865881,1.86262444286206e-05,7.04498010807031e-05,24.2569122744011,36.0169137476414,30.5344455750975,0,0.428547811880135,0,1.44441648785129,4.94260572554362,0
"CR43649",10.4465135428277,-3.83618446660187,1.6749659524775,-2.29030593781781,0.022003587852563,0.0348938890937852,43.7807684952605,24.440048614471,11.4504170906616,5.07153249595928,0,0,4.33324946355386,4.94260572554362,0
"lectin-21Cb",18.8574736705569,-5.80056611335015,1.38095942663226,-4.2003885135829,2.66457350152989e-05,9.62770867918806e-05,24.2569122744011,61.7432807102424,76.3361139377437,2.34070730582736,0,0,4.33324946355386,0,0.70699934324327
"CR44797",11.6829810101082,-4.80046681317603,1.59310876143263,-3.01326998469277,0.00258448877676758,0.00520379211832577,34.3146563881771,25.726366962601,41.9848626657591,3.12094307443648,0,0,0,0,0
"CR44798",8.07031231162176,-7.47679248945244,2.1191933169336,-3.52813140250513,0.000418504350568971,0.00105821623530399,9.46611210708334,28.2990036588611,30.5344455750975,0,0,0,4.33324946355386,0,0
"lectin-21Ca",15.0464385106656,-7.31838678510747,1.65401095433743,-4.42463017909039,9.66076347438944e-06,3.9975224990396e-05,33.7230243814844,34.7305953995114,57.2520854533078,0,0,1.95753312006449,5.77766595140515,1.97704229021745,0
"CG2839",81.2260756894973,-3.93347028627466,0.678670901677003,-5.79584342949581,6.79786627751037e-09,7.54239448885674e-08,176.89797000112,123.486561420485,309.161261447862,16.7750690250961,3.42838249504108,21.5328643207093,41.8880781476873,23.7245074826094,14.1399868648654
"CR45369",2.80800003067995,-6.06473171013995,2.98868674364365,-2.02922963506913,0.0424349064412246,0.0626188560729032,4.73305605354167,16.7221385256907,3.81680569688719,0,0,0,0,0,0
"ds",301.264739950823,-1.69468057100126,0.332682211648723,-5.09399213923305,3.5060130904178e-07,2.25535003672674e-06,520.044533882891,623.864398843074,564.887243139304,117.815601059977,140.563682296684,279.927236169221,192.107392884221,126.530706573917,145.641864708114
