"ctrl_1"	"ctrl_2"	"ctrl_3"	"hot_1"	"hot_2"	"hot_3"	"cold_1"	"cold_2"	"cold_3"
"CG17075"	398.168340504193	509.3820658595	545.803214654868	103.381239340708	74.1387714552634	84.1739241627729	150.219314736534	172.991200394027	141.399868648654
"CR44219"	17.7489602007813	25.726366962601	61.068891150195	0	0	7.83013248025794	10.110915414959	0	0
"CG3345"	90.5196970239844	186.516160478857	125.954587997277	1.9505894215228	0	3.91506624012897	2.88883297570257	0	1.41399868648654
"mbm"	730.665528265495	692.039271293967	541.986408957981	726.789618459396	904.664430878966	1002.25695747302	810.317649684572	814.541423569589	849.106211235167
"CG11555"	354.387572008933	295.853220069912	290.077232963426	402.601656602306	388.692865375283	416.954554573735	486.768356405883	371.68395056088	420.664609229746
"CG17078"	672.093959602917	671.458177723886	503.818351989109	1063.46135261423	1193.50565608618	894.59263586947	941.759550079039	631.665011724475	970.71009827301
"smo"	599.323222779714	547.971616303401	622.139328592611	775.554353997466	817.240677255418	710.584522583408	610.988174361094	658.35508264241	889.405173800034
"CG11601"	91.7029610373699	172.366658649427	190.840284844359	120.936544134414	96.4232576730304	97.8766560032243	131.441900394467	109.725847107068	66.4579382648674
"CG3625"	413.550772678203	339.588043906333	347.329318416734	351.886331642713	210.845523445027	262.309438088641	356.770872499268	413.201838655447	259.46875897028
"Amnionless"	133.708833512552	154.358201775606	152.672227875487	31.2094307443648	21.8559384058869	31.3205299210318	23.1106638056206	36.5752823690228	11.3119894918923
"CG11562"	292.266211306198	261.1226246704	240.458758903893	343.693856072318	374.979335395118	305.37516673006	306.216295424473	292.602258952182	366.225659800014
"U2af38"	647.837047328516	541.540024562751	824.430030527632	1130.17151083031	993.802375750034	1123.62401091701	950.426049006146	790.816916086979	1068.27600764058
"Hop"	3451.58112704526	3102.59985568968	3389.32345883582	8083.24256279049	7694.14741449595	8804.98397405006	4781.01857478776	4861.5469916447	5380.97200142453
"Pi3K21B"	1492.6875528857	1219.42979402729	1385.50046797005	2283.35997683459	2193.30770120253	1982.98105062532	1603.30230151493	1455.10312560004	2070.80107635954
"Plc21C"	1190.95522947242	1228.4340224642	1236.64504579145	1539.01505358149	1502.48862845175	1575.81416165191	1308.64133799327	1317.69868642993	1286.03180535951
"CR43719"	15.9740641807031	25.726366962601	64.8856968470822	3.9011788430456	0.428547811880135	0	10.110915414959	0	0
"CG11912"	205.29630632237	155.644520123736	229.008341813231	322.627490319871	326.981980464543	217.286176327158	372.659453865632	562.468531566864	258.761759627037
"CG11911"	2575.37412513336	2908.36578512204	2507.64134285488	3181.41134650369	2345.87072223186	2300.10141607577	2469.9521942257	3698.05760385174	2428.54274404063
"CG33127"	340.188403848308	322.865905380643	450.383072232688	330.819965890267	260.557069623122	227.07384192748	436.213779331088	538.744024084255	359.862665710824
"CG43755"	118.918033345234	113.196014635444	133.588199391052	7.02212191748209	0.85709562376027	0	30.332746244877	1.97704229021745	0
"CG31921"	105.310497191302	135.063426553655	175.573062056811	12.4837722977459	0	7.83013248025794	11.5553319028103	7.90816916086979	0
"Ent1"	450.231957093151	410.335553053486	465.650295020237	478.674644041696	500.115296464118	483.510680655928	502.656937772248	365.752823690228	529.542508089209
"CR45367"	21.2987522409375	61.7432807102424	53.4352797564206	0	5.99966936632189	1.95753312006449	7.22208243925643	0	2.82799737297308
"CR45366"	21.8903842476302	51.452733925202	34.3512512719847	4.68141461165472	7.2853128019623	3.91506624012897	10.110915414959	7.90816916086979	4.94899540270289
"al"	101.169073144453	120.913924724225	171.756256359923	12.4837722977459	2.99983468316095	0	12.9997483906616	9.88521145108724	8.48399211891924
"CR43718"	26.6234403011719	16.7221385256907	30.5344455750975	0	0	0	12.9997483906616	0	0
"CG4213"	534.243702043516	442.493511756737	389.314181082493	222.367194053599	163.276716326332	240.776573767932	346.659957084309	372.672471705989	204.322810197305
"RpI135"	710.550040037943	598.138031880473	553.436826048642	511.834664207583	497.972557404717	659.688661461732	460.76885962456	762.149802878826	600.242442413536
"AP-2alpha"	2201.46269690357	1899.89220018808	2068.70868771286	2919.64224613533	3013.54821314111	2979.36540873815	2703.94766525761	2775.7673754653	3103.02011749471
"ebi"	1043.04722779925	910.713390476076	1076.33920652219	1930.69340942327	1997.03280336143	1969.27831878487	1499.30431438964	1232.68586795058	1674.17444480006
"CG13690"	214.762418429453	290.707946677391	206.107507631908	495.839830951096	415.262829711851	501.128478736508	411.658699037617	345.982400788053	522.472514656777
"RpLP1"	5554.24127883115	5347.22537317662	4740.47267553389	7275.69854228005	7826.99723617879	6209.29505684455	7106.52912022833	8224.49592730458	5795.98061590833
"CG11885"	52.6552485956511	33.4442770513813	103.053753815954	18.7256584466189	40.7120421286129	56.7684604818701	53.4434100504976	50.4145784005449	38.8849638783798
"CG13692"	20.1154882275521	46.3074605326818	53.4352797564206	4.29129672735016	0.85709562376027	0	7.22208243925643	0	0
"BBS8"	74.5456328432813	127.345516464875	76.3361139377437	4.29129672735016	1.71419124752054	0	15.8885813663641	8.89669030597851	7.0699934324327
"ex"	1517.5360971668	1475.40714530517	1438.93574772647	1340.44505047047	1157.07909207637	1607.13469157294	1379.41774589798	2226.14961878485	1542.67256695681
"CR43717"	19.5238562208594	32.1579587032513	15.2672227875487	0	0	0	2.88883297570257	0	4.94899540270289
"crq"	1538.24321740104	1179.55392523526	1412.21810784826	1898.31362502599	2101.59846946018	1924.25505702339	1780.96552952064	1668.62369294353	2238.35992070819
"CG4164"	445.49890103961	389.754459483405	408.398209566929	661.24981389623	723.388706453668	622.495532180506	651.43183602093	557.52592584132	554.287485102724
"CG4133"	162.107169833802	177.511932041947	194.657090541247	44.8635566950244	34.2838249504108	21.5328643207093	46.2213276112412	34.5982400788053	33.2289691324337
"CG4297"	911.704922313464	778.222600618681	935.117395737361	666.321346392189	631.679474711319	677.306459542312	593.655176506879	746.333464557087	766.387288075705
"MED15"	437.807684952605	421.912418186657	442.749460838914	687.387712144635	699.390028988381	673.391393302183	514.212269675058	528.858812633167	660.337386589214
"ush"	695.167607863933	791.085784099981	877.865310284053	941.354454826904	771.814609196124	1086.43088163579	904.204721394905	952.93438388481	1071.10400501355
"cbt"	2017.46514282214	1713.37603970923	1667.9440895397	2419.90123634119	1807.18612269853	2192.43709447222	2108.84807226288	2209.344759318	1907.48422807034
"lwr"	893.36433010599	874.696476728434	744.277110893001	1397.79237946324	1520.48763655072	1182.35000451895	1273.97534228483	1274.20375604515	1427.43167400816
"Spp"	443.132373012839	497.805200726329	473.283906414011	582.836119151013	568.68294636494	512.873677456895	428.991696891832	656.378040352193	483.587550778397
"Ets21C"	243.752386757396	326.724860425033	335.878901326072	74.512515902171	56.5683111681779	64.598592962128	86.6649892710772	137.404439170113	86.2539198756789
"nAChRbeta3"	176.306337994427	163.362430212516	236.641953207006	56.5670932241612	73.7102236433833	84.1739241627729	86.6649892710772	114.668452832612	50.1969533702722
"rempA"	211.80425839599	364.028092520804	324.428484235411	42.1327315048925	28.7127033959691	25.4479305608383	59.2210760019027	35.5867612239141	30.4009717594606
"CG2789"	533.652070036823	433.489283319827	419.848626657591	739.663508641446	813.812294760377	665.561260821925	668.764833875146	555.548883551103	528.128509402723
"CG11835"	278.658675152266	258.54998797414	198.473896238134	136.151141622292	127.70724794028	144.857450884772	142.997232297277	202.646834747288	79.8909257864895
"CG2794"	221.862002509766	221.246755878369	217.55792472257	197.009531573803	223.701957801431	197.710845126513	213.77364020199	247.130286277181	230.481785897306
"Nle"	207.071202342448	173.652976997557	152.672227875487	145.513970845601	148.277542910527	152.68758336503	206.551557762734	172.002679248918	175.335837124331
"CG2807"	720.016152145027	783.367874011201	854.96447610273	884.007125834134	975.374819839188	876.97483778889	882.538474077136	945.02621472394	878.093184308141
"Ipk2"	165.656961873958	195.520388915768	152.672227875487	238.362027310086	286.698486147811	193.795778886384	265.772633764637	191.773102151092	234.723781956766
"cold"	143.766577626328	199.379343960158	160.305839269262	183.745523507448	217.273740623229	166.390315205481	200.773891811329	152.232256346743	232.602783927036
"Ptth"	33.1313923747917	63.0295990583725	141.221810784826	7.80235768609121	1.28564343564041	0	4.33324946355386	3.9540845804349	1.41399868648654
"Pph13"	60.3464646826563	97.7601944578838	106.870559512841	17.5553047937052	5.99966936632189	5.87259936019346	20.221830829918	15.8163383217396	9.89799080540578
"Gsc"	81.6452169235938	155.644520123736	83.9697253315181	11.3134186448323	1.71419124752054	0	17.3329978542154	0	0.70699934324327
"CG13689"	84.0117449503647	137.636063249915	137.405005087939	87.3864060842215	41.140589940493	93.9615897630953	103.997987125293	50.4145784005449	83.4259225027058
"CR43648"	24.2569122744011	36.0169137476414	30.5344455750975	0	0.428547811880135	0	1.44441648785129	4.94260572554362	0
"CR43649"	43.7807684952605	24.440048614471	11.4504170906616	5.07153249595928	0	0	4.33324946355386	4.94260572554362	0
"lectin-21Cb"	24.2569122744011	61.7432807102424	76.3361139377437	2.34070730582736	0	0	4.33324946355386	0	0.70699934324327
"CR44797"	34.3146563881771	25.726366962601	41.9848626657591	3.12094307443648	0	0	0	0	0
"CR44798"	9.46611210708334	28.2990036588611	30.5344455750975	0	0	0	4.33324946355386	0	0
"lectin-21Ca"	33.7230243814844	34.7305953995114	57.2520854533078	0	0	1.95753312006449	5.77766595140515	1.97704229021745	0
"CG2839"	176.89797000112	123.486561420485	309.161261447862	16.7750690250961	3.42838249504108	21.5328643207093	41.8880781476873	23.7245074826094	14.1399868648654
"CR45369"	4.73305605354167	16.7221385256907	3.81680569688719	0	0	0	0	0	0
"ds"	520.044533882891	623.864398843074	564.887243139304	117.815601059977	140.563682296684	279.927236169221	192.107392884221	126.530706573917	145.641864708114
"CR44988"	12.4242721405469	18.0084568738207	0	0	0	0	0	1.97704229021745	0
"Hsp60B"	101.169073144453	124.772879768615	129.771393694164	7.02212191748209	3.42838249504108	1.95753312006449	15.8885813663641	2.96556343532617	0
"Eaat2"	346.696355921927	385.895504439015	286.260427266539	194.278706383671	153.420116653088	135.06978528445	189.218559908519	205.612398182615	132.915876529735
"GABA-B-R3"	249.07707481763	366.600729217064	423.665432354478	40.9623778519788	31.2839902672499	70.4711923223215	57.7766595140515	58.3227475614147	18.381982924325
"CR44614"	15.9740641807031	20.5810935700808	26.7176398782103	0	0	0	5.77766595140515	0	0
"CG12506"	23.0736482610156	36.0169137476414	34.3512512719847	0.780235768609121	2.57128687128081	11.7451987203869	1.44441648785129	0	0
"CG13946"	2.95816003346354	14.1495018294306	19.0840284844359	0	2.14273905940068	0	5.77766595140515	0	0
"CG13947"	266.234403011719	272.699489803571	263.359593085216	898.831605437707	1284.35779220477	460.020283215154	792.984651830356	190.784581005984	569.134471310832
"Gr21a"	62.7129927094271	104.191786198534	122.13778230039	0	1.71419124752054	1.95753312006449	5.77766595140515	0.988521145108724	2.12099802972981
"CG3544"	139.033521572787	177.511932041947	309.161261447862	19.505894215228	0.85709562376027	0	30.332746244877	0	0
"Pkg21D"	134.300465519245	223.819392574629	190.840284844359	73.3421622492573	33.4267293266506	58.7259936019346	56.3322430262002	45.4719726750013	28.2799737297308
"CR45259"	19.5238562208594	33.4442770513813	19.0840284844359	0	0	0	0	0	0
"Nnf1b"	76.9121608700521	82.3243742803232	64.8856968470822	70.2212191748209	89.9950404948284	68.513659202257	75.1096573682669	42.5064092396751	97.5659093675713
"Dbp21E2"	179.264498027891	216.101482485848	114.504170906616	202.471181954067	200.988923771783	144.857450884772	141.552815809426	173.979721539135	206.443808227035
"Saf6"	105.310497191302	191.661433871378	236.641953207006	139.272084696728	108.851144217554	119.409520323934	132.886316882318	60.2997898516322	118.775889664869
"Pex12"	117.734769331849	128.631834813005	122.13778230039	62.8089793730342	68.5676499008216	70.4711923223215	50.554577074795	74.1390858831543	60.8019435189212
"CG15880"	35.4979204015625	57.8843256658523	41.9848626657591	3.9011788430456	2.14273905940068	0	7.22208243925643	0	0
"CG3876"	124.834353412162	185.229842130727	290.077232963426	229.779433855386	190.70377628666	172.262914565675	121.330984979508	106.760283671742	168.265843691898
"Clp"	127.200881438932	181.370887086337	141.221810784826	173.992576399834	191.989419722301	129.197185924256	215.218056689842	116.645495122829	152.711858140546
"CG3662"	3882.88085992425	3192.64214005879	3099.2462258724	3504.03883682356	3094.11520177458	4077.54148909432	3977.92300754244	4800.25868064796	4201.69709689475
"CG3862"	183.997554081432	149.212928383086	198.473896238134	133.810434316464	142.277873544205	144.857450884772	148.774898248682	187.819017570658	139.985869962167
"dock"	730.073896258803	611.001215361774	629.772939986386	1071.26371030032	1074.79791219538	1027.70488803386	797.31790129391	850.128184793503	926.169139648684
"drongo"	1948.24419803909	1615.61584525134	1713.74575790235	3143.96002961045	3008.40563939855	2903.02161705563	2095.84832387222	2304.24278924844	2226.34093187306
"CR44060"	16.5656961873958	9.00422843691035	57.2520854533078	5.85176826456841	0.428547811880135	5.87259936019346	0	2.96556343532617	0
"CG4291"	178.672866021198	150.499246731216	156.489033572375	166.190218713743	155.134307900609	103.749255363418	177.663228005708	187.819017570658	185.233827929737
"kraken"	325.989235687683	337.015407210073	305.344455750975	342.133384535099	292.698155514132	244.691640008061	362.548538450673	365.752823690228	268.659750432443
"CG13949"	44.3724005019532	68.1748724508927	125.954587997277	5.46165038026384	1.28564343564041	1.95753312006449	7.22208243925643	1.97704229021745	2.82799737297308
"CR45345"	14.7908001673177	20.5810935700808	19.0840284844359	0.39011788430456	0	0	0	0	0
"mir-375"	0	0	0	0	0	0	0	0	0
"CG13950"	57.9799366558855	75.892782539673	61.068891150195	7.02212191748209	22.284486217767	15.6602649605159	27.4439132691744	23.7245074826094	7.0699934324327
"aru"	460.88133321362	536.394751170231	500.001546292221	269.571458054451	275.556243038927	311.247766090253	371.215037377781	449.777121024469	304.716716937849
"snoRNA:Me28S-U1230"	12.4242721405469	19.2947752219508	15.2672227875487	6.24188614887297	0	0	4.33324946355386	0	0
"dbe"	496.970885621875	474.651470459989	412.215015263816	474.383347314345	493.687079285916	593.132535379539	623.987922751756	676.148463254367	678.012370170296
"PNUTS"	1590.89846599669	1474.12082695704	1454.20297051402	2195.97357075037	2406.29596370696	1973.193385025	1952.85109157494	1998.78975540984	2036.15810854062
"CG15824"	169.798385920807	465.647242023078	339.69570702296	18.3355405623143	1.71419124752054	0	23.1106638056206	0	0
"ninaA"	59.7548326759636	87.4696476728434	34.3512512719847	32.7699022815831	26.9985121484485	37.1931292812252	38.9992451719847	45.4719726750013	13.4329875216221
"CR45348"	15.9740641807031	33.4442770513813	57.2520854533078	3.12094307443648	0	0	2.88883297570257	0	0
"Lsp1beta"	95.2527530775261	144.067654990566	206.107507631908	18.3355405623143	36.8551118216916	27.4054636809028	25.9994967813232	10.873732596196	10.604990148649
"snRNA:U1:95Ca"	0	0	0	0	0	0	0	0	0
"snRNA:U1:95Cb"	0	0	0	0	0	0	0	0	0
"snRNA:U1:21D"	0	0	0	0	0	0	0	0	0
"CR45261"	17.7489602007813	21.8674119182109	34.3512512719847	0	0	0	2.88883297570257	0	0
"CR44061"	14.7908001673177	15.4358201775606	0	0	0	0	1.44441648785129	0	0
"GluRIIC"	134.300465519245	203.238299004548	171.756256359923	39.7920241990652	25.7128687128081	7.83013248025794	40.443661659836	11.8622537413047	33.935968475677
"CG4341"	215.354050436146	353.737545735764	438.932655142026	66.3200403317753	50.9971896137361	90.0465235229663	59.2210760019027	68.207959012502	75.6489297270299
"CR44801"	84.6033769570574	165.935066908776	167.939450663036	0	0.85709562376027	0	14.4441648785129	3.9540845804349	2.12099802972981
"IA-2"	5994.41549181053	3847.37817925698	4160.31820960703	4432.90951935272	3449.80988563509	5138.52444016927	3765.5937838283	5819.42398125506	3744.9755211596
"CG4375"	26.0318082944792	54.0253706214621	34.3512512719847	3.51106095874104	0	0	4.33324946355386	3.9540845804349	1.41399868648654
"CG4415"	40.2309764551042	84.8970109765833	103.053753815954	3.51106095874104	3.42838249504108	0	4.33324946355386	0.988521145108724	3.53499671621635
"S"	1821.04331660016	1606.61161681443	1362.59963378873	2406.63722827483	2343.72798317246	2233.54528999358	2126.18107011709	2038.33060121419	2348.65181825414
"ast"	244.935650770781	310.002721899342	274.810010175877	247.724856533396	198.417636900503	201.625911366642	233.995471031908	165.083031233157	224.82579115136
"Atg4a"	459.106437193542	496.518882378199	549.620020351755	422.107550817534	494.972722721556	471.765481935541	508.434603723653	461.639374765774	461.670571137855
"CG4629"	237.836066690469	222.533074226499	305.344455750975	132.640080663551	112.708074524476	107.664321603547	119.886568491657	144.324087185874	96.1519106810847
"mtRNApol"	672.68559160961	666.312904331366	572.520854533078	659.299224474707	706.675341790343	655.773595221603	602.321675433986	688.999238140781	692.152357035161
"CG14339"	107.677025218073	154.358201775606	190.840284844359	19.505894215228	0.428547811880135	0	4.33324946355386	0	0
"CG14340"	36.6811844149479	72.0338274952828	72.5193082408565	0	2.14273905940068	0	11.5553319028103	0	1.41399868648654
"Pino"	4627.74555635037	4012.02692781763	3587.79735507396	4508.98250679211	4270.05039757367	4234.14413869948	4999.1254644533	5805.58468522354	4922.12942765965
"CG4552"	627.129927094271	603.283305272994	339.69570702296	725.619264806482	752.958505473398	657.731128341667	843.539228905151	859.024875099481	756.489297270299
"Iris"	343.738195888464	385.895504439015	438.932655142026	321.067018782653	260.128521811242	289.714901769544	336.54904166935	358.833175674467	247.449770135144
"CG4577"	529.510645989974	379.463912698365	427.482238051365	367.8811648992	331.267458583345	434.572352654316	400.103367134806	485.363882248383	319.563703145958
"CR45717"	7.09958408031251	11.5768651331705	19.0840284844359	0	0	0	0	0	0
"MFS3"	73.9540008365886	132.490789857395	141.221810784826	14.0442438349642	23.5701296534074	17.6177980805804	25.9994967813232	14.8278171766309	17.6749835810817
"CG4749"	93.477857057448	115.768651331705	141.221810784826	94.018410117399	74.9958670790237	99.8341891232888	148.774898248682	60.2997898516322	73.5279316973001
"Tfb4"	118.326401338542	171.080340301297	118.320976603503	133.030198547855	207.417140949985	164.432782085417	187.774143420667	146.301129476091	180.991831870277
"Vps29"	292.266211306198	421.912418186657	339.69570702296	432.640733693757	444.4040809197	346.483362251414	431.880529867535	466.581980491318	448.944582959476
"capt"	1194.50502151258	1085.65268582176	1202.29379451946	1849.15877160362	1984.60491681691	1659.98808581468	1858.96401986461	1845.56897791799	1710.93841064871
"CR43767"	41.4142404684896	34.7305953995114	19.0840284844359	0	0	0	7.22208243925643	0	3.53499671621635
"Tango14"	354.387572008933	337.015407210073	396.947792476267	541.48362341473	660.820725919169	416.954554573735	511.323436699355	399.362542623924	463.791569167585
"CG5080"	633.637879167891	639.300219020635	515.26876907977	564.500578588699	509.971896137361	465.892882575348	701.986413095725	855.070790519046	500.555535016235
"IntS14"	189.322242141667	282.990036588611	270.99320447899	268.010986517233	287.984129583451	252.521772488319	262.883800788934	215.497609633702	337.23868672704
"CG14341"	102.943969164531	168.507703605037	148.8554221786	142.783145655469	194.989254405462	176.177980805804	163.219063127195	189.796059860875	169.679842378385
"Plap"	637.77930321474	666.312904331366	851.147670405843	909.36478831393	1010.08719260148	669.476327062054	791.540235342505	957.876989610353	832.845226340572
"CG31922"	65.6711527428907	55.3116889695922	72.5193082408565	56.9572111084658	59.9966936632189	35.2355961611607	25.9994967813232	46.46049382011	44.540958624326
"CG5118"	363.853684116016	245.68680449284	335.878901326072	320.676900898349	470.545497444389	461.977816335219	434.769362843237	480.42127652284	455.307577048666
"CG4887"	1025.88989960516	966.025079445668	1194.66018312569	1126.66044987157	1311.35630435321	1374.18825028527	1373.64007994657	1589.54200133483	1376.52772129465
"CG4896"	391.660388430573	424.485054882917	335.878901326072	371.782343742246	399.835108484166	352.355961611607	374.103870353483	364.764302545119	376.830649948663
"CG5126"	68.0376807696615	104.191786198534	160.305839269262	27.6983697856238	76.7100583265442	19.5753312006449	69.3319914168617	58.3227475614147	42.4199605945962
"Tgt"	117.143137325156	140.208699946175	145.038616481713	155.65703583752	128.564343564041	150.730050244965	103.997987125293	144.324087185874	106.756900829734
"CG5001"	492.237829568334	492.659927333809	267.176398782103	390.898120073169	314.554093920019	512.873677456895	420.325197964724	479.432755377731	426.320603975692
"CG5139"	23.0736482610156	34.7305953995114	38.1680569688719	0	0.428547811880135	0	5.77766595140515	0	0
"CG43348"	38.4560804350261	25.726366962601	57.2520854533078	22.2367194053599	49.2829983662156	31.3205299210318	40.443661659836	104.783241381525	33.2289691324337
"CG43349"	1211.07071769997	1384.07854258793	1175.57615464125	1585.82919969804	1489.20364628347	1618.87989029333	2365.95420710041	3525.06640345771	2240.48091873792
"CG5011"	237.244434683776	248.2594411891	251.909175994554	284.00581977372	216.416644999468	315.162832330382	242.661969959016	397.385500333707	297.646723505417
"CG14342"	23.0736482610156	56.5980073177222	15.2672227875487	10.5331828762231	5.14257374256162	9.78766560032243	7.22208243925643	1.97704229021745	2.82799737297308
"CR45346"	6.5079520736198	30.8716403551212	19.0840284844359	0	0	0	0	0	0
"CR43263"	21.2987522409375	19.2947752219508	91.6033367252925	0	1.28564343564041	0	0	0	0.70699934324327
"CG42329"	136.666993546016	160.789793516256	198.473896238134	17.9454226780098	14.1420777920445	9.78766560032243	27.4439132691744	107.748804816851	21.2099802972981
"CG5397"	283.391731205808	291.994265025521	213.741119025682	79.1939305138257	128.564343564041	152.68758336503	174.774395030006	171.014158103809	113.826894262166
