"ctrl_1"	"ctrl_2"	"ctrl_3"	"hot_1"	"hot_2"	"hot_3"	"cold_1"	"cold_2"	"cold_3"
"CG31792"	157.965745786953	289.421628329261	316.794872841637	26.5280161327101	7.71386061384244	7.83013248025794	34.6659957084309	12.8507748864134	5.65599474594616
"CG31793"	448.457061073073	464.360923674948	370.230152598057	267.230750748624	284.98429490029	227.07384192748	320.660460302986	337.085710482075	322.391700518931
"RpL30"	1434.70761622982	1273.45516464875	1038.17114955331	1591.68096796261	1587.34109520402	1256.7362630814	1541.19239253732	1580.64531102885	1337.64275741627
"snoRNA:Me28S-A2113"	0.591632006692709	0	3.81680569688719	1.9505894215228	0	0	7.22208243925643	0	2.82799737297308
"robl37BC"	4.14142404684896	23.1537302663409	15.2672227875487	0	0	0	2.88883297570257	0	0
"CR45292"	11.2410081271615	34.7305953995114	34.3512512719847	0	0	0	1.44441648785129	0	0
"CR44184"	27.8067043145573	32.1579587032513	7.63361139377437	0	0	0	1.44441648785129	0	0
"CG15172"	18.340592207474	48.8800972289419	49.6184740595334	0.780235768609121	0	0	0	8.89669030597851	0
"CR43700"	43.1891364885677	59.1706440139823	72.5193082408565	0	1.71419124752054	0	17.3329978542154	0	3.53499671621635
"Side"	58.5715686625782	158.217156819996	118.320976603503	19.1157763309235	5.99966936632189	19.5753312006449	27.4439132691744	27.6785920630443	13.4329875216221
"hk"	354.387572008933	365.314410868934	438.932655142026	457.218160404945	504.400774582919	467.850415695412	456.435610161006	507.111347440775	450.358581645963
"CG31800"	204.704674315677	180.084568738207	236.641953207006	252.406271145051	164.133811950092	201.625911366642	238.328720495462	259.981061163594	232.602783927036
"mib2"	543.709814150599	614.860170406164	564.887243139304	757.999049203761	836.953876601904	614.665399700248	619.654673288202	535.778460648928	680.840367543269
"Catsup"	792.195256961537	738.346731826649	770.994750771212	950.717284050214	917.092317423489	890.677569629341	1009.64712500805	909.439453500026	1034.3400391649
"Ttc19"	190.505506155052	145.353973338696	118.320976603503	62.0287436044251	109.708239841315	93.9615897630953	125.664234443062	97.8635933657637	139.278870618924
"Acn"	2590.16492530068	2382.26158073685	2393.13717194827	3207.9393626364	3298.96105585328	3689.94993132156	3392.93432996267	3557.6876012463	3828.40144366231
"CG10470"	298.182531373125	379.463912698365	282.443621569652	419.766843511707	371.550952900077	362.14362721193	335.104625181498	373.660992851098	361.983663740554
"l(2)37Bb"	116.551505318464	174.939295345687	80.1529196346309	86.2160524313078	113.565170148236	123.324586564063	99.6647376617388	131.47331229946	103.928903456761
"Rpn3"	651.978471375365	551.830571347792	736.643499499227	949.5469303973	1036.65715693805	894.59263586947	810.317649684572	757.207197153283	827.896230937869
"CG10492"	1908.60485359068	1804.70464242646	1625.95922687394	3521.20402373296	3772.07784016895	3476.57882123453	3079.49595209894	2903.28660318432	3641.75361704608
"Phlpp"	89.336433010599	190.375115523247	175.573062056811	10.9233007605277	7.2853128019623	11.7451987203869	18.7774143420667	0.988521145108724	4.94899540270289
"CG10495"	139.033521572787	200.665662308288	148.8554221786	184.525759276057	220.27357530639	144.857450884772	140.108399321575	133.450354589678	197.252816764872
"CG10702"	444.315637026224	452.784058541778	354.962929810508	520.417257662284	521.971234870005	428.699753294122	447.769111233899	404.305148349468	547.217491670291
"CG17343"	105.310497191302	163.362430212516	187.023479147472	139.662202581033	144.420612603606	131.154719044321	145.88606527298	124.553664283699	123.724885067572
"CG17572"	62.7129927094271	86.1833293247134	114.504170906616	17.1651869094007	7.2853128019623	19.5753312006449	15.8885813663641	16.8048594668483	9.89799080540578
"CG10700"	56.7966726425	72.0338274952828	103.053753815954	3.9011788430456	1.28564343564041	0	5.77766595140515	4.94260572554362	2.82799737297308
"Lim3"	201.154882275521	298.425856766172	251.909175994554	72.9520443649528	47.9973549305751	29.3629968009673	89.5538222467797	94.8980299304375	44.540958624326
"CG17344"	0	0	0	0	0	0	0	0	0
"CG43731"	0	0	0	0	0	0	0	0	0
"CR44905"	39.0477124417188	57.8843256658523	30.5344455750975	0	0	0	5.77766595140515	0	0
"amd"	137.850257559401	115.768651331705	125.954587997277	5.46165038026384	32.9981815147704	45.0232617614832	88.1094057589285	5.93112687065234	96.858910024328
"CG10561"	189.322242141667	240.541531100319	248.092370297667	192.718234846453	181.275724425297	180.093047045933	223.884555616949	242.187680551637	203.615810854062
"Ddc"	176.306337994427	280.417399892351	232.825147510118	85.4358166626987	80.5669886334654	90.0465235229663	155.996980687939	137.404439170113	79.1839264432462
"l(2)37Cc"	1434.70761622982	1456.11237008322	1293.89713124476	1946.29812479545	2198.87882275697	1908.59479206287	1665.41221049253	2029.43391090821	1771.03335482439
"l(2)37Cb"	337.230243814844	339.588043906333	358.779735507396	323.797843972785	382.264648197081	479.595614415799	388.548035231996	319.292329870118	417.836611856773
"l(2)37Cd"	148.49963367987	185.229842130727	137.405005087939	163.849511407915	188.132489415379	184.008113286062	166.107896102898	163.105988942939	220.5837950919
"Aats-asn"	809.944217162318	788.513147403721	603.055300108176	861.380288544469	920.949247730411	859.357039708309	833.428313490192	814.541423569589	842.036217802734
"l(2)37Ce"	244.935650770781	223.819392574629	145.038616481713	299.220417261598	274.699147415167	319.077898570511	248.439635910421	329.177541321205	260.882757656767
"l(2)37Cg"	187.547346121589	201.951980656418	194.657090541247	175.162930052748	159.84833383129	95.9191228831598	176.218811517857	174.968242684244	118.775889664869
"brat"	4849.60755886013	4295.01696440624	4664.13656159614	8525.24612570756	8561.52818574134	8307.77056155368	6936.08797466188	6326.53532869583	8652.96496195438
"CR44977"	66.8544167562761	79.7517375840631	110.687365209728	9.36282922330945	5.14257374256162	21.5328643207093	5.77766595140515	3.9540845804349	2.12099802972981
"CG17568"	147.908001673177	131.204471509265	194.657090541247	287.516880732461	255.414495880561	215.328643207093	193.551809372072	130.484791154352	205.029809540548
"CG42688"	20.7071202342448	48.8800972289419	41.9848626657591	0	0	0	4.33324946355386	0	0
"CR17567"	28.39833632125	28.2990036588611	38.1680569688719	8.58259345470033	3.85693030692122	3.91506624012897	11.5553319028103	11.8622537413047	6.36299408918943
"gammaTub37C"	456.739909166771	515.81365760015	477.100712110898	957.349288083391	1226.50383760095	1060.98295107495	830.53948051449	856.059311664155	1053.42902143247
"pigeon"	315.339859567214	289.421628329261	393.13098677938	500.911363447055	464.545828078067	317.120365450447	389.992451719847	257.015497728268	343.601680816229
"drl"	159.149009800339	221.246755878369	190.840284844359	85.4358166626987	76.2815105146641	113.53692096374	129.997483906616	102.806199091307	108.17089951622
"CR44189"	38.4560804350261	29.5853220069912	26.7176398782103	0	0	1.95753312006449	0	0	0
"CG31797"	59.1632006692709	84.8970109765833	61.068891150195	4.29129672735016	0.428547811880135	11.7451987203869	12.9997483906616	0	0
"CR44191"	15.3824321740104	9.00422843691035	34.3512512719847	4.68141461165472	0	0	5.77766595140515	0	0
"CR44190"	39.6393444484115	106.764422894794	103.053753815954	0	0	0	5.77766595140515	0	0
"CG17564"	49.1054565554948	45.0211421845518	57.2520854533078	8.58259345470033	0	0	14.4441648785129	0	0
"CG10750"	35.4979204015625	77.179100887803	80.1529196346309	0	0	0	2.88883297570257	0	0
"CR45700"	94.0694890641407	104.191786198534	110.687365209728	3.51106095874104	2.14273905940068	7.83013248025794	10.110915414959	2.96556343532617	0
"CR45258"	22.4820162543229	45.0211421845518	45.8016683626462	4.29129672735016	0	0	4.33324946355386	0	0
"dnt"	202.929778295599	298.425856766172	293.894038660313	326.528669162917	325.696337028903	371.931292812252	200.773891811329	212.532046198376	359.862665710824
"CG13086"	49.6970885621875	96.4738761097538	87.7865310284053	42.1327315048925	47.9973549305751	46.9807948815477	49.1101605869437	47.4490149652188	28.2799737297308
"CG17349"	38.4560804350261	56.5980073177222	110.687365209728	0	0	0	4.33324946355386	3.9540845804349	0
"CG17350"	59.7548326759636	47.5937788808119	72.5193082408565	10.9233007605277	6.85676499008216	23.4903974407738	5.77766595140515	22.7359863375007	6.36299408918943
"fon"	982.700763116589	863.119611595264	729.009888105453	1066.19217780436	851.095954393949	841.739241627729	1138.20019242681	1223.7891776446	733.865318286514
"CG17549"	792.195256961537	577.556938310393	725.193082408565	610.924606820941	655.678152176607	555.939406098314	873.871975150028	881.760861436982	494.899540270289
"CG17544"	644.28725528836	580.129575006653	572.520854533078	452.926863677595	380.97900476144	411.081955213542	584.988677579771	674.17142096415	443.28858821353
"CG31798"	45.5556645153386	72.0338274952828	80.1529196346309	3.9011788430456	0	0	4.33324946355386	0	0
"Pax"	1602.73110613055	1544.86833610419	1183.20976603503	1736.8048209239	1649.90907573852	1800.93047045933	1877.74143420667	2354.65736764898	1899.70723529467
"snmRNA:359"	0	0	0	0	0	0	0	0	0
"Lectin-galC1"	192.872034181823	174.939295345687	152.672227875487	221.58695828499	195.417802217342	234.903974407738	327.882542742242	321.269372160335	262.296756343253
"lectin-37Da"	91.7029610373699	38.5895504439015	57.2520854533078	16.3849511407915	131.992726059082	37.1931292812252	72.2208243925643	355.867612239141	69.9929349810837
"lectin-37Db"	282.208467192422	122.200243072355	148.8554221786	215.735190020422	258.842878375602	330.823097290898	298.994212985216	285.682610936421	344.308680159472
"CG13085"	49.1054565554948	42.4485054882917	64.8856968470822	8.97271133900489	6.42821717820203	9.78766560032243	24.5550802934719	17.793380611957	9.19099146216251
"CG16771"	224.820162543229	279.131081544221	217.55792472257	120.936544134414	131.564178247202	162.475248965352	171.885562054303	205.612398182615	183.112829900007
"CG9987"	354.979204015625	356.310182432024	320.611678538524	385.82658757721	411.83444721681	356.271027851736	428.991696891832	399.362542623924	383.193644037852
"Rab9"	269.784195051875	282.990036588611	297.710844357201	359.2985714445	322.267954533862	324.950497930705	300.438629473068	227.359863375007	313.200709056769
"CG10237"	1268.45902234917	1040.63154363721	931.300590040474	1298.70243684988	1630.62442420391	1832.25100038036	1409.75049214286	1299.90530581797	1939.29919851629
"RanGAP"	808.760953148933	852.829064810223	942.751007131135	1448.89782230714	1544.48631401601	1376.14578340533	1402.5284097036	1223.7891776446	1411.17068911357
"Hs2st"	266.234403011719	227.678347619019	305.344455750975	332.380437427485	395.121082553485	356.271027851736	342.326707620755	298.533385822835	398.040630245961
"Top2"	3813.06828313451	3232.51800885082	3389.32345883582	5446.43578277597	6142.80433548986	5402.79141137798	4609.13301273345	4624.30191681861	5969.19545500293
"CG10026"	208.254466355834	165.935066908776	209.924313328795	83.0951093568713	64.2821717820203	113.53692096374	76.5540738561182	102.806199091307	69.2859356378405
"tj"	2051.77979921031	1643.9148489102	1904.58604274671	1595.97226468996	1518.34489749132	1096.21854723611	1964.40642347775	3264.09682114901	1641.65247501087
"CR45722"	20.1154882275521	18.0084568738207	53.4352797564206	0	1.28564343564041	0	0	0	0
"CR45723"	26.0318082944792	15.4358201775606	38.1680569688719	7.80235768609121	1.28564343564041	0	4.33324946355386	0	4.24199605945962
"CR43839"	47.9221925421094	69.4611907990227	49.6184740595334	0.39011788430456	2.57128687128081	1.95753312006449	1.44441648785129	3.9540845804349	0
"CG10195"	192.28040217513	230.250984315279	270.99320447899	78.8038126295212	99.8516401680715	78.3013248025794	105.442403613144	101.817677946199	75.6489297270299
"CG13084"	372.136532209714	1099.80218765119	1461.83658190779	3854.75481481336	3367.95725356598	2936.29968009673	3603.81913718896	2711.51350103323	5842.64257256238
"CG13083"	466.797653280547	1116.52432617688	1854.96756868717	4501.57026699032	4473.18206040485	3709.5252625222	4246.58447428278	3057.49590182128	7559.23697795704
"CG10194"	147.316369666484	108.050741242924	213.741119025682	145.123852961296	141.420777920445	84.1739241627729	153.108147712236	209.566482763049	128.673880470275
"CG18094"	60.938096689349	97.7601944578838	114.504170906616	43.6932030421108	23.1415818415273	15.6602649605159	41.8880781476873	16.8048594668483	25.4519763567577
"CG10189"	113.001713278307	150.499246731216	179.389867753698	79.9741662824349	74.5673192671435	58.7259936019346	75.1096573682669	82.0472550440241	98.2729087108145
"swm"	2151.17397633469	1992.50712125345	1786.2650661432	3501.30801163343	3882.21462782215	3241.67484682679	3163.27210839432	2832.11308073649	3361.78187712175
"Top3alpha"	471.530709334089	591.706440139823	427.482238051365	678.805118689935	630.393831275679	618.580465940378	538.76734996853	493.272051409253	644.076401694619
"CG10188"	862.599465757969	1029.05467850404	858.781281799617	1597.53273622717	1610.48267704555	1427.04164452701	1276.86417526054	1075.51100587829	1482.57762278114
"CG10186"	415.917300704974	697.184544686487	580.154465926852	248.1149744177	224.130505613311	256.436838728448	348.10437357216	344.993879642945	207.150807570278
"CR43363"	12.4242721405469	33.4442770513813	41.9848626657591	0	0.85709562376027	0	5.77766595140515	1.97704229021745	0
"CG10132"	210.620994382604	319.006950336252	366.41334690117	94.7986458860082	84.8524667522668	113.53692096374	114.108902540252	125.542185428808	97.5659093675713
"CG10166"	308.831907493594	288.135309981131	255.725981691442	323.407726088481	299.983468316095	315.162832330382	310.549544888027	326.211977885879	272.194747148659
"CG10137"	133.708833512552	208.383572397068	290.077232963426	45.253674579329	28.7127033959691	37.1931292812252	31.7771627327283	78.0931704635892	39.5919632216231
"CG10165"	176.89797000112	153.071883427476	217.55792472257	127.568548167591	102.851474851232	131.154719044321	90.998238734631	124.553664283699	89.081917248652
"CG33116"	376.277956256563	436.061920016087	358.779735507396	747.075748443233	737.530784245713	577.472270419023	610.988174361094	433.96078270273	603.777439129753
"CG31697"	18.9322242141667	30.8716403551212	22.9008341813231	10.1430649919186	0.428547811880135	0	2.88883297570257	4.94260572554362	4.94899540270289
"CR45455"	3.54979204015625	10.2905467850404	0	0	0	0	2.88883297570257	0.988521145108724	1.41399868648654
"CG13082"	59.1632006692709	47.5937788808119	103.053753815954	14.0442438349642	11.1422431088835	0	11.5553319028103	32.6211977885879	13.4329875216221
"CG13081"	24.2569122744011	50.166415577072	57.2520854533078	0	0	0	4.33324946355386	0	0
"ref(2)P"	3203.68731624102	2512.17973389799	2469.47328588601	7533.95658168967	7091.60919099248	7009.92610295092	3559.04222606557	4322.80296756045	3475.60877138391
"CG10337"	50.880352575573	95.1875577616237	110.687365209728	27.3082519013192	24.8557730890478	46.9807948815477	27.4439132691744	57.334226416306	26.158975700001
"Tep4"	1268.45902234917	841.252199677053	851.147670405843	779.455532840512	953.947429245181	873.059771548761	875.31639163788	1052.77501954079	722.553328794622
"Tep5"	97.619281104297	261.1226246704	137.405005087939	7.02212191748209	2.14273905940068	0	15.8885813663641	0	1.41399868648654
"CG13078"	27.2150723078646	47.5937788808119	34.3512512719847	0	4.71402593068149	1.95753312006449	10.110915414959	0.988521145108724	0
"CG13077"	121.284561372005	138.922381598045	99.2369481190669	49.5449713066792	36.4265640098115	72.428725442386	41.8880781476873	117.634016267938	62.922941548651
"spi"	779.77098482099	710.047728167788	774.811556468099	876.594886032347	796.670382285171	839.781708507664	1022.64687339871	1089.35030190981	949.500117975712
"mir-2a-2"	5.32468806023438	9.00422843691035	15.2672227875487	2.34070730582736	2.14273905940068	0	4.33324946355386	11.8622537413047	7.0699934324327
"mir-2a-1"	10.0577441137761	14.1495018294306	30.5344455750975	7.80235768609121	2.99983468316095	0	2.88883297570257	4.94260572554362	3.53499671621635
"mir-2b-2"	8.87448010039063	10.2905467850404	22.9008341813231	5.07153249595928	0.85709562376027	0	1.44441648785129	0	2.12099802972981
"msb1l"	314.748227560521	349.878590691374	324.428484235411	609.364135283723	690.390524938898	544.194207377927	528.656434553571	375.638035141315	671.649376081106
"CG10268"	81.6452169235938	111.909696287314	160.305839269262	83.8753451254805	83.1382755047462	52.8533942417411	41.8880781476873	55.3571841260885	79.8909257864895
"Hakai"	142.583313612943	208.383572397068	160.305839269262	251.626035376441	234.415653098434	160.517715845288	236.884304007611	143.335566040765	183.81982924325
"CG10262"	39.0477124417188	70.7475091471528	64.8856968470822	9.36282922330945	15.856269039565	7.83013248025794	28.8883297570257	18.7819017570658	7.77699277567597
"CG10366"	180.447762041276	253.40471458162	213.741119025682	310.923953790735	283.270103652769	260.351904968577	210.884807226288	212.532046198376	248.156769478388
"Lar"	1327.62222301844	1140.96437479135	1278.62990845721	1336.93398951173	1411.63649233317	1321.33485604353	1162.75527272029	1156.56973977721	1294.51579747843
"CR44978"	28.9899683279427	69.4611907990227	45.8016683626462	3.51106095874104	1.28564343564041	0	1.44441648785129	7.90816916086979	2.82799737297308
"CR44979"	8.28284809369792	21.8674119182109	30.5344455750975	0	0	0	11.5553319028103	5.93112687065234	0
"scw"	53.8385126090365	91.3286027172336	41.9848626657591	0	0	0	7.22208243925643	0	5.65599474594616
"CG10462"	888.631274052449	823.243742803232	862.598087496504	1270.61394917995	1175.93519579909	1288.05679300243	1013.9803744716	852.10522708372	1244.31884410815
"Nf-YB"	143.174945619636	159.503475168126	118.320976603503	161.118686217783	129.849986999681	244.691640008061	161.774646639344	148.278171766309	202.908811510818
"CG10631"	1538.24321740104	1866.4479231367	1709.92895220546	2261.90349319784	2630.42646932027	2705.31077192912	1783.85436249634	2322.03616986039	1730.02739291628
"CG10628"	180.447762041276	223.819392574629	68.7025025439694	202.081064069762	192.846515346061	236.861507527803	235.43988751976	216.486130778811	183.81982924325
"CG10463"	208.254466355834	230.250984315279	328.245289932298	159.168096796261	170.133481316414	152.68758336503	151.663731224385	210.555003908158	209.271805600008
"fbp"	744.273064419428	681.748724508927	709.925859621017	542.263859183339	659.963630295408	698.839323863021	740.98565826771	943.049172433723	620.745423367591
"bsh"	88.7448010039063	126.059198116745	129.771393694164	1.56047153721824	4.71402593068149	0	27.4439132691744	9.88521145108724	0.70699934324327
"CdGAPr"	1004.59114736422	998.183038148919	1114.50726349106	1656.83065464147	1781.04470617384	1383.97591588559	1334.64083477459	1033.99311778373	1552.57055776222
"CG10466"	63.3046247161198	75.892782539673	49.6184740595334	86.6061703156124	67.2820064651812	74.3862585624505	75.1096573682669	76.1161281733717	65.7509389216241
"fs(2)ltoPP43"	509.395157762422	508.09574751137	553.436826048642	713.525610393041	800.527312592093	753.650251224827	782.873736415397	639.573180885344	821.53323684868
"sick"	1139.48324489016	1171.83601514648	1007.63670397822	793.88989455978	748.673027354596	773.225582425472	670.209250362997	825.415156165785	791.839264432462
"snRNA:U4:38AB"	8.87448010039063	5.1452733925202	7.63361139377437	7.02212191748209	6.42821717820203	27.4054636809028	12.9997483906616	1.97704229021745	5.65599474594616
"snRNA:U5:38ABa"	2.36652802677084	2.5726366962601	3.81680569688719	14.0442438349642	5.99966936632189	3.91506624012897	15.8885813663641	2.96556343532617	12.7259881783789
"snRNA:U2:38ABb"	0	0	0	0	0	0	1.44441648785129	0	0
"CG13962"	7.69121608700522	38.5895504439015	26.7176398782103	0	0	0	0	0	0
"snRNA:U2:38ABa"	0	0	0	0	0	0	0	0	0
"snRNA:U5:38ABb"	7.09958408031251	10.2905467850404	15.2672227875487	0	0.428547811880135	0	0	0	2.12099802972981
"CG10481"	71.5874728098178	117.054969679835	68.7025025439694	2.73082519013192	0	11.7451987203869	11.5553319028103	1.97704229021745	0
"CR43097"	21.8903842476302	16.7221385256907	38.1680569688719	0	0	0	7.22208243925643	0	0
"TotF"	5.91632006692709	12.8631834813005	15.2672227875487	0	0	3.91506624012897	0	0	0
"Victoria"	13.0159041472396	38.5895504439015	34.3512512719847	0	0	0	4.33324946355386	0	1.41399868648654
"CR43828"	55.6134086291146	65.6022357546326	99.2369481190669	10.5331828762231	2.99983468316095	0	21.6662473177693	4.94260572554362	14.1399868648654
"CR43827"	15.9740641807031	30.8716403551212	38.1680569688719	0	0	0	0	0	2.12099802972981
"CR45183"	26.6234403011719	69.4611907990227	61.068891150195	2.73082519013192	0	0	2.88883297570257	0	0
"CoIV"	2158.86519242169	2095.41258910385	1713.74575790235	2187.39097729567	2469.72103986522	2257.03568743435	2176.73564719189	2359.59997337452	2054.54009146494
"CG34051"	23.6652802677084	51.452733925202	57.2520854533078	0	0	0	1.44441648785129	1.97704229021745	1.41399868648654
"CG42866"	17.1573281940886	43.7348238364217	22.9008341813231	0	0.85709562376027	0	2.88883297570257	0	0
"CG13965"	44.3724005019532	55.3116889695922	57.2520854533078	39.011788430456	16.7133646633253	48.9383280016121	33.2215792205796	44.4834515298926	16.9679842378385
"CG16772"	5491.52828612172	2997.12175114302	2305.35064091986	3514.18190181548	1685.47854412457	5531.98859730224	2641.83775628	5178.86227922461	2060.90308555413
"CR45701"	14.7908001673177	7.7179100887803	19.0840284844359	0	0	0	0	0	0
"CG10680"	660.261319469063	410.335553053486	458.016683626462	661.639931780534	564.826016058018	790.843380506052	573.433345676961	891.646072888069	489.950544867586
"OS9"	101.169073144453	70.7475091471528	45.8016683626462	55.006621686943	47.1402593068149	48.9383280016121	92.4426552224823	46.46049382011	77.7699277567597
"Hf"	229.553218596771	171.080340301297	167.939450663036	228.609080202472	124.278865445239	274.054636809028	241.217553471165	253.061413147833	149.883860767573
"CG43861"	125.425985418854	183.943523782597	187.023479147472	22.6268372896645	34.2838249504108	23.4903974407738	30.332746244877	36.5752823690228	25.4519763567577
"CR43620"	30.1732323413282	52.7390522733321	38.1680569688719	0	0	0	11.5553319028103	0	0
"CR44908"	15.9740641807031	21.8674119182109	68.7025025439694	5.46165038026384	0	0	10.110915414959	0	0
"CG10659"	77.5037928767449	82.3243742803232	76.3361139377437	2.34070730582736	13.7135299801643	17.6177980805804	30.332746244877	15.8163383217396	36.76396584865
"sNPF"	189.91387414836	189.088797175117	175.573062056811	95.9689995389218	74.5673192671435	133.112252164385	151.663731224385	153.220777491852	80.5979251297328
"barr"	423.60851679198	531.249477777711	534.352797564206	892.589719288834	870.809153740435	694.924257622892	766.985155049033	463.616417055992	721.846329451379
"lok"	1968.35968626664	1794.41409564142	1843.51715159651	3530.95697084058	3862.07288066378	3261.25017802743	2764.61315774736	2618.59251339301	3373.80086595688
"vls"	188.138978128281	195.520388915768	171.756256359923	232.900376929823	224.559053425191	129.197185924256	239.773136983314	182.876411845114	238.258778672982
"bwa"	169.206753914115	207.097254048938	217.55792472257	246.164384996178	218.987931870749	184.008113286062	158.885813663641	124.553664283699	192.303821362169
"CR44907"	40.2309764551042	34.7305953995114	30.5344455750975	0	11.9993387326438	0	5.77766595140515	11.8622537413047	2.12099802972981
"CG10730"	62.7129927094271	95.1875577616237	133.588199391052	0.780235768609121	2.57128687128081	0	10.110915414959	0	0
"pr"	701.675559937553	612.287533709904	637.40655138016	784.917183220775	860.524006255312	875.017304668825	752.54099017052	916.359101515787	822.240236191923
"neb"	307.057011473516	306.143766854952	282.443621569652	349.155506452582	454.260680592943	340.61076289122	284.550048106703	262.946624598921	342.894681472986
"fok"	4211.82825564539	3749.6179847991	3053.44455750975	6023.81025154672	6151.37529172746	6066.39513907984	4467.58019692403	5004.88255768547	4932.73441780829
"CG10747"	193.463666188516	178.798250390077	183.206673450585	125.227840861764	106.279857346274	154.645116485094	144.441648785129	101.817677946199	166.851845005412
"CG10721"	94.6611210708334	96.4738761097538	133.588199391052	62.8089793730342	64.2821717820203	54.8109273618056	50.554577074795	43.4949303847839	53.7319500864885
"Taf13"	253.810130871172	226.392029270889	339.69570702296	320.676900898349	275.984790850807	254.479305608383	319.216043815134	292.602258952182	357.741667681095
"nesd"	234.286274650313	328.011178773163	229.008341813231	290.637823806897	252.4146611974	289.714901769544	394.325701183401	230.325426810333	258.054760283794
"mRpS18B"	122.467825385391	192.947752219508	152.672227875487	155.266917953215	212.131166880667	158.560182725223	137.219566345872	191.773102151092	164.730846975682
"Kua"	171.573281940886	156.930838471866	167.939450663036	76.4631053236938	41.5691377523731	48.9383280016121	60.665492489754	36.5752823690228	33.935968475677
"CG13970"	53.2468806023438	77.179100887803	141.221810784826	0	3.42838249504108	3.91506624012897	15.8885813663641	13.8392960315221	0.70699934324327
"CG10651"	48.5138245488021	50.166415577072	72.5193082408565	0	0	0	4.33324946355386	0.988521145108724	0
"CR40341"	30.1732323413282	37.3032320957715	30.5344455750975	0	0	0	2.88883297570257	0	0
"CR40172"	13.0159041472396	29.5853220069912	19.0840284844359	0	0.428547811880135	0	4.33324946355386	0	0
"CR40465"	27.2150723078646	47.5937788808119	15.2672227875487	0	1.71419124752054	0	2.88883297570257	0	2.12099802972981
"CG17571"	867.924153818204	968.597716141928	1045.80476094709	1186.73860405447	1136.937344918	689.051658262699	1054.42403613144	1995.82419197451	863.953197443276
"CG17570"	59.1632006692709	43.7348238364217	72.5193082408565	24.9675445954919	28.2841555840889	23.4903974407738	7.22208243925643	15.8163383217396	3.53499671621635
"CG12617"	50.880352575573	55.3116889695922	80.1529196346309	20.2861299838371	0	0	15.8885813663641	0	0
"CR43414"	26.6234403011719	29.5853220069912	22.9008341813231	1.9505894215228	0	0	0	0	0
"spir"	1931.086869845	1957.77652585394	1698.4785351148	2583.7507477491	2911.12528610176	2374.48767463822	2166.62473177693	2440.65870727344	2560.75162122712
"CR43606"	30.1732323413282	41.1621871401616	114.504170906616	10.5331828762231	0	1.95753312006449	2.88883297570257	2.96556343532617	4.94899540270289
"La"	1388.56031970779	1095.9432326068	1049.62156664398	1514.4376268703	1939.17884875761	1605.17715845288	1698.63378971311	1598.43869164081	1744.87437912439
"RtGEF"	1489.13776084555	1315.90367013704	1083.97281791596	1398.18249734754	1526.91585372892	1366.35811780501	1554.19214092798	1566.80601499733	1450.76265233519
"snoRNA:Me28S-A3365"	6.5079520736198	12.8631834813005	0	7.80235768609121	0	0	0	0	0
"Ugt37a1"	49.6970885621875	106.764422894794	72.5193082408565	4.68141461165472	7.2853128019623	9.78766560032243	12.9997483906616	31.6326766434792	4.24199605945962
"CG16798"	68.6293127763542	154.358201775606	160.305839269262	12.8738901820505	10.2851474851232	19.5753312006449	20.221830829918	5.93112687065234	21.9169796405414
"CG10947"	267.417667025104	303.571130158692	240.458758903893	161.898921986393	155.562855712489	234.903974407738	154.552564200088	173.979721539135	139.985869962167
"CG10949"	174.531441974349	171.080340301297	248.092370297667	123.667369324546	158.13414258377	131.154719044321	142.997232297277	139.38148146033	139.278870618924
"Arpc2"	2063.61243934417	1616.90216359947	2122.14396746928	3155.27344825528	3355.10081920958	3010.68593865918	2868.61114487265	2306.21983153865	3400.66684100013
"snoRNA:Psi18S-525a"	11.8326401338542	7.7179100887803	7.63361139377437	0	0.85709562376027	0	2.88883297570257	0	4.94899540270289
"snoRNA:Psi18S-640a"	0.591632006692709	1.28631834813005	0	0	0.428547811880135	0	0	0	1.41399868648654
"snoRNA:Psi18S-525b"	5.32468806023438	2.5726366962601	3.81680569688719	0	0.428547811880135	1.95753312006449	0	0	0.70699934324327
"snoRNA:Psi18S-525c"	2.95816003346354	2.5726366962601	7.63361139377437	4.29129672735016	5.99966936632189	5.87259936019346	0	0	0
"snoRNA:Psi18S-640b"	5.91632006692709	6.43159174065025	22.9008341813231	4.29129672735016	6.42821717820203	13.7027318404514	4.33324946355386	12.8507748864134	12.0189888351356
"snoRNA:Psi18S-525d"	1.77489602007813	9.00422843691035	11.4504170906616	0	0	0	0	0	0
"snoRNA:Psi18S-640c"	0	0	0	0	0.428547811880135	0	0	0	0
"snoRNA:Psi18S-525e"	3.54979204015625	15.4358201775606	7.63361139377437	0	0	0	0	0	0
"snoRNA:Psi18S-640d"	4.73305605354167	0	19.0840284844359	0	0	5.87259936019346	0	1.97704229021745	0
"snoRNA:Psi18S-525f"	0	9.00422843691035	0	0	0.428547811880135	0	0	0	0
"snoRNA:Psi18S-525g"	8.87448010039063	9.00422843691035	0	0	2.99983468316095	0	8.66649892710772	9.88521145108724	0.70699934324327
"snoRNA:Psi18S-640e"	5.32468806023438	0	7.63361139377437	0	1.28564343564041	0	4.33324946355386	5.93112687065234	4.94899540270289
"snoRNA:Psi18S-525h"	15.3824321740104	14.1495018294306	3.81680569688719	1.9505894215228	1.28564343564041	0	2.88883297570257	0	3.53499671621635
