"gene","cold_1","cold_2","cold_3","hot_1","hot_2","con_1","con_2","con_3","con_4"
"CG30007",576,1212,686,2741,546,165,707,465,1250
"CG30008",249,206,1274,3537,67,540,4198,4464,13759
"CG30010",17,11,26,92,56,22,153,46,51
"CG30015",6227,6202,5388,6089,3574,301,1771,3120,11467
"CG30016",0,32,6,46,122,11,128,99,250
"CG30020",4561,6965,5579,8905,1566,872,4525,488,1667
"CG30022",188,420,97,752,2088,102,601,184,487
"CG30025",5,4,1,0,10,8,34,6,32
"CG30026",3948,6169,3636,1695,424,22,74,60,85
"CG30031",0,0,0,0,0,0,0,0,0
"CG30033",6,0,8,81,6,38,237,52,136
"CG30036",0,10,0,9,80,1,4,10,53
"CG30037",1,1,0,28,12,0,0,70,251
"CG30039",269,268,476,856,130,0,3,657,2089
"CG30043",57,3,56,120,816,19,238,35,258
"CG30046",353,162,264,635,322,80,295,222,217
"CG30047",73,32,69,315,1025,39,459,107,556
"CG30048",4,0,2,63,15,0,0,143,467
"CG30049",16,1,0,53,416,9,20,10,21
"CG30050",0,0,0,4,0,0,8,1,4
"CG30051",125,78,286,489,276,31,167,95,328
"CG30053",0,1,0,0,0,0,9,2,33
"CG30054",45,1,4,93,18,68,347,89,379
"CG30056",44,18,118,288,20,0,14,307,1652
"CG30058",0,0,0,0,0,0,0,0,0
"CG30059",72,7,0,207,0,51,167,14,18
"CG30060",30,24,170,168,4,1,11,130,650
"CG30062",18,0,0,22,0,0,23,6,21
"CG30065",72,119,168,214,90,1,1,131,368
"CG30069",1227,1359,1271,1668,5570,127,803,551,1581
"CG30075",0,0,0,8,16,0,1,20,59
"CG30076",232,177,46,2,0,0,23,11,37
"CG3008",2616,3179,2012,3553,3833,222,1311,337,797
"CG30080",0,0,0,0,0,0,0,0,0
"CG30082",0,54,0,0,23,1,8,2,21
"CG30083",6,1,15,10,0,0,1,5,0
"CG30087",1,32,18,0,0,0,0,14,59
"CG30088",21,18,1,0,0,0,0,4,48
"CG30089",3221,1554,1960,786,433,55,459,181,973
"CG3009",128,192,222,212,280,13,411,143,753
"CG30090",56,43,40,36,387,2,20,30,74
"CG30091",66,0,0,0,687,4,0,29,6
"CG30093",42,116,0,156,1,3,4,231,921
"CG30094",178,186,224,520,230,49,244,134,439
"CG30095",9,0,0,0,0,1,0,0,2
"CG30096",16,60,33,160,66,17,83,2,42
"CG30098",1,0,0,8,0,0,2,2,0
"CG30099",4,6,20,82,35,1,6,99,465
"CG30100",0,0,0,0,0,0,0,0,0
"CG30101",24940,15716,9615,384,0,11,121,11,56
"CG30103",9,0,39,125,54,1,1,238,729
"CG30105",33,102,106,379,88,73,279,23,43
"CG30108",16,4,0,59,73,20,103,52,119
"CG30109",133,74,128,405,218,132,751,194,837
"CG3011",4033,3400,2894,5392,7517,1440,6900,1473,1723
"CG30110",12,7,230,183,8,0,1,142,470
"CG30114",0,0,0,0,0,0,0,1,27
"CG30116",1013,1252,478,679,223,41,796,384,2302
"CG30118",5086,6607,6893,10796,2636,1126,7838,1724,5741
"CG30120",0,0,0,0,0,0,0,0,0
"CG30122",10488,10663,9450,15770,5546,1528,8717,1413,4748
"CG3014",165,133,50,258,54,20,383,166,613
"CG30148",56,26,246,47,614,11,24,20,25
"CG30151",69,115,84,357,218,14,98,92,214
"CG30152",2075,2278,1576,2401,1896,197,1202,610,1827
"CG30154",14,1,56,62,76,10,53,41,90
"CG30156",408,1002,924,1783,370,3,48,822,3598
"CG30157",2,10,46,54,19,2,65,44,289
"CG30158",235,104,54,79,37,3,116,100,424
"CG30159",367,410,315,1099,923,224,1529,286,885
"CG3016",1569,1944,1266,5181,1379,259,1879,774,3850
"CG30160",0,0,0,0,0,0,0,0,0
"CG30161",8,0,4,43,0,1,3,43,127
"CG30172",32,56,28,24,36,6,47,31,139
"CG30177",43,64,170,289,25,0,2,470,1566
"CG30178",66,57,348,284,28,1,21,144,1045
"CG30183",1777,2801,2802,7436,607,587,3297,479,1478
"CG30184",0,0,0,33,14,11,137,60,245
"CG30185",870,1288,707,1355,1453,150,1339,111,394
"CG30187",4,16,0,30,826,3,49,14,43
"CG30192",0,0,4,68,1,0,0,106,379
"CG30195",0,16,0,18,124,4,25,2,19
"CG30196",19,24,64,99,1270,1,16,8,84
"CG30197",524,492,388,553,918,174,530,790,1113
"CG30203",213,107,40,353,30,6,25,48,104
"CG3021",318,242,390,748,695,141,786,181,513
"CG30222",69,142,218,350,90,0,1,223,569
"CG30259",0,0,0,0,1,1,19,4,63
"CG30263",70,12,82,75,22,11,42,25,193
"CG30265",0,0,0,24,52,0,15,1,10
"CG30268",23,78,204,148,122,0,0,226,743
"CG30269",1166,1261,1021,542,2001,19,309,104,357
"CG30270",105,160,56,304,32,0,0,343,1096
"CG30271",1187,1378,1957,1218,175,5,57,944,3344
"CG30272",27,12,0,163,553,43,269,13,352
"CG30273",1397,1276,1374,585,1423,13,135,70,192
"CG30274",0,0,0,31,0,1,12,3,41
"CG30275",97,105,13,273,56,0,0,562,2136
"CG30278",237,312,484,756,23,0,0,547,2234
"CG30280",8,12,40,7,8,6,40,13,40
"CG30281",0,0,0,1,1,18,48,49,71
"CG30283",0,0,0,0,78,2,9,2,19
"CG30284",84,204,122,135,1,8,22,126,700
"CG30285",6,0,1,66,1,11,55,47,147
"CG30286",0,0,0,0,10,6,15,7,17
"CG30287",6,0,0,0,0,8,25,10,30
"CG30288",0,0,0,1,269,0,0,2,3
"CG30289",0,0,0,26,650,0,0,2,3
"CG30291",1354,1243,1808,2322,3083,155,1479,162,725
"CG3032",117,118,31,100,70,18,162,9,29
"CG30323",12,0,0,58,0,3,19,24,122
"CG30324",70,24,51,590,50,0,7,833,3890
"CG30325",25,0,5,40,0,0,0,46,178
"CG30334",68,52,134,238,68,13,118,295,2080
"CG30338",16,32,62,142,120,13,93,39,100
"CG30339",31,118,144,107,718,18,69,75,261
"CG30340",4,0,4,34,16,2,13,21,30
"CG30343",2,0,0,63,14,34,122,50,139
"CG30344",1441,1544,1204,1258,1274,224,1269,395,1429
"CG30345",430,290,254,305,764,103,482,263,874
"CG30349",1478,1673,1517,3772,1369,596,3150,216,430
"CG30350",128,71,349,312,73,2,6,908,4067
"CG30354",0,0,4,96,10,3,7,68,341
"CG30355",34,100,136,468,28,4,32,353,1325
"CG30356",104,66,18,213,0,7,7,130,647
"CG30357",8,0,0,166,54,11,65,126,510
"CG3036",903,1273,941,2808,3118,462,3016,1098,3034
"CG30369",16,0,0,48,0,0,0,199,355
"CG30371",172,411,178,408,1214,70,488,427,1135
"CG30373",444,317,813,1096,853,124,797,163,683
"CG30375",22,102,17,38,0,0,0,3,15
"CG30376",815,797,1837,2926,334,0,0,2130,9313
"CG30377",665,1105,1068,3603,264,684,5179,124,105
"CG30378",246,170,286,869,51,1,2,794,2827
"CG30379",15,30,0,0,24,0,0,2,6
"CG3038",149,170,78,779,247,112,484,31,48
"CG30380",0,0,0,4,47,0,4,5,0
"CG30381",106,210,181,253,123,56,429,57,182
"CG30382",0,0,0,0,0,0,0,0,0
"CG30383",0,10,10,0,13,0,14,11,19
"CG30384",96,48,73,215,37,0,1,407,1317
"CG30385",0,1,1,41,23,0,1,32,174
"CG30389",19500,19081,17399,13701,2927,1082,6022,951,3385
"CG30391",179,135,282,317,16,2,4,191,664
"CG30392",1716,1438,1242,2197,1335,192,927,335,1115
"CG30393",76,192,269,283,63,0,1,314,1126
"CG30394",815,737,604,2745,1631,209,687,188,509
"CG30395",336,373,668,1988,35,0,4,748,2083
"CG30398",9,1,100,94,24,3,26,172,898
"CG3040",852,992,355,1554,803,83,682,135,365
"CG30401",167,68,42,240,63,0,2,22,85
"CG30403",191,402,22,474,73,41,417,12,37
"CG30409",1,0,24,12,8,0,18,23,103
"CG30411",133,168,122,76,93,23,186,81,264
"CG30412",200,108,384,865,12,1,3,843,4289
"CG30413",30,28,10,0,256,0,37,0,2
"CG30414",12,4,4,70,631,4,59,8,34
"CG30415",4193,5247,6172,11148,14750,620,2859,1045,2827
"CG30416",383,667,1136,960,84,0,0,490,1849
"CG30417",42,0,0,64,107,0,0,7,136
"CG30419",501,422,311,68,50,0,46,20,127
"CG30421",3213,2561,3018,4506,1319,716,3389,701,2415
"CG30423",789,643,502,861,972,277,1463,324,1250
"CG30424",221,256,240,293,596,23,102,73,251
"CG30427",290,427,713,1289,138,25,139,792,3657
"CG30428",92,165,87,453,382,10,62,55,128
"CG30429",153,178,134,624,54,0,0,220,623
"CG30430",160,18,195,948,60,0,5,1062,3740
"CG30431",250,215,170,290,530,35,179,254,820
"CG30432",4,4,37,96,19,0,1,87,232
"CG30438",445,354,1899,1657,263,16,94,1172,4973
"CG30440",414,519,728,3075,933,197,669,47,74
"CG30441",0,0,0,0,0,4,16,0,7
"CG30447",6,7,7,74,56,0,1,107,253
"CG3045",35,227,164,682,120,106,464,38,99
"CG30456",686,590,954,1388,1673,204,1032,390,976
"CG30457",88,7,7,0,10347,0,5,0,0
"CG30458",3,0,0,0,19,1,2,0,0
"CG30460",3243,3952,4794,3876,2058,146,818,2500,8639
"CG30461",0,0,0,0,0,0,0,0,0
"CG30463",3977,4675,2923,6477,6255,672,3034,955,2802
"CG30466",30,2,18,85,20,16,127,165,477
"CG30467",574,660,669,1653,506,186,1024,104,293
"CG30471",0,0,0,4,0,0,1,1,2
"CG30472",62,0,0,35,12,1,0,25,42
"CG30479",0,0,0,0,0,0,1,3,1
"CG30480",0,0,0,0,0,0,0,0,0
"CG30484",0,0,6,48,4,0,0,27,64
"CG30485",48,103,148,362,7,6,37,254,1024
"CG30486",12,0,1,95,9,0,44,57,318
"CG30487",36,47,121,308,84,0,0,243,802
"CG30491",194,180,182,580,516,47,428,189,738
"CG30493",296,124,176,398,381,85,549,203,577
"CG30495",24,258,24,116,246,26,113,49,202
"CG30496",233,234,232,809,436,128,670,235,722
"CG30497",0,0,0,0,0,0,0,0,0
"CG30499",799,1547,1184,3433,1138,506,3925,667,2203
"CG30503",0,0,0,0,0,0,0,0,0
"CG3061",2542,3886,2681,6415,4301,429,2297,1095,3661
"CG3062",130,125,120,226,22,1,1,86,345
"CG3065",1606,1640,1722,2156,808,203,1234,189,633
"CG3071",950,1069,742,3186,904,451,2491,126,330
"CG3077",1255,1259,1478,2680,1553,114,532,98,293
"CG3078",687,554,463,148,123,23,341,147,872
"CG3081",0,80,0,8,0,0,2,2,20
"CG3085",3296,3176,3884,5886,565,36,317,2527,13363
"CG3088",688,354,590,1340,36,103,747,486,1435
"CG3091",630,486,634,955,879,225,1105,613,1967
"CG3092",144,116,478,961,34,0,5,1042,4836
"CG3097",271,278,209,781,143,80,646,371,1183
"CG31002",30,0,0,0,0,1,37,1,3
"CG31007",58,102,110,392,47,0,0,542,2867
"CG31008",36,144,34,89,0,0,2,220,978
"CG31010",263,159,219,487,16,1,5,344,1392
"CG31013",61,94,27,158,92,1,1,113,373
"CG31016",0,0,1,37,0,0,23,33,174
"CG31019",0,0,0,17,71,9,102,19,151
"CG31021",15,72,48,397,0,0,0,122,626
"CG31028",30,60,40,26,482,1,15,16,31
"CG31029",920,732,718,1564,223,7,54,3671,14861
"CG31030",920,542,467,431,311,12,444,210,1171
"CG31036",40,173,1,50,20,2,55,27,202
"CG31038",2515,2643,1895,3143,1382,220,1639,782,3752
"CG3104",149,229,111,507,418,19,232,102,594
"CG31041",1096,1358,1984,624,3786,31,572,6,147
"CG31050",67,140,255,244,54,0,0,130,405
"CG31051",164,112,62,100,27,10,50,16,50
"CG31053",54,38,92,243,0,23,68,30,70
"CG31055",1030,1199,609,1003,135,5,39,719,3141
"CG3106",244,520,932,2136,5392,116,1365,127,987
"CG31064",2266,1916,1616,2426,1308,216,1502,283,1314
"CG31068",28,260,229,319,144,4,80,269,889
"CG3107",384,399,384,3162,2094,594,1927,451,1431
"CG31075",4722,3207,1861,1643,19485,351,2691,624,1269
"CG31076",446,464,270,57,1114,5,42,11,37
"CG31077",35,88,354,1345,15,119,421,356,799
"CG3108",128,44,7,13,0,6,162,4,18
"CG31086",0,0,0,0,0,0,0,0,0
"CG31087",168,207,121,172,3892,84,201,192,271
"CG31088",26,9,9,103,19,1,3,81,256
"CG31089",0,0,0,0,18,17,11,58,38
"CG31091",1,30,0,2,580,85,127,377,832
"CG31093",30,10,86,45,4,0,0,93,340
"CG31097",36,0,0,106,107,0,8,16,27
"CG31098",354,456,556,748,1871,71,417,105,316
"CG31099",18,0,7,216,50,0,0,364,1926
"CG31100",257,332,361,290,469,43,307,222,642
"CG31102",125,115,192,283,461,38,181,163,335
"CG31103",56,44,286,188,341,32,160,173,437
"CG31104",22,32,18,162,157,65,66,777,625
"CG31106",7,17,48,18,44,82,303,692,963
"CG31108",633,911,1018,3631,865,378,1873,933,3186
"CG31109",411,386,514,700,259,84,321,70,246
"CG31111",22,1,32,166,75,23,96,16,33
"CG31115",48,12,0,180,28,12,68,266,1708
"CG31121",172,391,88,433,543,45,443,102,338
"CG31122",5023,3919,3547,6212,1223,280,1733,192,643
"CG31125",200,117,254,53,252,3,35,33,158
"CG31126",327,330,238,972,773,76,376,116,344
"CG31128",4,0,104,107,38,0,2,243,1075
"CG31131",0,0,0,0,0,0,0,0,0
"CG31139",67,28,45,171,28,0,0,294,1751
"CG31140",3868,2357,2208,1108,1168,96,1029,689,3278
"CG31141",63,81,120,489,77,0,0,472,1912
"CG31142",98,146,162,289,692,122,574,138,314
"CG31145",1147,1161,1422,3127,1470,331,1865,900,3030
"CG31148",208,110,227,113,2792,33,157,224,399
"CG31156",379,310,494,1792,457,138,757,95,457
"CG31157",12,40,51,154,55,9,72,280,704
"CG31161",1009,1916,1519,1581,222,4,32,1273,4898
"CG3117",6,0,30,4,281,0,1,1,10
"CG31174",36,8,1,155,8,5,10,95,371
"CG31176",188,184,187,319,666,17,108,82,169
"CG31178",271,363,815,1814,158,1,13,1480,5024
"CG31183",1207,1043,830,785,606,77,395,237,729
"CG31189",8,4,8,38,0,10,4,29,68
"CG3119",1,0,0,12,351,1,9,2,49
"CG31191",731,494,310,196,108,5,167,54,396
"CG31195",5055,6582,5643,5601,2733,537,2805,367,928
"CG31198",14080,17453,23492,17250,104293,2061,12427,3242,14540
"CG31199",245,41,94,292,7,58,171,273,479
"CG31200",274,114,96,300,18,47,225,339,540
"CG31202",10,0,0,68,11,8,56,12,123
"CG31204",97,111,627,769,27,0,3,1060,4377
"CG31205",45,148,125,954,0,48,71,190,207
"CG31206",94,72,113,449,110,0,1,522,1740
"CG31207",20,17,19,58,0,15,63,63,164
"CG3121",541,578,648,747,137,2,4,635,2014
"CG31211",6180,5414,5007,5305,2423,491,4536,1166,6089
"CG31213",354,337,435,582,137,6,17,426,1033
"CG31219",0,0,0,0,0,0,0,5,19
"CG31220",0,0,98,14,0,0,1,9,46
"CG31221",706,583,713,1081,328,45,497,395,1296
"CG31223",487,387,497,1453,673,82,454,28,80
"CG31224",15721,15777,14391,17578,3038,1701,8764,985,3673
"CG31226",119,155,267,990,107,0,7,1976,6366
"CG31229",430,766,585,1527,1430,81,580,165,623
"CG3123",7,0,6,53,26,0,5,38,106
"CG31230",30,7,18,98,14,0,1,47,159
"CG31231",386,392,748,1207,162,0,0,894,3263
"CG31233",4588,5130,5201,6181,39362,639,3484,775,4392
"CG31235",269,312,37,27,12,9,21,36,76
"CG3124",4265,4024,5299,4195,300,2,13,5657,29831
"CG31244",93,122,634,678,74,0,4,630,2382
"CG31245",109,97,344,553,95,0,0,424,1573
"CG31248",32,6,118,185,371,7,70,103,305
"CG31249",778,1633,1364,1336,636,143,929,99,331
"CG31251",107,30,75,194,84,31,182,19,42
"CG31253",0,0,0,0,0,0,0,0,0
"CG31259",90,174,83,347,1165,25,175,17,198
"CG31262",63,48,20,772,195,0,0,1,0
"CG31265",88,72,72,208,1118,33,403,37,304
"CG31266",132,283,71,468,2879,67,986,70,666
"CG31267",91,366,208,412,2725,25,515,64,384
"CG31268",0,0,0,0,0,0,0,0,0
"CG31269",0,0,0,113,383,7,78,7,57
"CG31272",107,154,314,761,665,154,891,603,1428
"CG31274",0,0,0,0,0,0,0,0,0
"CG31275",22,28,0,115,0,0,0,161,522
"CG31278",179,222,633,195,192,25,234,24,137
"CG31279",4,6,16,105,74,4,10,66,235
"CG31286",91,20,89,542,103,63,456,949,3779
"CG31287",115,109,150,539,142,271,1536,496,1536
"CG31288",201,271,184,424,3780,120,197,405,523
"CG31294",12,49,2,142,20,0,0,196,597
"CG31296",6,6,20,389,1,3,8,48,170
"CG31300",59,234,454,294,0,91,334,560,819
"CG31301",1198,1693,1693,2766,1323,359,2072,157,536
"CG31313",282,223,670,488,5500,168,370,1213,1346
"CG31320",259,244,317,1455,681,46,229,360,999
"CG31321",52,63,11,73,1924,25,135,86,154
"CG31323",217,61,84,124,277,16,144,61,237
"CG31324",625,365,583,951,366,96,738,160,818
"CG31326",110,102,280,942,104,58,188,246,299
"CG31327",212,356,222,1247,199,0,2,572,1988
"CG31337",66,62,0,0,73,0,6,13,70
"CG31342",5956,8026,6405,10298,1026,1310,7238,599,1765
"CG31343",3268,6353,5772,7664,26418,1533,8856,2608,11712
"CG31344",224,503,295,502,243,135,920,135,480
"CG31345",0,0,0,23,62,8,62,46,194
"CG31347",72,85,65,350,24,35,184,395,1447
"CG31357",777,784,652,1394,594,199,1554,207,539
"CG31358",0,0,0,0,0,0,0,0,2
"CG31360",136,131,80,366,236,28,118,61,181
"CG31365",1043,1496,1042,3023,964,399,2864,158,266
"CG31368",455,168,495,1581,556,283,1259,151,455
"CG31370",96,122,34,181,458,14,44,36,88
"CG31371",0,0,0,0,0,0,3,4,27
"CG31373",90,119,32,436,576,127,986,375,1093
"CG31380",36,39,112,81,345,0,0,42,143
"CG31381",276,56,132,450,138,41,291,36,52
"CG31388",267,311,221,450,97,50,358,399,1401
"CG31391",150,80,456,651,93,0,12,488,1722
"CG31404",16,50,40,62,0,0,1,92,303
"CG31406",109,97,179,322,109,1,0,135,350
"CG31407",254,114,423,452,10,0,1,728,3178
"CG31413",41,0,112,274,1,0,5,100,333
"CG31414",182,232,170,508,219,25,225,294,511
"CG31415",151,392,416,395,29,0,3,500,2490
"CG31418",147,158,199,383,6,0,0,191,1068
"CG31419",89,48,88,295,1,0,0,31,236
"CG31427",0,0,0,2,0,0,5,7,10
"CG31431",166,288,220,377,635,25,270,125,405
"CG31436",79,176,10,132,371,42,181,138,329
"CG31437",3,0,0,0,0,0,11,9,36
"CG31441",504,418,392,688,295,65,463,27,106
"CG31445",164,112,374,551,142,38,120,586,1545
"CG31446",26,76,11,205,1040,54,203,106,286
"CG31454",6,0,0,55,45,6,33,15,49
"CG31457",832,799,533,1110,226,138,842,60,196
"CG31459",4,52,23,280,56,0,2,564,2240
"CG31460",12,0,2,85,58,43,338,39,115
"CG31463",136,172,394,118,2347,38,53,64,104
"CG31464",31,30,1,4,292,0,6,0,0
"CG31465",78,66,334,428,130,39,65,204,490
"CG31467",37,34,26,126,86,10,84,185,546
"CG31468",228,168,419,2403,208,0,5,1768,5778
"CG31469",3,90,0,44,68,6,40,25,90
"CG31472",375,240,254,992,1545,207,1365,299,649
"CG31473",68,52,125,313,42,3,27,617,3088
"CG31475",324,132,170,95,659,6,107,68,261
"CG31477",30,0,46,27,8,0,5,19,89
"CG31482",34,47,212,239,20,0,0,387,1262
"CG3149",151,294,102,530,770,161,976,264,1044
"CG31493",2,3,0,53,2,0,0,105,637
"CG31495",54,80,19,246,92,58,216,45,107
"CG31496",4901,3624,2716,398,4651,0,0,94,631
"CG31510",550,849,548,2762,565,175,668,209,655
"CG31515",1,0,14,83,0,0,0,26,171
"CG31516",0,0,13,67,0,0,22,98,437
"CG31517",359,669,457,1683,58,130,845,12,62
"CG31522",4567,5682,5298,5202,3186,477,2636,1354,4510
"CG31523",5462,7334,7880,22985,7510,1737,9837,5969,16060
"CG31524",24,18,22,68,0,0,0,85,406
"CG31525",42,223,231,341,71,3,22,157,380
"CG31526",1,0,0,1,0,0,0,30,114
"CG31528",136,172,235,162,51,0,35,303,1076
"CG31533",141,111,165,558,81,2,1,854,2899
"CG31538",2206,2724,4603,7023,626,17,162,9520,43825
"CG31542",0,0,0,0,0,0,0,0,0
"CG31544",0,0,0,0,0,0,0,3,3
"CG31546",67,151,178,359,57,2,4,690,3454
"CG31547",3346,2495,1692,1598,1926,123,1871,873,4585
"CG31548",1301,2054,2029,2864,4417,279,2225,403,1012
"CG31549",759,734,658,2499,1263,343,2360,286,1106
"CG31550",4331,4155,5397,5092,2274,391,2379,633,2455
"CG31551",17,28,5,56,82,1,4,34,79
"CG31556",0,0,0,0,0,0,1,0,2
"CG31559",6,0,20,74,0,3,70,12,94
"CG3156",484,503,481,1763,771,155,868,255,748
"CG31560",0,0,0,0,0,0,0,0,0
"CG3160",716,1357,481,1606,635,299,1464,248,758
"CG31600",1,0,0,22,70,0,0,12,72
"CG31601",114,96,276,455,169,0,0,259,906
"CG31606",242,98,27,0,0,2,2,9,11
"CG31609",66,88,62,23,92,0,0,35,65
"CG31612",200,417,86,488,82,25,109,7,28
"CG31619",4817,3258,2113,1154,433,72,1106,715,3330
"CG31624",576,916,1636,1598,274,0,2,360,1620
"CG31626",210,281,134,28,20,4,25,33,90
"CG31627",23,8,3,95,0,0,4,180,411
"CG3163",1514,1332,1194,1160,783,56,407,66,230
"CG31633",60,0,68,504,329,55,297,116,377
"CG31635",7102,7563,7667,13380,2187,1250,5646,1700,5365
"CG31636",587,264,102,18,169,8,47,45,190
"CG31637",2740,2799,1635,3053,1668,258,1628,409,1415
"CG31638",1199,1129,1644,1357,651,201,1477,236,856
"CG31639",83,70,499,1190,170,0,0,1330,6367
"CG3164",6623,6937,5436,8960,7509,1784,7433,5394,10785
"CG31642",220,203,322,319,310,4,55,140,693
"CG31643",159,243,375,831,401,119,582,112,285
"CG31644",21,48,53,140,1,0,0,195,714
"CG31646",423,271,67,60,16,5,83,49,277
"CG31648",212,177,554,671,336,52,221,41,109
"CG3165",201,358,376,1059,506,133,779,121,336
"CG31650",3874,5173,3771,5818,1999,399,2259,490,1930
"CG31659",66,162,292,383,0,0,1,181,821
"CG31661",196,279,384,575,1,216,720,51,37
"CG31663",331,628,837,939,615,119,725,591,1641
"CG31664",12,102,5,46,240,9,35,46,76
"CG31668",0,26,0,0,29,0,1,2,12
"CG31673",185,326,206,713,782,151,603,188,272
"CG31674",22,48,0,390,333,38,233,109,234
"CG31675",114,203,260,478,254,4,72,26,135
"CG31676",460,452,314,503,796,11,104,71,199
"CG31677",102,1,40,105,0,0,0,25,100
"CG31678",4461,3641,3065,3619,1912,421,2332,922,3059
"CG3168",7811,8223,8390,16302,9636,1618,11088,5605,15033
"CG31680",42,52,104,244,0,0,0,158,721
"CG31681",145,288,101,662,1,68,633,5,5
"CG31683",0,0,0,0,0,0,0,0,0
"CG31687",89,263,122,185,217,38,95,60,132
"CG31688",926,1213,699,2027,631,279,1545,360,920
"CG31689",1225,1317,1397,4854,1142,704,4303,1404,3097
"CG31690",401,252,234,109,36,3,135,56,355
"CG31693",75,94,203,376,12,0,4,577,2009
"CG31694",5270,5791,4512,9838,9263,890,4738,1453,4780
"CG31697",118,346,254,420,95,1,28,227,806
"CG31698",1137,562,533,0,1604,0,0,0,0
"CG31702",12,0,5,12,6,0,0,44,143
"CG31703",7,0,22,32,16,0,0,39,118
"CG31704",12,73,122,621,1,7,8,635,2349
"CG31705",10057,10320,8217,10239,10564,710,3920,3014,6719
"CG31706",271,117,106,125,33,17,90,91,211
"CG31708",131,52,110,84,38,6,57,66,308
"CG31709",759,1308,1828,3188,382,0,0,1115,3820
"CG31710",1344,1030,887,535,505,24,84,46,99
"CG31712",3845,3367,3181,3161,1117,236,2345,669,3217
"CG31715",90,198,98,572,992,132,361,110,262
"CG31717",479,266,459,893,1211,126,519,132,480
"CG31728",349,190,173,26,314,0,13,19,41
"CG31729",3201,3788,2080,6793,3389,1200,6411,2198,7108
"CG31730",1,0,0,105,52,0,2,133,422
"CG31731",3146,2562,1996,4023,2718,697,3136,1115,2893
"CG31735",28,51,158,328,72,1,1,421,1613
"CG31739",1810,1538,2275,6346,3009,995,4433,696,1665
"CG31740",327,246,517,2335,250,1,7,3572,13260
"CG31741",18,58,0,1,267,0,1,14,4
"CG31743",0,0,0,0,0,0,0,0,0
"CG31750",0,0,0,0,0,0,0,0,0
"CG31751",1179,1734,1071,1108,3647,120,656,387,866
"CG31752",1,34,19,121,0,0,4,153,491
"CG31759",58,76,13,706,209,45,300,60,157
"CG3176",18,14,0,1,4,7,26,22,36
"CG31760",461,494,82,228,86,24,268,162,886
"CG31769",674,612,512,860,1096,70,158,368,310
"CG31773",618,535,1576,1643,74,0,2,1370,4139
"CG31775",0,0,0,0,0,0,0,0,0
"CG31776",13,1,61,74,44,0,10,43,131
"CG31777",35,38,4,170,3,13,107,84,55
"CG31778",386,194,127,203,280,30,129,78,133
"CG31780",0,0,0,0,0,0,0,0,0
"CG31784",104,50,85,290,71,0,0,328,967
"CG31785",0,0,0,0,0,3,17,15,55
"CG31787",32,86,79,228,36,0,0,218,657
"CG31788",377,213,302,972,120,0,1,423,1386
"CG31789",412,710,312,0,3792,0,0,0,0
"CG31792",34,68,71,72,1544,2,35,13,66
"CG31793",288,652,574,1846,2046,299,1269,528,1209
"CG31797",610,1025,1054,522,0,0,1,242,941
"CG31798",126,88,50,300,32,0,11,351,1438
"CG31800",245,67,82,316,350,49,234,107,372
"CG31802",103,112,284,541,100,0,1,492,1348
"CG31803",92,102,196,324,56,0,8,254,791
"CG31804",90,98,146,349,36,0,1,127,396
"CG31805",235,94,332,623,257,0,1,225,792
"CG31806",1314,1473,2393,1110,71,0,1,474,1766
"CG31807",1,38,1,63,84,4,10,33,81
"CG31808",597,769,857,1789,645,94,476,1094,3462
"CG31809",0,0,2,11,33,11,21,40,36
"CG31810",0,8,2,47,47,33,53,55,67
"CG31812",19,70,82,74,88,84,485,136,333
"CG31813",491,100,280,4,9,28,604,2,2
"CG31814",259,102,145,76,12,9,102,65,492
"CG31815",15,11,8,123,14,0,5,83,364
"CG31816",0,68,7,82,0,0,2,284,1288
"CG31817",173,129,323,557,88,4,14,497,1468
"CG31819",75,49,123,342,47,0,0,460,1571
"CG31820",341,372,286,3857,436,0,3,1809,5798
"CG31821",4,13,77,619,1263,21,81,90,231
"CG31823",1,0,0,28,24,5,34,9,75
"CG31826",84,138,37,313,73,3,43,144,619
"CG31827",0,0,0,0,0,0,0,0,0
"CG31832",0,15,31,80,38,1,1,20,34
"CG31835",0,0,0,0,0,0,0,0,0
"CG3184",39,7,54,289,156,42,495,34,130
"CG31848",0,0,0,44,41,0,9,17,141
"CG31849",321,76,260,709,158,62,442,31,106
"CG31851",0,0,42,50,0,0,0,56,171
"CG31855",761,916,647,1568,667,119,635,112,379
"CG31861",12,8,2,132,33,0,0,172,482
"CG31862",0,0,0,0,0,0,0,1,1
"CG31867",1,0,0,86,0,0,0,155,795
"CG31869",3222,3212,4645,2904,550,409,2004,206,446
"CG31870",66,24,179,324,24,0,5,826,2121
"CG31871",36,10,100,42,24,3,43,17,137
"CG31872",7148,12091,18592,22003,72,0,20,5587,30135
"CG31874",144,62,93,491,36,2,16,730,3207
"CG31875",33,28,19,344,0,24,236,18,112
"CG31882",83,22,96,382,5,0,0,305,1223
"CG31883",722,1196,1728,4633,6,0,3,628,2451
"CG31886",302,522,453,1162,376,104,638,261,736
"CG31897",15,0,160,67,42,7,28,32,88
"CG31898",6,69,20,173,17,34,91,2,12
"CG31904",43,17,3,0,4,4,3,13,11
"CG31907",166,24,220,472,159,1,10,507,1697
"CG31908",2527,1955,2008,3356,1612,543,3089,741,2531
"CG31909",116,105,153,156,28,1,0,68,111
"CG3191",52,13,66,352,440,32,336,138,678
