"gene","cold_1","cold_2","cold_3","hot_1","hot_2","con_1","con_2","con_3","con_4"
"Cby",5,20,32,25,7,0,10,24,153
"Ccdc56",0,0,0,0,0,0,0,0,0
"Cchl",3386,4744,5156,6958,3267,573,4724,1084,5353
"Ccm3",680,646,847,2266,1331,351,1518,517,1511
"Ccn",547,405,374,247,72,9,147,57,386
"Ccp84Aa",10,0,0,0,481,0,4,0,0
"Ccp84Ab",12,18,0,0,624,0,0,2,1
"Ccp84Ac",62,34,34,0,0,0,19,0,0
"Ccp84Ad",120,6,1,4,290,0,9,0,6
"Ccp84Ae",6,0,0,6,0,0,8,0,3
"Ccp84Af",0,0,0,0,0,0,0,1,11
"Ccp84Ag",80,182,124,31,1020,0,7,1,12
"Ccs",362,350,206,1472,741,72,518,112,304
"Cct1",5352,7429,7470,8136,5717,766,4468,1643,5179
"Cct2",322,676,365,1382,301,30,177,535,2089
"Cct5",12058,16117,11854,29820,12748,2897,18859,870,2497
"Cctgamma",5664,6718,5830,20453,6365,2669,19153,742,2040
"Ccz1",130,334,308,435,374,100,600,141,508
"CdGAPr",3105,3296,3699,6682,1903,744,3619,1211,3855
"Cda4",230,98,109,66,6567,1,44,16,74
"Cda5",1862,2043,2265,1131,2024,35,397,420,1511
"Cda9",276,230,238,124,4601,12,92,52,151
"Cdc16",159,207,399,1282,465,237,1397,117,250
"Cdc23",1129,1194,1110,1927,334,153,1155,206,847
"Cdc27",2198,2699,3734,6095,1605,644,4089,923,3282
"Cdc37",6163,7652,7596,14970,6141,410,2454,593,1900
"Cdc42",10558,9737,8233,10659,13985,899,5219,726,1625
"Cdc5",1651,2075,1485,3221,958,375,2544,431,2084
"Cdc6",2181,3118,2223,5897,910,388,2875,81,236
"Cdep",5091,4089,3506,3559,3144,395,2505,1710,5181
"Cdk12",3894,4090,3005,9011,2802,1167,4758,881,2543
"Cdk4",675,725,1152,2903,905,220,1338,100,201
"Cdk5",578,836,511,1243,1067,109,822,116,426
"Cdk5alpha",6637,4809,3891,750,344,35,490,213,1121
"Cdk7",744,1034,1513,1706,407,329,2170,93,291
"Cdk8",588,740,521,724,229,54,436,20,88
"Cdk9",871,1046,844,1663,822,88,667,108,338
"Cdlc2",2098,3377,4541,4523,441,0,2,668,2814
"CdsA",2085,2308,2477,7964,3207,509,2526,1388,3817
"CecA1",223,591,280,496,1986,1,15,116,359
"CecA2",54,66,44,34,449,0,0,0,4
"CecB",3,73,1,0,202,1,0,1,1
"CecC",250,372,154,10,1097,0,1,5,2
"Ced-12",1883,2413,1840,4487,1720,172,842,77,261
"Cen",3385,4758,4268,8944,1321,993,5148,321,600
"CenB1A",4668,6901,5785,7938,1543,977,6306,574,1629
"CenG1A",2492,1812,1488,3977,1125,537,3366,776,2504
"Cenp-C",1799,2910,3173,8531,639,646,2649,172,319
"Cep135",999,797,1520,1858,746,212,1495,323,1101
"Cep89",11,10,285,130,22,1,6,82,443
"Cep97",855,1445,1960,2387,454,164,1098,874,2985
"Cerk",2175,2791,1757,6464,1461,565,3037,794,2606
"Cf2",5639,6556,4947,6655,2597,442,3286,585,2282
"Cfp1",683,735,932,1664,275,223,1464,129,414
"Cg25C",11465,12438,15368,14596,55446,865,7389,2180,5558
"ChLD3",16,54,6,43,0,56,225,31,145
"Cha",391,174,350,295,136,16,310,164,917
"Chc",12090,12698,12353,34632,19825,3977,19998,3286,9514
"Chd1",6412,6504,7225,18454,2859,1973,10118,1241,3540
"Chd3",431,388,798,2201,119,339,1771,105,204
"Chd64",18390,21570,14300,11529,31251,783,4228,1109,3416
"Che-13",0,0,0,13,74,0,6,6,32
"CheA29a",0,52,0,10,0,0,0,1,2
"CheA46a",0,0,1,0,0,0,0,4,8
"CheA56a",0,0,0,1,0,0,2,9,6
"CheA75a",23,26,103,354,0,21,56,81,100
"CheA7a",70,65,109,388,0,12,24,40,69
"CheA84a",0,16,0,45,0,3,0,6,12
"CheA86a",0,0,0,7,0,0,0,8,7
"CheA87a",30,14,48,105,1,6,14,48,65
"CheB38a",0,0,0,4,0,0,0,3,30
"CheB38b",0,0,0,28,0,0,0,7,41
"CheB38c",8,0,38,52,4,2,5,5,12
"CheB42a",0,0,0,19,0,0,1,18,42
"CheB42b",4,0,0,6,0,3,30,20,44
"CheB42c",0,94,17,145,0,10,59,44,109
"CheB53a",1,0,0,8,0,0,0,3,14
"CheB53b",0,0,0,0,0,0,0,3,4
"CheB74a",0,0,1,0,0,0,0,1,0
"CheB93a",22,0,0,1,0,0,0,6,27
"CheB93b",0,1,0,14,0,0,0,5,8
"CheB98a",0,0,0,8,18,1,0,4,3
"Chi",2963,2877,2504,4723,1669,555,2892,319,1441
"Chmp1",1563,2491,1751,2064,2475,299,1884,431,1351
"Chrac-14",747,968,582,1391,269,179,992,34,39
"Chrac-16",138,142,162,566,107,85,854,39,72
"Chro",3089,4030,2939,6735,1806,942,5030,420,1130
"Cht11",371,389,206,413,242,77,409,34,139
"Cht12",286,260,539,942,246,0,4,1158,4330
"Cht2",1141,1256,1056,3138,2789,197,1087,31,82
"Cht3",2016,2116,1196,1543,5960,18,95,64,195
"Cht4",288,315,132,72,2221,42,203,124,360
"Cht5",1833,1052,1009,222,922,12,54,68,59
"Cht6",8413,6772,4252,483,16083,14,145,48,218
"Cht7",924,632,338,83,5612,9,110,16,131
"Cht8",128,325,768,568,2,32,378,130,559
"Cht9",476,310,341,262,3762,74,335,176,699
"Ciao1",930,1074,1032,1902,1668,228,1492,294,895
"Cib2",3,31,0,0,4,1,21,5,23
"Cip4",5288,5280,4300,7716,4275,704,3858,677,2084
"Cirl",117687,96792,69962,18777,7225,1318,9063,1735,7873
"CkIIalpha",1807,2568,2832,14124,6070,845,3250,441,1029
"CkIIalpha-i1",73,84,26,353,46,9,94,26,87
"CkIIalpha-i3",519,571,609,1264,613,49,257,102,283
"CkIIbeta",23720,25464,21722,20349,13760,801,4226,562,1692
"CkIIbeta2",4,32,10,190,49,0,0,232,792
"CkIalpha",13444,15161,14368,20832,9200,1503,6609,1418,3584
"Cka",10361,9293,8059,9039,4163,916,6288,1728,6588
"Cks30A",205,573,618,1580,250,262,1484,72,145
"Cks85A",351,271,391,1649,268,600,3668,636,1127
"ClC-a",1404,1246,1401,2689,1542,224,2041,1162,4136
"ClC-b",327,411,387,1200,652,440,1782,362,758
"ClC-c",2912,3254,3057,6740,3691,1063,5677,1085,3212
"Clamp",1294,1580,1632,4487,1745,643,3381,640,1883
"Claspin",4445,7059,6338,11644,1223,664,3112,99,14
"Clbn",760,559,730,3421,2329,305,1578,249,593
"Clc",5457,6459,5258,5383,5093,651,3854,632,1647
"Clect27",7942,9273,6585,2196,56950,92,659,454,1251
"Clic",2525,3127,3470,7200,8235,395,2171,424,1389
"Clk",485,674,884,2629,57,44,350,589,2446
"Clp",459,756,498,962,493,148,1232,58,180
"Cnb",781,526,809,2212,385,139,663,57,223
"CngA",312,96,214,82,161,7,86,43,227
"CngB",223,278,155,111,171,24,218,113,353
"Cngl",2985,2439,2897,1541,82,110,1419,901,4434
"Cnot4",7537,8983,10302,14210,4049,1146,7008,1670,5097
"Cnx14D",216,230,485,178,195,3,5,155,358
"Cnx99A",11051,11593,11288,19879,12458,1025,5203,2003,7844
"CoIV",22331,25414,25269,55557,52677,1478,9133,3558,10611
"CoRest",8583,9810,7116,11751,2092,977,6569,545,1783
"CoVIII",830,854,772,5529,6300,437,2317,879,2926
"CoVIIc",2156,2253,3111,7888,9964,647,2490,1504,3306
"CoVIb",50549,57154,63971,69283,95469,834,4393,1775,4613
"CoVa",15213,18379,20222,31847,34534,2221,10453,4330,13324
"CoVb",1471,1918,1570,4351,5182,530,3059,1188,3136
"Cog3",469,607,1038,1649,1320,188,1171,168,695
"Cog7",326,307,276,517,643,137,821,116,543
"Con",807,621,306,165,160,20,203,92,623
"Cont",2135,2751,2249,6381,3867,754,3042,988,2327
"Coop",546,763,678,686,555,54,480,112,661
"Coprox",523,674,592,2278,1448,302,1792,389,1228
"Coq2",214,321,117,1240,290,72,454,94,270
"Corin",1324,1054,658,682,409,25,463,280,1318
"Corp",150,124,56,856,130,85,403,25,38
"Cortactin",6521,6565,3555,5526,4313,487,3333,573,2130
"Cp1",81066,68675,45703,26964,12672,4216,25062,5235,11307
"Cp110",279,476,425,1281,309,149,1116,475,1783
"Cp15",11880,14123,20743,49858,198,9258,41313,1237,174
"Cp16",1405,3228,5111,13635,14,988,5083,147,6
"Cp18",5242,8485,10803,35418,46,5308,39199,927,56
"Cp19",6642,17735,25049,47936,82,3083,14650,411,2
"Cp190",14198,17075,18101,27324,6296,1894,8892,850,2014
"Cp36",10570,21556,30269,74499,137,10289,50911,1384,29
"Cp38",37812,64471,67676,117164,206,12844,63399,1720,26
"Cp7Fa",1629,2175,3730,2175,0,1051,5255,226,31
"Cp7Fb",2427,5550,7759,17976,40,1244,4417,223,144
"Cp7Fc",10965,23007,23591,17406,7,1557,6713,198,0
"Cpn",2277,1965,1750,2284,4,25,479,214,1310
"Cpr",20833,29520,33678,60116,28564,3438,22219,14142,47454
"Cpr100A",3222,2653,796,97,3050,5,11,36,93
"Cpr11A",66,60,51,50,20236,1,8,1,0
"Cpr11B",8,0,34,0,595,1,2,6,14
"Cpr12A",298,210,224,0,376,0,0,0,0
"Cpr23B",0,0,0,0,0,0,2,5,45
"Cpr30B",40,12,0,30,6,1,1,1,1
"Cpr30F",52,18,30,4,30,0,1,0,1
"Cpr31A",8,2,0,33,740,1,6,20,101
"Cpr35B",26,0,18,0,0,0,0,0,0
"Cpr47Ea",111,25,8,34,0,4,20,32,61
"Cpr47Eb",150,96,67,38,12282,0,0,0,0
"Cpr47Ec",18,0,30,0,18581,0,0,0,2
"Cpr47Ed",0,0,0,0,0,0,0,0,6
"Cpr47Ee",432,258,560,107,1,14,70,94,293
"Cpr47Ef",450,393,641,920,1,6,129,240,1319
"Cpr47Eg",10,10,1,1,29349,3,15,0,5
"Cpr49Aa",18,1,0,6,8,1,1,1,1
"Cpr49Ab",399,671,610,923,1,496,1833,802,2281
"Cpr49Ac",383106,287425,286212,49,18550,0,0,5,19
"Cpr49Ad",0,0,0,0,118,0,0,0,1
"Cpr49Ae",4001,4913,2812,2111,519,25,222,170,550
"Cpr49Af",58,70,6,0,11955,0,0,0,0
"Cpr49Ag",329,225,380,186,3126,1,46,22,94
"Cpr49Ah",278,95,194,1,720,0,2,4,7
"Cpr50Ca",613,403,230,6,0,0,0,12,39
"Cpr50Cb",128,241,18,96,42,6,5,10,31
"Cpr51A",255,348,300,323,2573,17,101,79,324
"Cpr56F",540,442,306,139,431,5,58,81,289
"Cpr57A",0,0,0,0,0,0,0,0,0
"Cpr5C",0,0,0,0,0,0,2,0,3
"Cpr60D",17,36,8,9,9257,0,3,6,24
"Cpr62Ba",0,0,0,0,0,1,7,5,12
"Cpr62Bb",193,68,329,665,38,16,170,92,452
"Cpr62Bc",997,324,347,22,6012,2,12,2,11
"Cpr64Aa",124,25,114,1,65,0,8,5,14
"Cpr64Ab",0,0,0,0,0,2,13,1,7
"Cpr64Ac",32,28,41,6,0,0,0,6,13
"Cpr64Ad",16,0,0,50,4,0,47,4,18
"Cpr65Au",120,133,196,667,104,81,204,471,726
"Cpr65Av",80,22,40,18,3738,1,2,0,3
"Cpr65Aw",0,0,0,0,1786,0,0,0,1
"Cpr65Ax1",0,0,0,0,0,0,0,0,0
"Cpr65Ax2",0,0,0,0,0,0,0,0,0
"Cpr65Ay",0,0,0,0,348,0,0,0,0
"Cpr65Az",0,0,0,0,0,0,0,0,3
"Cpr65Ea",5,6,6,0,18,4,46,1,13
"Cpr65Eb",33,70,0,0,0,1,30,0,1
"Cpr65Ec",46,0,30,4,48,0,0,0,0
"Cpr66Cb",1332,770,378,75,11,0,14,36,170
"Cpr66D",1342,876,383,188,78,5,108,83,190
"Cpr67B",3639,5191,3536,7230,19627,96,1430,345,1364
"Cpr67Fa1",24,4,6,0,5810,0,0,0,0
"Cpr67Fa2",260,97,72,2,18931,0,0,14,40
"Cpr67Fb",40,0,48,85,10,17,88,402,1055
"Cpr72Ea",154,335,56,0,0,0,7,1,0
"Cpr72Eb",0,0,0,4,1,0,2,5,4
"Cpr72Ec",1747,1617,2740,1306,52,98,526,960,1679
"Cpr73D",80,6,122,306,34,21,138,125,457
"Cpr76Ba",6,0,0,0,0,0,1,1,0
"Cpr76Bb",24,0,1,6,16,0,10,0,10
"Cpr76Bc",676,542,289,21,0,0,3,16,14
"Cpr76Bd",407,206,66,221,0,3,102,31,262
"Cpr78Ca",16,10,0,1,1256,0,1,2,6
"Cpr78Cb",0,1,0,0,3,0,1,0,0
"Cpr78Cc",18,20,36,15,12676,0,12,4,49
"Cpr78E",5098,4160,2713,32,4676,0,31,1,16
"Cpr92A",64,51,10,50,22,0,0,15,99
"Cpr92F",648,702,161,33,1284,6,21,48,139
"Cpr97Ea",166,207,90,7,436,1,7,8,9
"Cpr97Eb",177,95,39,94,177,4,38,39,146
"Cpsf100",430,876,479,1652,861,356,1836,177,481
"Cpsf160",977,1529,1658,5108,1118,405,1618,168,341
"Cpsf73",703,614,633,2230,954,318,2205,147,439
"Crag",9984,11090,9746,13636,3509,1382,10238,1136,4638
"Cralbp",88,78,34,193,29,9,143,31,132
"Crc",170013,186617,156644,107613,149353,4093,24692,4580,15896
"CrebA",3671,2237,2093,1795,5571,147,668,319,1000
"CrebB",3758,4407,4139,6037,2581,656,3216,506,1576
"Crg-1",0,4,23,44,0,2,27,25,57
"Crk",219,264,222,1162,1076,310,1375,390,826
"Crtc",2948,3106,3333,4001,893,768,4106,633,1856
"Crtp",575,311,836,1096,166,1,1,838,2788
"Cry",1873,2436,896,163,4,26,134,85,246
"Crz",127,64,160,136,266,4,39,20,78
"CrzR",250,332,110,367,253,33,443,344,1340
"Csas",120,90,70,101,62,4,22,66,112
"Csat",796,1160,522,1491,1369,196,1608,199,707
"Csk",7375,7233,6931,12674,3194,1015,6431,1144,3692
"Csl4",122,140,390,585,251,83,568,40,144
"Csp",3532,4008,2928,7539,4548,960,5451,1099,3284
"CstF-50",498,639,399,1106,814,106,763,38,164
"CstF-64",321,440,308,900,276,110,946,60,195
"CtBP",21008,24267,23287,18869,11824,2105,13193,1279,3307
"Ctf4",979,1915,1383,3874,320,527,3673,127,361
"Ctr1A",852,1201,1057,1539,1691,218,1372,270,860
"Ctr1B",542,697,299,253,1576,27,419,77,425
"Ctr1C",16,30,142,128,61,0,0,38,115
"CtsB1",12930,11986,9368,6974,11849,1477,8431,3001,7638
"Cubn",362,644,432,784,403,232,739,438,530
"Cul1",9298,10904,9151,21286,6240,2189,11953,1442,4113
"Cul2",886,862,1354,5114,2542,501,2290,871,2572
"Cul3",4847,4556,5694,11757,4007,653,3093,4281,14686
"Cul4",1346,1570,1690,4487,1766,456,2287,311,842
"Cul5",2081,1741,1741,4694,1219,593,3133,411,1217
"Cwc25",5134,7977,7119,5835,1158,433,2039,213,499
"CycA",20647,29405,29070,46017,2100,5257,31448,815,1246
"CycB",21875,32707,32678,120264,1885,10077,74782,1418,2064
"CycB3",4512,5222,4704,13434,719,1151,7871,227,486
"CycC",111,190,236,820,366,135,1080,165,391
"CycD",1834,2587,1541,5980,893,439,2331,90,192
"CycE",9243,14963,9555,18896,1090,1516,9233,334,759
"CycG",44115,48434,40367,65155,54343,4263,26491,5127,17268
"CycH",386,611,457,1644,776,197,1221,79,213
"CycJ",222,143,314,1367,0,152,743,35,55
"CycK",735,673,1014,2705,1454,498,2852,343,982
"CycT",10087,13436,11824,22011,3504,1423,6320,1561,5120
"CycY",3224,3908,3021,5329,3341,467,3639,368,1305
"Cyp1",9381,10119,8696,29667,23677,5727,38135,2821,5807
"Cyp12a4",2989,5416,2411,2514,11605,317,1050,1245,1873
"Cyp12a5",143,152,378,923,5284,68,208,237,562
"Cyp12b2",159,418,282,903,489,46,219,218,534
"Cyp12c1",462,390,610,493,3112,11,54,44,123
"Cyp12d1-d",0,0,0,1,0,13,9,51,26
"Cyp12d1-p",78,58,4,342,160,25,77,155,135
"Cyp12e1",36,0,108,111,1320,26,93,107,351
"Cyp18a1",382,642,756,707,326,231,1432,208,438
"Cyp28a5",0,0,38,251,4116,90,282,510,563
"Cyp28c1",4,0,50,83,0,3,19,67,360
"Cyp28d1",448,626,383,621,1578,104,200,567,530
"Cyp28d2",2,0,34,104,503,2,36,30,152
"Cyp301a1",70,53,110,139,295,13,116,36,138
"Cyp303a1",149,190,40,6,16,36,122,60,201
"Cyp304a1",71,62,25,9,657,29,83,32,78
"Cyp305a1",86,152,146,433,122,92,526,499,1687
"Cyp308a1",0,0,0,8,0,1,12,4,79
"Cyp309a1",1011,657,566,187,3317,28,26,219,153
"Cyp309a2",473,263,223,154,70,24,44,161,424
"Cyp310a1",53,149,44,41,1012,2,38,28,116
"Cyp311a1",305,312,199,135,934,25,141,131,288
"Cyp312a1",220,414,203,1278,133,7,83,1706,5941
"Cyp313a1",54,111,222,1113,0,16,97,1010,1779
"Cyp313a2",0,0,0,0,98,0,0,0,2
"Cyp313a3",0,0,0,20,53,0,72,1,22
"Cyp313a4",1,0,3,16,46,23,110,48,96
"Cyp313a5",0,0,0,0,39,0,0,0,0
"Cyp313b1",56,42,40,76,733,7,90,22,112
"Cyp316a1",0,0,1,0,4,2,1,3,4
"Cyp317a1",138,178,180,280,583,85,864,668,2557
"Cyp318a1",4,33,41,78,195,19,99,47,118
"Cyp49a1",44,106,59,290,248,19,156,137,721
"Cyp4aa1",38,32,121,183,154,75,387,412,1005
"Cyp4ac1",73,192,170,351,1116,54,199,442,821
"Cyp4ac2",1,4,0,68,8,15,67,116,148
"Cyp4ac3",139,122,296,169,877,26,163,159,398
"Cyp4ad1",240,294,167,253,1985,44,512,109,773
"Cyp4ae1",74,162,292,136,149,75,382,123,368
"Cyp4c3",9,50,0,20,347,1,16,26,62
"Cyp4d1",646,437,364,169,6608,37,210,23,163
"Cyp4d14",84,54,52,116,283,88,327,366,1383
"Cyp4d2",152,169,37,262,789,110,536,417,1277
"Cyp4d20",39,123,210,632,151,31,259,127,328
"Cyp4d21",6,1,22,94,6,0,18,412,782
"Cyp4d8",87,11,168,67,665,53,183,195,358
"Cyp4e1",0,15,68,233,166,71,195,537,1139
"Cyp4e2",1197,1476,1643,3167,5379,395,1138,1077,1273
"Cyp4e3",5,32,40,35,89,46,173,194,380
"Cyp4g1",104053,169092,204150,326661,33603,10526,76885,97222,242242
"Cyp4g15",1597,1646,807,1020,402,73,318,487,776
"Cyp4p1",394,563,241,739,2897,80,499,355,913
"Cyp4p2",40,0,92,650,1152,302,1299,737,1669
"Cyp4p3",131,80,168,264,820,15,92,130,386
"Cyp4s3",184,195,183,919,3113,81,340,107,163
"Cyp6a13",15,16,86,275,234,60,210,164,388
"Cyp6a14",198,200,247,318,3167,126,400,187,473
"Cyp6a16",4,0,1,9,96,0,40,21,56
"Cyp6a17",262,461,604,1471,3961,8,17,41,35
"Cyp6a18",88,192,80,289,3142,69,258,377,873
"Cyp6a19",1168,1493,1993,9825,29,1509,6464,243,47
"Cyp6a2",101,153,256,549,1465,694,1242,2743,2866
"Cyp6a20",204,604,442,1271,96,26,124,111,216
"Cyp6a21",63,10,5,105,776,120,247,396,356
"Cyp6a22",276,296,412,2121,326,252,1325,115,152
"Cyp6a23",48,95,117,628,3064,260,580,979,1063
"Cyp6a8",109,251,110,37,557,49,81,319,206
"Cyp6a9",279,354,320,648,2240,139,813,478,903
"Cyp6d2",306,495,383,163,1015,34,204,69,168
"Cyp6d4",231,527,336,692,3324,60,280,112,243
"Cyp6d5",1307,1987,1514,1720,3248,687,1215,3133,2866
"Cyp6g1",1128,1167,987,2198,1682,547,1683,3829,4798
"Cyp6g2",115,54,28,72,131,11,65,84,215
"Cyp6t1",101,312,59,635,292,71,349,74,128
"Cyp6t3",0,0,0,271,1,5,43,12,33
"Cyp6u1",467,1102,1435,1391,799,222,1161,175,552
"Cyp6v1",3221,4551,3800,8571,1657,558,4067,267,601
"Cyp6w1",524,969,1001,759,482,167,169,519,381
"Cyp9b1",48,48,0,271,1579,13,68,66,86
"Cyp9b2",1001,1107,1407,2501,44574,400,742,1317,1498
"Cyp9c1",329,307,554,388,3357,32,225,130,386
"Cyp9f2",2556,4064,2697,2364,12780,589,2128,1954,3331
"Cyp9h1",129,142,2,101,291,60,191,216,346
"Cypl",422,530,463,835,482,76,693,67,220
"Cys",7343,6832,4882,3993,14848,215,934,1028,2011
"Cyt-b5",6065,7900,6420,15136,14130,1227,8343,3714,10912
"Cyt-b5-r",881,772,1306,2879,20383,929,3576,3813,3640
"Cyt-c-d",645,584,1586,1817,424,16,113,1539,5798
"Cyt-c-p",10673,11583,12597,26866,28727,958,4702,2309,7311
"D",479,402,482,175,297,7,202,110,383
"D1",12774,13163,9132,17955,8016,1445,8433,805,2140
"D12",448,467,533,1484,267,274,1348,91,187
"D19A",2086,1871,1398,2609,731,346,1899,216,658
"D19B",889,926,614,1242,502,191,1212,182,743
"DAAM",6113,5289,6474,8756,1095,788,5244,633,2457
"DAT",59,0,0,51,0,10,45,38,117
"DCX-EMAP",88,88,167,225,1,11,91,56,358
"DIP1",19971,16485,11939,7927,5364,461,5527,1111,5641
"DIP2",2237,2030,1529,4580,1304,729,3368,718,2229
"DJ-1alpha",25,82,46,180,50,4,4,35,163
"DLP",1842,2294,1720,5947,1475,1157,4640,875,1964
"DMAP1",1345,1906,1410,2810,1202,371,2270,146,409
"DNA-ligI",538,528,364,2489,342,344,2146,63,129
"DNApol-alpha180",1447,1672,2602,4948,711,640,2488,75,77
"DNApol-alpha50",141,199,195,1152,298,131,719,24,37
"DNApol-alpha60",321,488,480,1864,452,312,2242,30,42
"DNApol-alpha73",988,1297,1545,3463,261,456,2878,69,59
"DNApol-delta",1066,1149,2115,4438,463,456,2765,93,176
"DNApol-epsilon",983,1324,1316,3693,482,523,2715,121,123
"DNApol-eta",402,624,444,2517,158,378,1725,82,99
"DNApol-gamma35",0,0,0,0,0,0,0,0,0
"DNApol-iota",702,866,804,1957,511,302,2281,217,627
"DNaseII",1196,880,756,739,3914,128,427,402,619
"DOR",11824,14660,12576,14662,18937,760,4014,2121,7409
"DUBAI",2139,1916,2319,5143,1402,517,2594,1204,4849
"Dab",4152,5102,4426,7629,1367,858,4992,991,3539
"Dad",1582,1535,1977,3387,1759,259,1932,359,1102
"Dak1",1273,1157,1294,2494,3787,284,3415,476,1652
"Damm",55,32,40,70,241,118,518,141,563
"Dap160",4545,6179,4190,4845,1749,634,2892,1464,4999
"Dat",1177,1269,1078,3196,5366,226,1263,1141,2950
"Dbi",241,611,697,1722,5115,207,907,1423,3479
"Dbp21E2",224,281,450,691,412,155,963,49,131
"Dbp45A",340,323,433,1127,752,176,1200,87,287
"Dbp73D",374,802,776,2414,668,173,867,60,175
"Dbp80",915,1090,1266,2444,1557,295,1052,364,757
"Dbx",146,92,103,231,62,0,17,11,74
"Dcp-1",2611,3392,2889,4573,1186,224,1326,122,253
"Dcp1",842,762,527,1458,547,273,1410,133,551
"Dcp2",11675,10600,9922,14556,5465,1163,5176,1071,2677
"Dcr-1",1016,896,1062,2909,776,633,2951,282,704
"Dcr-2",1789,2133,1877,7120,3190,633,2564,537,1044
"Dd",978,685,841,3502,1565,244,1232,208,494
"Ddc",2701,2649,1922,924,732,130,1967,1038,4938
"Ddr",364,307,177,157,45,4,114,56,316
"Ddx1",907,578,924,2180,1164,342,2215,278,1170
"Deaf1",5743,6203,5436,7368,2030,434,3297,340,1284
"Def",16,122,259,316,326,34,460,31,88
"Dek",42274,53666,42598,43047,10886,1829,10441,914,2175
"Den1",2633,3287,2616,3652,2444,168,1098,259,1090
"Der-1",718,840,1385,2752,2388,170,1434,336,1255
"Der-2",451,249,330,1598,1551,239,1402,326,1140
"Desat1",4840,6577,4892,20143,20378,5987,23977,21903,25996
"Desat2",0,0,0,17,28,3,21,3,28
"Desi",0,0,50,14,6,0,17,0,34
"Det",53,111,27,151,45,81,466,35,87
"Df31",24141,29042,30526,41030,18000,6293,43559,1041,922
"Dfd",203,106,109,122,100,8,77,44,136
"Dg",10009,9389,6829,7932,3703,805,4050,633,2524
"Dgk",1190,992,899,1310,638,51,706,1027,4916
"Dgkepsilon",615,422,619,1350,781,214,1506,467,1939
"Dgp-1",3359,3490,3316,2831,1590,298,2087,722,3052
"Dh31",232,344,178,312,312,17,160,73,458
"Dh31-R",364,222,441,369,327,55,499,342,1082
"Dh44",521,662,378,311,258,12,216,175,608
"Dh44-R1",124,86,8,78,0,1,61,44,217
"Dh44-R2",716,745,875,2441,866,94,530,227,683
"Dhap-at",456,242,413,1297,375,260,1320,206,683
"Dhc16F",152,162,288,502,33,4,18,772,2673
"Dhc36C",257,248,348,1463,88,132,733,1426,4044
"Dhc62B",112,181,190,717,130,8,54,542,2163
"Dhc64C",4092,3892,3216,12399,4079,3694,13152,2522,10326
"Dhc93AB",74,329,299,428,0,17,323,117,1116
"Dhc98D",408,812,351,1097,201,1,23,1344,3928
"Dhfr",54,200,174,406,408,161,705,65,146
"Dhit",2278,1575,1898,2861,953,201,1013,218,870
"Dhod",571,744,1139,2999,1361,312,1925,858,3220
"DhpD",514,1170,578,2055,2346,411,3108,490,1113
"Dhpr",2317,1902,1038,1470,1596,199,1449,196,411
"Dic1",994,1144,1848,3638,6487,291,1593,753,2182
"Dic2",86,176,313,985,195,0,1,1149,3953
"Dic3",58,61,124,212,10,0,3,374,1398
"Dic4",1,8,61,70,56,0,0,110,465
"Dic61B",185,134,122,473,31,8,27,285,1202
"Diedel",1,32,0,0,26,0,1,2,10
"Diedel2",0,0,0,0,0,0,0,1,0
"Diedel3",78,388,335,444,0,160,1126,289,1745
"Dif",1511,1647,1546,1567,1054,136,924,593,1720
"Dim1",140,213,262,972,502,62,607,74,294
"Dip-B",3990,4984,1936,7856,9131,2337,14245,1376,3296
"Dip-C",1732,1681,1536,1710,4382,273,1579,381,1379
"Dip1",166,44,1,186,47,25,152,32,209
"Dip2",144,166,129,857,352,54,223,29,91
"Dip3",635,303,131,573,90,58,366,36,161
"Dis3",816,1480,1034,3056,1294,554,3296,202,543
"Dl",1616,1971,1600,6222,1118,813,4100,120,296
"Dlc90F",2628,3178,2212,4531,2993,368,2281,505,1457
"Dlic",7589,9706,9078,17005,8116,1342,6577,1023,2792
"Dll",240,199,202,173,247,13,131,62,266
"Dmn",4048,5793,4115,5422,5277,466,3056,449,1349
"Dmtn",9357,8327,6300,6262,2361,831,4818,1052,3418
"DnaJ-1",10854,13305,12651,203303,24739,1570,6659,2392,5547
"DnaJ-60",0,0,0,0,0,0,0,0,0
"DnaJ-H",1649,1973,2870,6735,1472,466,3276,2151,9934
"Dnz1",963,972,1074,2877,976,161,1220,248,984
"Doa",19236,18426,13142,14414,5496,1043,6832,2163,8128
"Doc1",30,82,176,95,168,3,77,49,291
"Doc2",14,0,0,6,57,0,42,4,24
"Doc3",88,54,63,49,139,6,53,28,88
"Dok",902,1026,1117,4227,464,468,2032,127,251
"Dop1R1",187,216,60,100,39,14,123,155,459
"Dop1R2",491,363,280,88,70,1,147,79,514
"Dop2R",715,453,523,235,75,19,837,234,1634
"DopEcR",25813,20794,20505,4738,2090,73,951,582,2672
"Dot",42,29,148,257,297,34,145,138,386
"Dp",4285,5266,4943,10676,3704,1259,7296,588,1411
"Dp1",18698,20004,21223,33891,36318,4625,23871,3693,11764
"Dpck",448,449,346,750,682,141,1042,131,510
"Dph5",1617,2014,2038,5318,1328,797,7123,185,558
"Dpit47",919,1382,1285,2279,973,287,2535,267,809
"DppIII",4483,5379,6490,14441,8915,1337,7221,3355,14509
"Dpt",1076,2441,797,166,3690,13,98,32,46
"DptB",126,150,18,24,822,3,88,16,56
