"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cold_1","cold_2","cold_3","hot_1","hot_2","con_1","con_2","con_3","con_4"
"C901",42.375763691386,-8.70896810197631,1.42593781861418,-6.10753708071242,1.01180310201675e-09,2.50334043343798e-07,113.924679291351,116.481620935345,102.894066486824,0.389921542014902,0,15.421328070922,9.6953070793752,10.7084571263791,11.8664926902631
"CG14107",79.4216551171717,-5.32189121577133,0.872598433512725,-6.09890072154676,1.06800372037675e-09,2.59760226905192e-07,381.36488386892,135.176202073116,129.397083612218,4.67905850417882,6.19732743685631,3.8553320177305,16.158845132292,13.3855714079739,24.5805920012594
"Drsl2",84.9637851301359,-6.12726076190538,1.01401777776969,-6.0425575332438,1.5169023095109e-09,3.62792469024691e-07,256.936510742196,255.252934765724,197.993127936768,6.23874467223843,0,15.421328070922,5.17083044233344,10.7084571263791,16.9521324146616
"Lcp65Ag3",1206.91912624125,14.3389537668882,2.38430567176824,6.01389072578692,1.81122626328398e-09,4.26083555379099e-07,0.807976448874831,0,0,2.72945079410431,10853.0696737946,0,1.29270761058336,2.67711428159478,1.69521324146616
"CG17754",4050.45295586789,-2.96107690451813,0.493884644102703,-5.99548283161923,2.0288173008667e-09,4.69573036571567e-07,13329.995453537,8304.7081592792,6039.56990257511,1379.54241564872,989.248392108188,1372.49819831206,1231.30399908065,1718.70736878385,2088.50271348631
"CG11448",4118.27968384789,-1.82964873578681,0.306482001326348,-5.96984073410096,2.3748529802605e-09,5.40938734392669e-07,7148.16764319563,8263.00486289494,8694.54861813665,2530.98072921873,1989.34210723087,1835.13804043972,1995.94055074071,1973.03322553535,2634.36137723842
"CG3709",135.216292430941,3.12095752224856,0.523459750315209,5.96217287073023,2.48905610446352e-09,5.5809304842268e-07,31.5110815061184,16.5375140834131,25.7235166217061,225.374651284613,201.41314169783,254.451913170213,190.674372561046,152.595514050902,118.664926902631
"CG42323",264.536890053803,-6.91270047045803,1.16399099438841,-5.93879205576681,2.87129779913536e-09,6.33894206424498e-07,1110.96761720289,870.736067609273,355.452229681757,12.4774893444769,0,3.8553320177305,6.4635380529168,10.7084571263791,10.171279448797
"Mmp2",2158.8034834853,-3.84976740806458,0.650841051733896,-5.91506543388509,3.31743672389561e-09,7.21291166483365e-07,7864.84275334761,4780.06059245784,3347.95466334023,187.162340167153,553.111473739425,693.95976319149,423.36174246605,771.008913099296,807.769109558626
"Ptp99A",10052.4041038757,-2.77701707989236,0.471422892478894,-5.89071325172587,3.84532293778161e-09,8.11476237605385e-07,23333.5518670562,25545.4261024131,26729.0722714637,5270.17956187341,2082.30201878372,1576.83079525177,1944.23224631737,1815.08348292126,2174.95858880109
"SoxN",4106.55350061977,-5.91470538976619,1.00399683673697,-5.89115938750289,3.83495438491584e-09,8.11476237605385e-07,18850.8985286987,9649.27995649583,6816.73190475211,51.469643545967,339.303677167883,88.6726364078015,203.601448666879,396.212913676027,562.810796166766
"CG6026",107.000375594815,-4.81092584955271,0.819697463426297,-5.86914814820002,4.38039897379843e-09,9.10996018463877e-07,461.354552307529,207.797459569843,189.418622396199,8.18835238231294,12.3946548737126,11.5659960531915,42.6593511492509,16.0626856895687,13.5617059317293
"Stam",5484.19679721985,-1.78963688262926,0.30774387951704,-5.81534516766943,6.05088979618528e-09,1.24043240821798e-06,14222.8094295437,12178.0815665551,10119.4755388784,3247.65652344212,3795.08838914488,1206.71892154965,1372.85548243953,1691.9362259679,1523.14909745735
"CG13055",138.555831004215,-5.56728612873676,0.959650904735569,-5.80136599805616,6.57768510930777e-09,1.32943353969812e-06,557.503749723633,348.725840454581,215.142139017905,10.1379600923874,5.42266150724927,3.8553320177305,14.219783716417,42.8338285055164,49.1611840025187
"CG42367",26.2169833960358,-9.40765430997179,1.64812806165413,-5.708084540791,1.14254669905377e-08,2.21561420694887e-06,96.9571738649797,56.0837434133141,53.0060342507883,0,0,3.8553320177305,5.17083044233344,10.7084571263791,10.171279448797
"CG9791",397.497233175324,1.46733884575786,0.25697619853428,5.71001849247965,1.12963898499476e-08,2.21561420694887e-06,260.168416537696,269.633381794779,219.819142040034,641.420936614513,741.355294633936,335.413885542553,381.995098927383,380.150227986458,347.518714500563
"CR44907",202.483985623409,-4.40916804338264,0.771844057173985,-5.71251148778197,1.11320899035735e-08,2.21561420694887e-06,622.949842082495,379.643801567049,238.527154128547,8.57827392432784,30.9866371842815,77.10664035461,131.209822474211,123.14725695336,210.206441941804
"CG10597",45.5188849597564,23.3186444278815,4.08713491958813,5.70537672150822,1.16086050878376e-08,2.22111310680626e-06,0,0,0,0,409.023610832516,0,0.64635380529168,0,0
"bves",2472.53866649595,-2.13292955948142,0.374253857802959,-5.69915183240246,1.20404955746433e-08,2.27343567758067e-06,5858.6372307914,5544.38135205211,4980.22871806303,1641.95961342475,846.709861060493,852.02837591844,887.443774665477,787.071598788865,854.387473698946
"CG13931",52.9932843150581,-6.61438510145921,1.16139974170395,-5.69518389228751,1.23239018280381e-08,2.29672715886165e-06,193.914347729959,129.424023261494,71.7140463393018,2.33952925208941,0,15.421328070922,7.10989185820848,21.4169142527582,35.5994780707894
"Spn43Aa",466.227776929797,-5.39770249964585,0.949842064009187,-5.68273685086413,1.32556148451748e-08,2.43869324395203e-06,1939.95145374847,1264.04129385392,637.631412016835,9.35811700835764,51.9026172836716,19.2766600886525,75.6233952191266,82.9905427294381,115.274500419699
"CG4259",81.4538748498359,4.49598685285806,0.796683425253558,5.64337942819274,1.66744312827475e-08,3.02883656844843e-06,7.27178803987348,7.19022351452744,0.779500503688063,73.6951714408164,156.482517780622,107.949296496454,155.124913270003,117.79302839017,106.798434212368
"CR43771",94.0594566139497,-7.73714527409356,1.37218210938086,-5.63857028975886,1.71467828022606e-08,3.07570416515549e-06,381.36488386892,254.533912414271,199.552128944144,2.33952925208941,0,0,0,5.35422856318955,3.39042648293233
"CG18417",180.919414349211,6.18365349301406,1.09865891036299,5.62836512286695,1.81925675177064e-08,3.22300424542082e-06,4.03988224437416,6.4712011630747,7.79500503688063,46.4006634997733,842.061865482851,96.3833004432625,166.759281765253,182.043771148445,276.319758358985
"CG11659",101.421230715836,10.684388905588,1.89946399891811,5.62494941292573,1.85562345650345e-08,3.24734104888104e-06,0,0,0,51.469643545967,413.671606410158,34.6979881595745,23.2687369905005,299.836799538615,89.8463017977066
"CG32248",56.894908830028,24.2312567578703,4.32824549271817,5.59840166151317,2.16337059832811e-08,3.72264074614744e-06,0,0,0,0,512.054179470252,0,0,0,0
"TwdlT",996.37238326602,-5.74333557009603,1.02611880829574,-5.59714481760162,2.17910677823265e-08,3.72264074614744e-06,4075.43320812465,2866.74211524209,1707.88560358055,32.7534095292517,75.1425951718827,3.8553320177305,26.5005060169589,88.3447712926277,90.6939084184397
"Eig71Ea",9073.70650203933,-10.9392778232564,1.96099867920624,-5.57842182111224,2.42710513239628e-08,4.09752454704549e-06,37330.1278909149,26577.9421990992,17727.4004548739,0,27.8879734658534,0,0,0,0
"CG1399",4508.71438181064,-1.6953442258693,0.304119353025209,-5.57460157995527,2.48097007608537e-08,4.13975820835175e-06,8201.76893252841,8059.52153743381,6538.45022493547,1870.45363704548,2824.43197934726,3226.91289884043,3030.75299301269,3386.54956621739,3439.58766693484
"CG42339",206.457374374508,-4.52304651986194,0.812478354465541,-5.56697479385436,2.59199871848055e-08,4.27530823105699e-06,487.209798671523,580.970059973817,304.784696942033,9.35811700835764,30.9866371842815,57.8299802659575,58.1718424762512,133.855714079739,194.949522768609
"Pde9",1038.54443743122,-2.00085216118664,0.359684757333069,-5.56279386433339,2.65489430629504e-08,4.32928787446976e-06,1838.14642119024,1100.82322007415,1192.63577064274,321.295350620279,367.191650633736,1129.61228119504,1047.09316457252,1041.39745554037,1308.70462241188
"CR45397",120.09563111443,-4.6928692507711,0.844861127615397,-5.55460429812486,2.78241340366066e-08,4.48625082500342e-06,357.125590402675,148.118604399265,160.577103759741,2.33952925208941,15.4933185921408,127.225956585106,86.6114099090851,107.084571263791,76.2845958659773
"CG43084",47.4267696903865,23.9330613943282,4.32830008880022,5.52943670801771,3.21260680836005e-08,5.12232307777408e-06,0,0,0,0,426.840927213478,0,0,0,0
"sll",565.563517513918,2.28838406004435,0.414169359417653,5.52523746146253,3.29040269797862e-08,5.18871194681244e-06,195.530300627709,194.136034892241,205.788132973649,1003.26812760434,935.796442965302,886.726364078015,729.733446174307,455.109427871112,483.983380438589
"CG5445",2495.6588527772,-1.11990573758397,0.202845436340278,-5.52098069243866,3.37112825015455e-08,5.25822721627368e-06,3908.18208320756,3815.85161915971,4280.23726575115,1795.58870097862,1887.08620452275,1607.67345139362,1574.51786969053,1766.89542585255,1824.89705443832
"CR44806",58.7302235638087,8.00449330464997,1.45159620363293,5.51426993582444,3.50230711739869e-08,5.40409754136249e-06,0,0,0,56.5386235921608,15.4933185921408,107.949296496454,89.1968251302518,152.595514050902,106.798434212368
"CG8563",42.2788295127491,10.2520080668977,1.86098970715455,5.50890100438709,3.61080887580295e-08,5.51224546465663e-06,0,0,0,12.4774893444769,332.331683801419,7.710664035461,7.10989185820848,10.7084571263791,10.171279448797
"Hey",177.781200619426,-7.04386386942714,1.28077126627228,-5.49970479110488,3.80427631591981e-08,5.74645948773151e-06,755.457979697967,518.415115397429,265.030171253941,0.389921542014902,7.74665929607038,0,11.6343684952502,13.3855714079739,27.9710184841917
"CR43875",448.782663023522,-2.58130607811311,0.469674786150515,-5.49594347882639,3.88626977006673e-08,5.80916366671434e-06,46.8626340347402,44.5793857900701,35.8570231696509,6.62866621425333,7.74665929607038,825.041051794327,849.955253958559,995.886512753257,1226.48678020077
"Alg10",286.950488146969,3.02120691343976,0.550577177364485,5.48734498567801,4.08019797237701e-08,6.03616916532062e-06,31.5110815061184,23.0087152464878,41.3135266954673,244.870728385358,273.457073151285,539.74648248227,749.124060333057,315.899485228184,363.623240294492
"CG13154",62.0231031117754,-6.16078698974484,1.13215932512962,-5.44162544352095,5.27965944977455e-08,7.73092990859845e-06,117.156585086851,61.835922224936,67.0370433171734,1.94960771007451,0,65.5406443014185,24.5614446010838,96.376114137412,123.75056662703
"CG34250",46.7488485266289,7.61994584160548,1.4022419683907,5.43411623198713,5.50686778300967e-08,7.98217703900896e-06,0,0,0,35.872781865371,19.366648240176,134.936620620567,56.8791348656678,82.9905427294381,90.6939084184397
"Cp1",25209.5312899088,-2.3031144895584,0.425527155463484,-5.41237958609209,6.21926759901604e-08,8.92464900458802e-06,65499.4188044871,49378.8599860172,35625.5115200555,10513.8444588898,9816.56665998039,16254.0797867518,16198.9190682201,14014.6932641487,9583.88806062895
"vsg",154607.315494149,-2.51697810070171,0.467028862524324,-5.38934165031529,7.0716257258408e-08,1.00473098183976e-05,441935.646335271,408258.015065462,379593.360280976,41644.4005302755,101592.788672385,4703.50506163121,3755.31560874466,5485.4071629877,4497.40072960973
"CG9650",803.834446515445,-3.41287131057838,0.633504919404965,-5.38728462248406,7.15301123577371e-08,1.00633050228777e-05,2922.45081558026,1753.69551519324,1357.88987742461,85.0028961592486,293.598387321068,227.464589046099,201.662387251004,208.814913964393,183.930636699079
"CR44083",135.84261115864,7.02510964871488,1.30847065588187,5.36894703533124,7.91976718669386e-08,1.10338504008793e-05,0,0,0,14.0371755125365,23.2399778882112,373.967205719858,313.481595566465,259.680085314693,238.177460425996
"CG42327",3689.24058495447,-1.86552415665473,0.34873834621754,-5.34935196226179,8.82697297939453e-08,1.21795252167607e-05,8234.89596693228,7328.99482835782,6147.92047258775,2359.80517227419,1611.30513358264,2147.41993387589,2121.33318896729,1707.99891165747,1543.49165635494
"TwdlE",77.5229517110348,-5.53347856459712,1.03570373238366,-5.34272339818829,9.15604237065489e-08,1.25132579065617e-05,326.422485345432,198.450169000957,79.5090513761824,2.72945079410431,6.19732743685631,3.8553320177305,12.2807223005419,42.8338285055164,25.4281986219924
"CG6118",260.434661122102,-4.46129685420964,0.836043895963865,-5.3361993021506,9.4915071024615e-08,1.28493515962568e-05,1146.51858095339,531.357517723578,371.042239755518,15.986783222611,46.4799557764223,42.4086521950355,111.819208315461,40.1567142239217,38.1422979329887
"Osi12",176.89656672695,-8.38542645258209,1.57236858742247,-5.33299031770156,9.66084647037292e-08,1.29563688644721e-05,744.954285862594,530.638495372125,205.788132973649,2.72945079410431,0,0,7.75624566350016,37.4795999423269,62.722889934248
"CG42449",54.0527522964589,-9.26039107760462,1.74337923341893,-5.31174795482916,1.08578707083525e-07,1.4426893024524e-05,240.7769817647,179.755587863186,60.0215387839808,0.389921542014902,0,0,1.29270761058336,0,4.23803310366541
"CG32000",2081.35912831341,2.05234071345342,0.387078676094439,5.30212806905616,1.14460495115771e-07,1.5068881696434e-05,486.401822222648,542.142852995369,575.27137172179,1680.56184608423,2755.48671161224,3492.93080806383,2286.79976312196,3640.8754229689,3271.76155602969
"CG10264",67.5575412687052,-9.24882910658944,1.74940229239826,-5.28685091289678,1.24439977537823e-07,1.60875106096194e-05,77.5657390919838,34.5130728697317,72.4935468429898,0,0,61.685312283688,28.4395674328339,190.075113993229,143.245518903891
"CG12560",165.239443265954,3.24797848395857,0.614281562684676,5.28744256911033,1.24038285783633e-07,1.60875106096194e-05,29.0871521594939,64.712011630747,33.5185216585867,295.170607305281,512.828845399859,161.923944744681,158.356682296462,155.272628332497,76.2845958659773
"Eig71Eh",59.7844577356771,-10.7927492530495,2.0659359305211,-5.2241451894044,1.74961461718028e-07,2.24169372826223e-05,328.038438243181,116.481620935345,93.5400604425675,0,0,0,0,0,0
"CG3107",1078.60645078437,2.25595418312356,0.432940810574971,5.21076814201812,1.88060358806626e-07,2.38820013174786e-05,310.262956367935,286.889918229645,299.328193416216,1232.93191585112,1622.15045659714,2290.06721853192,1245.52378279707,1207.37854099924,1212.92507426904
