geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0007154	cell communication	http://amigo.geneontology.org/amigo/term/GO:0007154	1946	506	333.80541871921184	1.5158531636229478	0	0	30971;31014;31027;31030;31144;31151;31157;31165;31204;31215;31293;31332;31342;31362;31419;31425;31459;31493;31518;31520;31543;31557;31582;31589;31607;31659;31667;31738;31746;31800;31872;31874;31979;31987;32000;32001;32009;32016;32070;32078;32079;32080;32115;32120;32132;32133;32169;32195;32209;32221;32225;32243;32256;32257;32273;32278;32301;32321;32351;32358;32470;32522;32537;32547;32551;32613;32624;32631;32637;32737;32743;32754;32760;32765;32771;32777;32838;32876;32898;32910;32919;32920;32930;32941;32948;32963;32976;32979;32981;33003;33014;33025;33048;33105;33131;33156;33165;33203;33204;33212;33219;33226;33262;33281;33346;33379;33392;33418;33441;33458;33461;33477;33529;33532;33619;33881;33882;33944;33981;33991;34032;34065;34070;34126;34132;34170;34263;34264;34284;34377;34388;34416;34500;34521;34592;34636;34665;34772;34790;34793;34831;34840;34881;34896;34924;34961;34966;34969;34993;35047;35051;35107;35151;35223;35235;35237;35253;35267;35288;35420;35425;35478;35483;35486;35496;35524;35529;35540;35554;35560;35576;35577;35614;35653;35717;35731;35742;35756;35771;35780;35793;35846;35864;35865;35881;35900;35927;35929;35956;35998;36040;36048;36080;36102;36107;36173;36329;36382;36390;36461;36497;36538;36555;36578;36579;36595;36674;36699;36706;36750;36769;36773;36775;36776;36791;36878;36881;36915;36952;36986;36996;37040;37090;37121;37203;37216;37247;37387;37461;37517;37528;37536;37554;37734;37755;37785;37837;37838;37851;37858;37912;37922;37961;38017;38027;38059;38073;38082;38146;38160;38232;38321;38362;38488;38490;38494;38500;38515;38613;38643;38652;38714;38760;38765;38879;38890;38897;38936;38961;39017;39136;39156;39158;39164;39241;39270;39284;39329;39385;39417;39429;39454;39485;39524;39610;39651;39654;39693;39747;39858;39866;39884;39909;39958;39999;40044;40045;40048;40081;40083;40134;40141;40143;40165;40168;40179;40193;40249;40292;40327;40351;40391;40458;40459;40464;40506;40527;40554;40562;40620;40640;40653;40687;40700;40701;40813;40830;40958;41020;41042;41062;41084;41085;41086;41087;41094;41140;41150;41181;41193;41205;41260;41398;41406;41532;41551;41565;41602;41611;41704;41772;41783;41785;41817;41823;41840;41860;41957;41995;42064;42130;42171;42177;42186;42265;42289;42313;42358;42371;42428;42445;42446;42467;42496;42499;42501;42504;42515;42524;42567;42616;42632;42634;42665;42672;42734;42753;42761;42804;42817;42821;42841;42846;42854;42862;42871;42896;42898;42922;42935;42986;42993;42994;43041;43080;43095;43096;43127;43162;43222;43256;43312;43319;43404;43415;43481;43565;43580;43651;43673;43718;43724;43725;43770;43775;43791;43803;43804;43832;43856;43901;43906;43916;43951;43974;43991;43999;44027;44030;44039;44052;44111;44205;44226;44233;44259;44448;44496;44573;44642;44811;44817;44851;44965;45031;45278;45307;45325;45374;45655;45821;45830;45959;45969;45973;45994;46068;46156;46194;46456;47384;47396;47594;47877;47998;48317;48448;48971;48973;49045;49260;49701;50070;50209;50225;50392;53439;53554;53560;249072;252554;326197;2768852;2768877;2768909;2768940;3354888;3355064;3355131;3355133;3355134;3772180;3885647;5740204;5740235;8674098	l(2)gl;spen;ebi;crq;lwr;dock;S;cpb;Su(dx);aop;Rab5;insv;Mad;Hydr2;for;ed;PDZ-GEF;Pez;homer;smt3;RapGAP1;Rack1;mts;Snx6;Pp2A-29B;Akap200;numb;Gdi;Cnot4;porin;piwi;crol;Rab6;bun;kuz;Sos;Arpc1;Rab14;Su(H);Cul3;CycE;Syx5;cact;grp;dl;BicD;Nedd8;RanGAP;swm;CG10188;lok;bur;Cul2;gus;CG30440;Src42A;Pld;Bap170;cos;CanB2;Cul1;nito;lig;RagC-D;gcl;lin;babo;Su(var)2-10;CG18659;Uba1;TER94;RanBPM;Caf1-105;Sin3A;Iswi;Dp;tum;mam;Prosap;CG8485;aPKC;Arf51F;SRPK;Mlf;casp;Lis-1;CG5522;RhoGEF2;cnk;MESR4;RhoGAP54D;Ote;sbb;slim;Tab2;par-1;hpo;cpa;dom;PTP-ER;Synj;Rtf1;apt;Sesn;ken;Chi;MAN1;yki;gek;Letm1;Nurf-38;Pdk1;rno;E(bx);fwd;MED14;Rac1;Ptp61F;Cdc37;Spn;msn;dos;Fit1;Chd64;pav;Src64B;Uev1A;Bre1;CG10289;sgl;Galphai;nmo;Uba2;BI-1;Cbl;Gug;SH3PX1;I-2;RasGAP1;JIL-1;scyl;chrb;RhoGAP68F;ArfGAP1;sti;Atg1;Syx13;Liprin-beta;mop;Pdi;Msh6;RhoGAP71E;Hip14;Abl;Dab;Nedd4;Ndfip;Atg3;ftz-f1;Mkp3;asf1;trc;Rab8;RhoGDI;Pitslre;skd;chb;pzg;Syx7;Wnk;Csp;Arf79F;CkIIalpha;aux;srl;cno;PEK;Atg17;Pak;bcd;Mkk4;M1BP;pyd;tgo;hyx;pum;Ras85D;hyd;Snap24;CG8507;Fmr1;tws;Csk;Taf12;Aos1;Snx3;CtBP;pic;rin;rdx;kibra;eff;GlyS;Hsc70-4;FK506-bp1;Akt1;sra;gish;Pak3;GckIII;osa;Ssdp;14-3-3epsilon;fray;gwl;cdi;Dl;Ire1;RhoGAP92B;cic;Stat92E;H;Pi3K92E;Synd;RhoGAP93B;Rab11;slmb;SNF4Agamma;Rab1;CASK;lqfR;Efa6;sav;Rassf;RanBP3;mbc;Pli;Rab7;Syx1A;Tsc1;mask;BRWD3;Pp1alpha-96A;puf;ssh;Hr96;Nup358;XNP;RASSF8;gro;scrib;Tl;spz;wdb;Mtl;Doa;Axn;sima;wts;dco;Gprk2;pygo;CycG;ttk;Crk;lgs;mav;RhoGAP1A;G9a;Rbf;Sec22;Vps26;arm;usp;csw;CG2918;N;Rala;VhaAC39-1;Tip60;spoon;CG32758;MAPk-Ak2;Rbcn-3A;schlank;dx;Dok;slpr;Crag;e(r);Dsor1;nej;PPP4R2r;spri;BTBD9;Imp;sofe;dsh;Pa1;hop;Ptp10D;PhKgamma;CkIIbeta;Hsc70-3;Usp7;Rab40;Sec16;Smr;hep;lic;HDAC4;Set2;CG5541;Scamp;Graf;tay;CycD;hang;Pp2B-14D;CanA-14F;mbt;Rok;stas;RhoGAPp190;CG42684;CG15814;mnb;Vps4;Ulp1;Vav;CoRest;Tao;dome;Mer;Cdc42;pico;Rab35;Rab10;RhoGAP19D;Rpt6;wap;Zir;Pi3K21B;Plc21C;Hrs;Pgk;Duox;Liprin-alpha;Mnn1;Herp;Btk29A;raw;Pka-C1;Pten;Utx;CG4972;Tor;Dyrk2;heix;Pde11;spi;CdGAPr;step;cta;rl;Haspin;conu;CG17528;Nipped-A;sxc;SCAP;EcR;Mob4;Rab2;Tsp42Ee;tor;sax;Cul4;Cirl;Acsl;stmA;Ggamma1;Myd88;clos;magu;Syb;Cam;drk;Opa1;Arc1;pcs;Dg;Rho1;Ric;Sod2;olf186-F;IM3;hppy;Xbp1;Vps35;Eps-15;Ptpmeg;ebd1;trio;scramb2;Ras64B;Ero1L;DnaJ-1;pbl;CG7927;Tsp66E;Shc;nbs;Taf2;Pi3K68D;fz;Mo25;sina;Ilp8;Eip75B;Cat;MESR6;Taf6;wnd;CG14184;RhoBTB;trbl;siz;CG11523;Ten-m;tub;Cerk;RpL13A;Rab23;Taf1;puc;neur;Rel;AP-1mu;pont;Bruce;Pp1-87B;Su(fu);put;CG42788;cdm;EndoA;Atpalpha;Sec15;PSR;mats;loco;Cdc16;RpS3;spas;Apc2;crb;Smg6;Tnks;Tsp96F;Apc;spg;alph;Fer2LCH;Med;krz;Ank;Eph;PlexA;Mitf;Roc1a;fs(1)N;Ocrl;pcx;CG6927;Ptp4E;mof;CG16721;fs(1)M3;raptor;PpV;Pink1;Sxl;fz4;Smox;Traf6;ric8a;Atg8a;CG1657;CkIalpha;Brms1;sno;CG15744;NFAT;jub;ben;Chc;mthl1;Socs16D;Wnt5;Pvf1;RhoGAP18B;rictor;kek5;MKP-4;Pp4-19C
GO:0009059	macromolecule biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009059	1923	590	329.8601337086559	1.7886368788084857	0	0	31015;31022;31027;31038;31052;31144;31149;31151;31153;31165;31228;31230;31263;31268;31293;31329;31331;31362;31363;31374;31384;31429;31430;31441;31449;31517;31518;31523;31567;31572;31577;31588;31603;31622;31638;31700;31722;31735;31738;31743;31746;31771;31773;31789;31795;31801;31834;31849;31880;31887;32014;32047;32100;32113;32120;32135;32169;32222;32225;32243;32256;32268;32273;32278;32301;32318;32321;32337;32351;32446;32458;32517;32530;32543;32557;32566;32567;32587;32630;32662;32663;32664;32839;32919;32930;32941;32953;32965;32966;33000;33105;33185;33212;33213;33214;33223;33370;33392;33419;33441;33442;33496;33529;33629;33692;33782;33807;33837;33903;33964;33967;34070;34107;34119;34120;34132;34136;34183;34215;34225;34242;34328;34329;34352;34362;34363;34364;34377;34392;34395;34412;34413;34483;34503;34516;34521;34526;34550;34592;34595;34665;34701;34709;34754;34804;34881;34883;34888;34892;34924;34956;34974;35047;35098;35121;35146;35197;35225;35260;35262;35288;35341;35364;35381;35386;35390;35397;35420;35454;35483;35485;35486;35501;35522;35540;35552;35555;35560;35563;35583;35653;35660;35678;35679;35682;35686;35701;35711;35731;35744;35771;35780;35781;35784;35849;35864;35880;35900;35956;36001;36017;36048;36061;36118;36130;36133;36156;36158;36170;36238;36241;36264;36280;36311;36382;36387;36390;36431;36461;36495;36499;36541;36544;36551;36555;36560;36571;36576;36598;36603;36612;36615;36645;36678;36685;36717;36750;36791;36804;36825;36851;36913;36956;36985;36986;36993;37029;37063;37065;37068;37069;37090;37188;37215;37290;37292;37323;37339;37379;37419;37435;37464;37471;37476;37481;37528;37554;37560;37563;37564;37601;37628;37701;37730;37734;37757;37767;37785;37791;37798;37818;37822;37837;37838;37851;37859;37914;37922;37924;37925;37962;37970;37995;38073;38082;38159;38198;38228;38248;38257;38288;38327;38338;38478;38492;38516;38561;38648;38718;38760;38779;38794;38811;38812;38817;38821;38824;38883;38897;38904;38944;38963;38989;39014;39027;39034;39088;39091;39095;39103;39121;39164;39203;39212;39241;39262;39313;39366;39375;39377;39455;39460;39480;39484;39518;39521;39522;39594;39615;39652;39654;39697;39744;39747;39765;39821;39842;39849;39875;39961;39970;39987;39999;40045;40055;40060;40062;40133;40134;40141;40162;40164;40170;40171;40240;40358;40385;40403;40414;40438;40451;40489;40562;40569;40577;40607;40616;40642;40653;40654;40680;40683;40684;40687;40693;40725;40739;40790;40793;40813;40830;40850;40934;40966;40972;40973;41027;41032;41042;41066;41084;41086;41087;41094;41120;41151;41168;41194;41200;41219;41265;41290;41293;41295;41296;41347;41366;41391;41406;41431;41498;41524;41526;41529;41532;41565;41591;41602;41611;41627;41666;41670;41721;41737;41740;41768;41778;41780;41783;41807;41823;41848;41883;41911;41913;41919;41942;41965;41968;41981;42130;42140;42177;42186;42237;42273;42297;42314;42380;42393;42413;42428;42433;42445;42446;42470;42520;42553;42596;42663;42736;42743;42749;42752;42761;42805;42816;42819;42880;42882;42898;42954;42958;42991;42993;42994;43016;43087;43162;43222;43266;43278;43284;43288;43349;43385;43573;43580;43594;43694;43718;43723;43724;43725;43730;43768;43788;43791;43793;43804;43808;43816;43819;43856;43864;43906;43928;44000;44027;44150;44173;44205;44226;44251;44261;44271;44326;44448;44451;44496;44548;44643;44703;44728;44811;44817;44848;44889;44915;45325;45894;45976;46020;46068;46156;47121;47249;47396;47718;48071;48317;48571;48903;50392;53438;53439;53442;53443;53560;117294;246445;246627;250735;251900;326151;326264;2768848;2768916;3354888;3354918;3354977;3355040;3355089;3355109;3355136;3772180;3885647;5740252;5740599;14462485	spen;kis;ebi;CG13690;RpLP1;CG15356;aop;Axud1;insv;Elba2;lilli;Mad;for;RpL40;Cf2;pgant5;Lam;lid;mmy;Rat1;x16;chm;Rack1;CG8668;Su(var)205;Ssb-c31a;CG7840;Dref;eEF1delta;me31B;RnrL;GATAd;mRpS7;da;CG12299;Dnz1;YL-1;piwi;RpL9;RfC38;crol;bun;Sfmbt;Smg5;Su(H);TfIIS;stc;CycE;crp;chif;dl;msl-1;CG10602;brat;Top2;lok;cad;RPA2;Mcm10;CG8677;Cul2;Nipped-B;Not3;bin3;jing;Bap170;geminin;cos;Eaf;dpa;Orc1;Rpt1;lig;udd;Nup50;gcl;MrgBP;lin;babo;Not1;dap;dmpd;lola;psq;wde;CG12942;CG12391;E(Pc);tou;Mtor;RnrS;wash;Sin3A;spt4;Iswi;NAT1;Psc;AGBE;Dp;cid;mip120;CG13344;AGO1;mam;Rcd1;cg;CG17385;Asx;BEAF-32;chn;dup;GalNAc-T1;Rif1;Mlf;Lis-1;krimp;CG4282;CG30463;CG8963;RpL18A;MESR4;OstDelta;CG5098;stau;Hsf;Pcl;lolal;Ote;sbb;Topors;Spt5;PCNA;RpS18;CG10543;CG10321;HmgD;pgc;Rtf1;rad50;RYBP;RpL23;pita;apt;retn;egl;Ssrp;ken;Nap1;CG3065;Chi;MAN1;yki;enok;CG4612;Nurf-38;RpL19;E(bx);MED14;CG2199;dre4;mu2;RpL8;Mrtf;Rcd5;ago;CG11357;scny;D19A;sgl;RpL18;eco;lark;CTCF;akirin;smid;Srp9;Uba2;RecQ4;CG7182;Unr;Gug;Cdc6;Mcm7;mRpL12;smg;RpS17;Nf-YA;phol;Jarid2;simj;JIL-1;GlcAT-P;TfIIEalpha;Pop2;ssp;Sap130;RpS4;Tgi;Spt20;gnu;Pex3;Msh6;CG7372;brm;Hip14;Taf4;RAF2;l(3)73Ah;CG9705;CycT;Crtc;ftz-f1;Ugt;RpL26;CG6843;ash1;asf1;cyc;Deaf1;Mi-2;Su(Tpl);Su(z)12;eRF1;skd;Pc;Cdk12;MED1;DNApol-eta;RpLP0;mael;RpL10;RpL15;srl;Fip1;Gnf1;PEK;RpL35A;kra;Rga;MTA1-like;dgrn;Rm62;TfIIFalpha;gpp;bcd;Alh;Ada2b;RpA-70;Mcm2;CG8036;hb;M1BP;osk;tgo;hyx;pum;RpL34b;MBD-like;Scm;MED6;Art4;Fmr1;jumu;Art1;RpL3;Taf12;Blm;glo;MBD-R2;pps;CG17202;CG5641;Aos1;Paip2;CtBP;pic;Su(var)3-7;B52;trx;su(Hw);BigH1;kibra;RpS5b;GlyS;Cp190;ear;Atx2;nsl1;mor;mtSSB;SF2;pad;osa;CG7379;Ssdp;14-3-3epsilon;koko;CG31224;dnk;nos;CG4936;cic;CG4360;Stat92E;TFAM;H;Pi3K92E;Nelf-A;DNApol-alpha180;how;CG31365;Rpt5;Nup98-96;eIF4G2;twin;Spps;BRWD3;polybromo;Saf-B;Hr96;vig2;gro;scrib;Tl;CG5815;woc;RpL4;Hrb98DE;Cnx99A;sima;RpS7;CG12054;pygo;RpL6;CycG;CG1815;ttk;heph;RpS3A;lgs;bip2;mav;gw;MED26;pho;Hmt4-20;Rbf;Vps26;trr;arm;mip130;usp;z;crm;N;Mnt;Tip60;tyf;CG2982;ovo;CG32767;CG12236;schlank;Spt6;CG12219;CG3847;RpL7A;Nf-YC;RpS6;fs(1)h;Trf2;otu;Trf4-1;Caf1-180;HP1b;Cfp1;CG34449;nej;CG2202;Rpt3;RpII215;RPA3;PhKgamma;CG1578;Usp7;Smr;hep;Bap60;HDAC4;Set2;tth;Pdcd4;RpL37a;Top1;CG8944;mRpS30;Myb;CG8924;eIF5;exd;caz;Nup153;CG9609;Sap30;xmas-2;Ggt-1;CoRest;RpS10b;e(y)3;Rcd-1;Rpt6;MED15;CG9171;Btk29A;CG13096;C1GalTA;alien;tai;hoip;RpL13;RpL7;CG5694;Utx;CG33303;esc;Tor;CG9932;RpL24;Pol32;RpS26;CG10462;CG10631;E2f2;CG9246;Tif-IA;rl;Nipped-A;d4;sxc;BubR1;EcR;phtf;CG1620;az2;mRpL52;sax;Kdm4A;Cul4;CG14749;Acsl;Myd88;Orc6;magu;Mat1;CG30020;fdl;Ctf4;RpS23;Tfb1;LamC;row;RpS15;mute;Bap55;Dcr-2;mip40;plu;Mgat1;DMAP1;Xbp1;Glycogenin;CG9485;NC2alpha;Tbp;Mes4;mRpS29;Ice1;DNA-ligI;Sox14;uri;Fcp1;egg;Orc4;ebd1;Bgb;CG12018;oxt;MEP-1;eIF5B;RfC4;msl-3;CG7927;CG7504;pix;CG8336;Taf2;E(z);yps;Wbp2;RpS12;stv;RecQ5;mbf1;tra;MED19;Eip75B;Taf6;DNApol-alpha60;CG11247;mRpS5;MED21;CG17514;Parp;MED31;corto;hd;Atu;RpL13A;Taf1;Taf7;lds;Rel;CG8478;RpS29;pont;TfIIFbeta;mRpL37;Mcm5;CG6791;Su(fu);sqd;RpII140;CG7987;Hexim;alpha-Man-IIb;spn-E;Bin1;Ino80;Hs6st;RpS30;Dph5;cnc;EloA;orb;RpS3;beta4GalT7;Smg6;msi;DNApol-alpha73;TfIIA-L;l(3)mbt;RpL32;Med;Hcf;Mitf;CG17829;RpL22;MED22;CDC45L;ph-d;tko;fs(1)Ya;Parg;GlcAT-I;Usf;Cdk7;Mcm3;GAA1;mof;Rpt4;Mcm6;CG32732;Sxl;CG2116;Smox;CG10959;Traf6;CG10555;Ost48;Tis11;Brms1;sno;RpS15Aa;NFAT;jub;Dsp1;mRpL22;rictor;kek5;Hers
GO:0034645	cellular macromolecule biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0034645	1895	584	325.05717804363127	1.7966069954671537	0	0	31015;31022;31027;31038;31052;31144;31149;31151;31153;31165;31228;31230;31263;31268;31293;31329;31331;31362;31363;31374;31384;31429;31430;31441;31449;31517;31518;31523;31567;31572;31577;31588;31603;31622;31638;31700;31722;31735;31738;31743;31746;31771;31773;31789;31795;31801;31834;31849;31880;31887;32014;32047;32100;32113;32120;32135;32169;32222;32225;32243;32256;32268;32273;32278;32301;32318;32321;32337;32446;32458;32517;32530;32543;32557;32566;32567;32587;32630;32662;32663;32664;32839;32919;32930;32941;32953;32965;32966;33000;33105;33185;33212;33213;33214;33223;33370;33392;33419;33441;33442;33496;33529;33629;33692;33782;33807;33837;33903;33964;33967;34070;34107;34119;34120;34132;34136;34183;34215;34225;34242;34328;34329;34352;34362;34363;34364;34377;34392;34395;34412;34413;34483;34503;34516;34521;34526;34550;34592;34595;34665;34701;34709;34754;34804;34881;34883;34888;34892;34924;34956;34974;35047;35098;35121;35146;35197;35225;35260;35262;35288;35341;35364;35381;35386;35390;35397;35420;35454;35483;35485;35486;35501;35522;35540;35552;35555;35560;35563;35583;35653;35660;35678;35679;35682;35686;35701;35711;35731;35744;35771;35780;35781;35784;35849;35864;35880;35900;35956;36001;36017;36048;36061;36118;36130;36133;36156;36158;36170;36238;36241;36264;36280;36311;36382;36387;36390;36431;36461;36495;36499;36541;36544;36551;36555;36560;36571;36576;36598;36603;36612;36615;36645;36678;36685;36717;36750;36791;36804;36825;36851;36913;36956;36985;36986;36993;37029;37063;37065;37068;37069;37090;37188;37215;37290;37292;37323;37339;37379;37419;37435;37464;37471;37476;37481;37528;37554;37560;37563;37564;37601;37628;37701;37730;37734;37757;37767;37785;37791;37798;37818;37822;37837;37838;37851;37859;37914;37922;37924;37925;37962;37970;37995;38073;38082;38159;38198;38228;38248;38257;38288;38327;38338;38478;38492;38516;38561;38648;38718;38760;38779;38794;38811;38812;38817;38821;38824;38883;38897;38904;38944;38963;38989;39014;39027;39034;39088;39091;39095;39103;39121;39164;39203;39212;39241;39262;39313;39366;39375;39377;39455;39460;39480;39484;39518;39521;39522;39594;39615;39654;39697;39744;39747;39765;39821;39842;39849;39875;39961;39970;39987;39999;40045;40055;40060;40062;40133;40134;40141;40162;40164;40170;40171;40240;40358;40385;40403;40414;40438;40451;40489;40562;40569;40577;40607;40616;40642;40653;40654;40680;40683;40684;40687;40693;40725;40739;40790;40793;40813;40830;40850;40934;40966;40972;40973;41027;41032;41042;41066;41084;41086;41087;41094;41120;41151;41168;41194;41200;41219;41265;41290;41293;41295;41296;41347;41366;41391;41406;41431;41498;41524;41526;41529;41532;41565;41591;41602;41611;41627;41666;41670;41721;41737;41740;41768;41778;41780;41783;41807;41823;41848;41883;41911;41919;41942;41965;41968;41981;42130;42140;42177;42186;42237;42273;42297;42314;42380;42393;42413;42428;42433;42446;42470;42520;42553;42596;42663;42736;42743;42749;42752;42761;42805;42816;42819;42880;42882;42898;42954;42958;42991;42993;42994;43016;43087;43162;43222;43266;43278;43284;43288;43349;43385;43573;43580;43594;43694;43718;43723;43724;43725;43730;43768;43788;43791;43793;43804;43808;43816;43819;43856;43864;43906;43928;44000;44027;44150;44173;44205;44226;44251;44261;44271;44326;44448;44451;44496;44548;44703;44728;44811;44817;44848;44889;44915;45325;45894;45976;46020;46068;46156;47121;47249;47396;47718;48071;48317;48571;48903;50392;53438;53439;53442;53443;53560;117294;246445;246627;251900;326151;326264;2768848;2768916;3354888;3354918;3354977;3355040;3355089;3355109;3355136;3772180;3885647;5740252;5740599;14462485	spen;kis;ebi;CG13690;RpLP1;CG15356;aop;Axud1;insv;Elba2;lilli;Mad;for;RpL40;Cf2;pgant5;Lam;lid;mmy;Rat1;x16;chm;Rack1;CG8668;Su(var)205;Ssb-c31a;CG7840;Dref;eEF1delta;me31B;RnrL;GATAd;mRpS7;da;CG12299;Dnz1;YL-1;piwi;RpL9;RfC38;crol;bun;Sfmbt;Smg5;Su(H);TfIIS;stc;CycE;crp;chif;dl;msl-1;CG10602;brat;Top2;lok;cad;RPA2;Mcm10;CG8677;Cul2;Nipped-B;Not3;bin3;jing;Bap170;geminin;cos;Eaf;dpa;Orc1;Rpt1;lig;udd;Nup50;gcl;MrgBP;lin;babo;Not1;dap;dmpd;lola;psq;wde;CG12942;CG12391;E(Pc);tou;Mtor;RnrS;wash;Sin3A;spt4;Iswi;NAT1;Psc;AGBE;Dp;cid;mip120;CG13344;AGO1;mam;Rcd1;cg;CG17385;Asx;BEAF-32;chn;dup;GalNAc-T1;Rif1;Mlf;Lis-1;krimp;CG4282;CG30463;CG8963;RpL18A;MESR4;OstDelta;CG5098;stau;Hsf;Pcl;lolal;Ote;sbb;Topors;Spt5;PCNA;RpS18;CG10543;CG10321;HmgD;pgc;Rtf1;rad50;RYBP;RpL23;pita;apt;retn;egl;Ssrp;ken;Nap1;CG3065;Chi;MAN1;yki;enok;CG4612;Nurf-38;RpL19;E(bx);MED14;CG2199;dre4;mu2;RpL8;Mrtf;Rcd5;ago;CG11357;scny;D19A;sgl;RpL18;eco;lark;CTCF;akirin;smid;Srp9;Uba2;RecQ4;CG7182;Unr;Gug;Cdc6;Mcm7;mRpL12;smg;RpS17;Nf-YA;phol;Jarid2;simj;JIL-1;GlcAT-P;TfIIEalpha;Pop2;ssp;Sap130;RpS4;Tgi;Spt20;gnu;Msh6;CG7372;brm;Hip14;Taf4;RAF2;l(3)73Ah;CG9705;CycT;Crtc;ftz-f1;Ugt;RpL26;CG6843;ash1;asf1;cyc;Deaf1;Mi-2;Su(Tpl);Su(z)12;eRF1;skd;Pc;Cdk12;MED1;DNApol-eta;RpLP0;mael;RpL10;RpL15;srl;Fip1;Gnf1;PEK;RpL35A;kra;Rga;MTA1-like;dgrn;Rm62;TfIIFalpha;gpp;bcd;Alh;Ada2b;RpA-70;Mcm2;CG8036;hb;M1BP;osk;tgo;hyx;pum;RpL34b;MBD-like;Scm;MED6;Art4;Fmr1;jumu;Art1;RpL3;Taf12;Blm;glo;MBD-R2;pps;CG17202;CG5641;Aos1;Paip2;CtBP;pic;Su(var)3-7;B52;trx;su(Hw);BigH1;kibra;RpS5b;GlyS;Cp190;ear;Atx2;nsl1;mor;mtSSB;SF2;pad;osa;CG7379;Ssdp;14-3-3epsilon;koko;CG31224;dnk;nos;CG4936;cic;CG4360;Stat92E;TFAM;Pi3K92E;Nelf-A;DNApol-alpha180;how;CG31365;Rpt5;Nup98-96;eIF4G2;twin;Spps;BRWD3;polybromo;Saf-B;Hr96;vig2;gro;scrib;Tl;CG5815;woc;RpL4;Hrb98DE;sima;RpS7;CG12054;pygo;RpL6;CycG;CG1815;ttk;heph;RpS3A;lgs;bip2;mav;gw;MED26;pho;Hmt4-20;Rbf;Vps26;trr;arm;mip130;usp;z;crm;N;Mnt;Tip60;tyf;CG2982;ovo;CG32767;CG12236;schlank;Spt6;CG12219;CG3847;RpL7A;Nf-YC;RpS6;fs(1)h;Trf2;otu;Trf4-1;Caf1-180;HP1b;Cfp1;CG34449;nej;CG2202;Rpt3;RpII215;RPA3;PhKgamma;CG1578;Usp7;Smr;hep;Bap60;HDAC4;Set2;tth;Pdcd4;RpL37a;Top1;CG8944;mRpS30;Myb;CG8924;eIF5;exd;caz;Nup153;CG9609;Sap30;xmas-2;Ggt-1;CoRest;RpS10b;e(y)3;Rcd-1;Rpt6;MED15;CG9171;Btk29A;CG13096;C1GalTA;alien;tai;hoip;RpL13;RpL7;CG5694;Utx;CG33303;esc;Tor;CG9932;RpL24;Pol32;RpS26;CG10462;CG10631;E2f2;CG9246;Tif-IA;rl;Nipped-A;d4;sxc;BubR1;EcR;phtf;CG1620;az2;mRpL52;sax;Kdm4A;Cul4;CG14749;Acsl;Myd88;Orc6;magu;Mat1;CG30020;Ctf4;RpS23;Tfb1;LamC;row;RpS15;mute;Bap55;Dcr-2;mip40;plu;Mgat1;DMAP1;Xbp1;Glycogenin;CG9485;NC2alpha;Tbp;Mes4;mRpS29;Ice1;DNA-ligI;Sox14;uri;Fcp1;egg;Orc4;ebd1;Bgb;CG12018;oxt;MEP-1;eIF5B;RfC4;msl-3;CG7927;CG7504;pix;CG8336;Taf2;E(z);yps;Wbp2;RpS12;stv;RecQ5;mbf1;tra;MED19;Eip75B;Taf6;DNApol-alpha60;CG11247;mRpS5;MED21;CG17514;Parp;MED31;corto;hd;Atu;RpL13A;Taf1;Taf7;lds;Rel;CG8478;RpS29;pont;TfIIFbeta;mRpL37;Mcm5;CG6791;Su(fu);sqd;RpII140;CG7987;Hexim;spn-E;Bin1;Ino80;Hs6st;RpS30;Dph5;cnc;EloA;orb;RpS3;beta4GalT7;Smg6;msi;DNApol-alpha73;TfIIA-L;l(3)mbt;RpL32;Med;Hcf;Mitf;CG17829;RpL22;MED22;CDC45L;ph-d;tko;fs(1)Ya;Parg;GlcAT-I;Usf;Cdk7;Mcm3;GAA1;mof;Rpt4;Mcm6;CG32732;Sxl;CG2116;Smox;CG10959;Traf6;CG10555;Ost48;Tis11;Brms1;sno;RpS15Aa;NFAT;Dsp1;mRpL22;rictor;kek5;Hers
